GameState,PossibleArrows,WinProb,TieProb
143618339562752,29;50;,0,1
143618339562816,26;52;,1,0
143618339563136,21;52;,1,0
143618339563328,20;50;,0,1
143618339564672,20;29;,0,1
143618339564800,21;26;,1,0
143620487046336,28;50;,0,1
143620487046400,26;51;,1,0
143620487046784,20;51;,1,0
143620487046912,19;50;,0,1
143620487048320,19;28;,0,1
143620487048384,20;26;,0,1
143554988793856,19;20;21;26;28;29;50;51;52;58;59;61;,0.5,0.5
143608675907328,14;61;,1,0
143608675907392,12;62;,1,0
143608675909440,14;28;,1,0
143608675909504,12;29;,1,0
143610823391040,14;58;,0,1
143610823391104,10;61;,0,1
143610823392896,14;29;,0,1
143610823393088,10;30;,1,0
143611897132800,10;62;,0,1
143611897132928,12;58;,0,1
143611897134720,12;30;,0,1
143611897134976,10;28;,0,1
143617265841984,14;52;,1,0
143617265842048,12;53;,1,0
143617265843456,14;29;,1,0
143617265843520,12;30;,1,0
143620487067392,14;50;,1,0
143620487067520,10;52;,0,1
143620487068800,14;28;,1,0
143620487068928,10;30;,1,0
143621560809216,10;53;,0,1
143621560809280,12;50;,0,1
143621560810624,12;29;,0,1
143621560810816,10;28;,0,1
143554988814336,10;12;14;28;29;30;50;52;53;58;61;62;,0.833333,0.166667
143608675911488,14;59;,1,0
143608675911552,11;61;,0,1
143608675913408,14;29;,1,0
143608675913536,11;30;,1,0
143609749653120,14;61;,1,0
143609749653312,10;62;,0,1
143609749655360,14;26;,1,0
143609749655424,10;29;,1,0
143611897136768,11;62;,1,0
143611897137024,10;59;,0,1
143611897138880,10;30;,0,1
143611897139072,11;26;,1,0
143618339587904,14;50;,1,0
143618339587968,10;53;,0,1
143618339589248,14;29;,1,0
143618339589440,10;30;,1,0
143620487071360,14;51;,1,0
143620487071616,11;50;,0,1
143620487072896,11;30;,0,1
143620487072960,14;26;,1,0
143621560813184,11;53;,1,0
143621560813376,10;51;,0,1
143621560814784,10;29;,0,1
143621560814912,11;26;,1,0
