GameState,PossibleArrows,WinProb,TieProb
152967413334016,4;7;11;12;43;47;,1,0
152960970899456,3;6;11;15;46;47;,0.5,0.5
152964192124928,6;7;8;15;40;46;,0,1
152967413350400,3;7;8;11;40;47;,0.5,0.5
152960970907648,3;4;12;15;43;47;,0,1
152964192133120,4;7;8;12;40;47;,0.5,0.5
152965265874944,3;7;8;15;40;43;,0.5,0.5
152960970911744,4;6;11;12;43;46;,0.5,0.5
152965265879040,3;6;8;11;40;46;,0.5,0.5
152967413362688,3;4;8;12;40;43;,1,0
152964192174080,6;7;12;15;28;30;,1,0
152965265915904,3;6;11;15;30;31;,1,0
152967413399552,3;7;11;12;28;31;,1,0
152960970960896,4;6;12;15;30;31;,0,1
152965265928192,6;7;8;15;24;30;,0,1
152967413411840,4;7;8;12;24;31;,0,1
152960970973184,3;4;11;15;28;31;,0.5,0.5
152964192198656,4;7;8;15;24;28;,0,1
152965265940480,3;7;8;11;24;31;,0.5,0.5
152960970977280,3;6;11;12;28;30;,0.5,0.5
152964192202752,4;6;8;12;24;30;,0,1
152967413428224,3;4;8;11;24;28;,0.5,0.5
152900841242624,3;4;6;7;8;11;12;15;24;28;30;31;40;43;46;47;56;59;60;62;,1,0
153099483578368,4;7;12;14;46;47;,0.5,0.5
153102704803840,1;7;14;15;41;46;,1,0
153104852287488,1;4;12;15;41;47;,1,0
153098409840640,4;6;12;15;46;47;,0.5,0.5
153102704807936,6;7;8;15;40;46;,0,1
153104852291584,4;7;8;12;40;47;,0.5,0.5
153098409852928,1;6;14;15;41;47;,0.5,0.5
153099483594752,6;7;8;14;40;47;,0,1
153104852303872,1;7;8;15;40;41;,0.5,0.5
153098409865216,1;4;12;14;41;46;,1,0
153099483607040,4;6;8;12;40;46;,0.5,0.5
153102704832512,1;6;8;14;40;41;,0.5,0.5
153099483643904,6;7;12;14;28;31;,1,0
153102704869376,1;6;14;15;25;31;,1,0
153104852353024,1;7;12;15;25;28;,1,0
153098409906176,4;6;14;15;28;31;,0.5,0.5
153102704873472,6;7;8;14;24;31;,0.5,0.5
153104852357120,4;7;8;15;24;28;,1,0
153098409926656,1;4;12;15;25;31;,0.5,0.5
153099483668480,4;7;8;12;24;31;,0,1
153102704893952,1;7;8;15;24;25;,0.5,0.5
153098409930752,1;6;12;14;25;28;,1,0
153099483672576,4;6;8;14;24;28;,0,1
153104852381696,1;4;8;12;24;25;,0.5,0.5
153038280196096,1;4;6;7;8;12;14;15;24;25;28;31;40;41;46;47;56;57;60;62;,1,0
153168203055104,6;7;11;14;43;47;,1,0
153170350538752,1;6;14;15;41;47;,1,0
153173571764224,1;7;11;15;41;43;,1,0
153167129317376,3;6;14;15;43;47;,0,1
153170350542848,6;7;8;14;40;47;,0,1
153173571768320,3;7;8;15;40;43;,0.5,0.5
153167129337856,1;3;11;15;41;47;,0.5,0.5
153168203079680,3;7;8;11;40;47;,0.5,0.5
153170350563328,1;7;8;15;40;41;,0.5,0.5
153167129341952,1;6;11;14;41;43;,0.5,0.5
153168203083776,3;6;8;14;40;43;,0.5,0.5
153173571792896,1;3;8;11;40;41;,1,0
153168203120640,3;7;11;14;30;31;,1,0
153170350604288,1;7;14;15;25;30;,1,0
153173571829760,1;3;11;15;25;31;,1,0
153167129382912,3;6;11;15;30;31;,1,0
153170350608384,6;7;8;15;24;30;,0.5,0.5
153173571833856,3;7;8;11;24;31;,1,0
153167129391104,1;6;14;15;25;31;,0.5,0.5
153168203132928,6;7;8;14;24;31;,0,1
153173571842048,1;7;8;15;24;25;,0.5,0.5
153167129407488,1;3;11;14;25;30;,0.5,0.5
153168203149312,3;6;8;11;24;30;,0.5,0.5
153170350632960,1;6;8;14;24;25;,0.5,0.5
153106999672832,1;3;6;7;8;11;14;15;24;25;30;31;40;41;43;47;56;57;59;62;,1,0
153374361485312,4;6;11;12;43;46;,1,0
153376508968960,1;4;12;14;41;46;,1,0
153377582710784,1;6;11;14;41;43;,1,0
153373287747584,3;4;12;14;43;46;,0.5,0.5
153376508973056,4;6;8;12;40;46;,1,0
153377582714880,3;6;8;14;40;43;,1,0
153373287759872,1;3;11;14;41;46;,1,0
153374361501696,3;6;8;11;40;46;,1,0
153376508985344,1;6;8;14;40;41;,1,0
153373287768064,1;4;11;12;41;43;,1,0
153374361509888,3;4;8;12;40;43;,1,0
153377582735360,1;3;8;11;40;41;,1,0
153374361550848,3;6;11;12;28;30;,1,0
153376509034496,1;6;12;14;25;28;,1,0
153377582776320,1;3;11;14;25;30;,1,0
153373287813120,3;4;11;14;28;30;,1,0
153376509038592,4;6;8;14;24;28;,1,0
153377582780416,3;6;8;11;24;30;,1,0
153373287821312,1;4;12;14;25;30;,0.5,0.5
153374361563136,4;6;8;12;24;30;,1,0
153377582788608,1;6;8;14;24;25;,1,0
153373287833600,1;3;11;12;25;28;,1,0
153374361575424,3;4;8;11;24;28;,1,0
153376509059072,1;4;8;12;24;25;,1,0
153313158103040,1;3;4;6;8;11;12;14;24;25;28;30;40;41;43;46;56;57;59;60;,1,0
153381877579776,1;3;4;6;11;12;14;15;25;28;30;31;41;43;46;47;49;51;52;55;,0.833333,0.166667
153450597056512,3;4;6;7;8;11;12;14;24;28;30;31;40;43;46;47;48;51;52;55;,0.916667,0.0833333
153588036009984,1;4;6;7;8;12;14;15;24;25;28;30;40;41;46;47;48;49;52;55;,0.958333,0.0416667
153656755486720,1;3;6;7;8;11;14;15;24;25;30;31;40;41;43;46;48;49;51;55;,1,0
153794194440192,1;3;4;7;8;11;12;15;24;25;28;31;40;41;43;47;48;49;51;52;,1,0
152337127149568,4;7;13;15;60;61;,0,1
152339274633216,3;7;12;15;59;60;,0.5,0.5
152341422116864,3;4;12;13;59;61;,1,0
152345717084160,4;7;12;13;53;55;,0.5,0.5
152346790825984,3;7;13;15;51;53;,0,1
152347864567808,3;4;12;15;51;55;,0.5,0.5
152334979678208,3;7;13;15;59;61;,0,1
152339274645504,1;7;11;15;57;59;,0.5,0.5
152341422129152,1;3;11;13;57;61;,1,0
152343569612800,3;7;11;13;53;55;,0.5,0.5
152345717096448,1;7;13;15;49;53;,0.5,0.5
152347864580096,1;3;11;15;49;55;,1,0
152334979682304,4;7;11;15;59;60;,0.5,0.5
152337127165952,1;7;12;15;57;60;,0.5,0.5
152341422133248,1;4;11;12;57;59;,1,0
152343569616896,4;7;11;12;51;55;,0.5,0.5
152345717100544,1;4;12;15;49;55;,1,0
152346790842368,1;7;11;15;49;51;,0.5,0.5
152334979690496,3;4;11;13;60;61;,0,1
