GameState,PossibleArrows,WinProb,TieProb
22570064355200,19;39;,0,1
22572211838656,20;39;,0,1
22572211838720,23;35;,1,0
22573285580544,19;38;,0,1
22573285580672,20;35;,1,0
22577580547840,23;30;,1,0
22577580547968,20;31;,1,0
22580801773248,23;28;,0,1
22580801773312,19;31;,0,1
22581875515072,20;30;,0,1
22581875515264,19;28;,0,1
22539999580160,19;20;23;28;30;31;35;38;39;59;60;62;,0.833333,0.166667
22561474428480,31;38;,0,1
22561474428800,25;39;,1,0
22563621912128,28;39;,0,1
22563621912320,31;33;,1,0
22564695654144,25;38;,1,0
22564695654272,28;33;,1,0
22566843137792,23;38;,1,0
22566843137920,20;39;,1,0
22570064363072,22;39;,0,1
22570064363392,23;33;,1,0
22573285588544,20;38;,0,1
22573285588736,22;33;,1,0
22575433072384,22;31;,1,0
22575433072512,23;28;,1,0
22580801781312,20;31;,0,1
22580801781504,23;25;,1,0
22581875523136,22;28;,0,1
22581875523456,20;25;,1,0
22539999588352,20;22;23;25;28;31;33;38;39;57;60;62;,1,0
22560400690752,30;39;,0,1
22560400691072,31;33;,1,0
22563621916224,31;35;,1,0
22563621916352,25;39;,1,0
22564695658176,30;33;,1,0
22564695658368,25;35;,1,0
22566843141824,22;39;,1,0
22566843142016,23;35;,1,0
22572211850816,19;39;,0,1
22572211850944,23;33;,1,0
22573285592640,22;35;,1,0
22573285592960,19;33;,1,0
22575433076416,23;30;,1,0
22575433076608,19;31;,1,0
22577580559936,22;31;,0,1
22577580560256,23;25;,1,0
22581875527232,19;30;,0,1
22581875527360,22;25;,1,0
22539999592448,19;22;23;25;30;31;33;35;39;57;59;62;,1,0
22560400703040,28;38;,0,1
22560400703232,30;33;,0,1
22561474444864,30;35;,0,1
22561474444992,25;38;,0,1
22563621928640,28;33;,1,0
22563621928704,25;35;,1,0
22566843154112,20;38;,0,1
22566843154176,22;35;,1,0
22570064379456,19;38;,0,1
22570064379584,22;33;,0,1
22572211863104,20;35;,0,1
22572211863296,19;33;,1,0
22575433088704,22;28;,1,0
22575433088768,19;30;,1,0
22577580572224,20;30;,0,1
22577580572416,22;25;,1,0
22580801797696,19;28;,0,1
22580801797824,20;25;,0,1
22539999604736,19;20;22;25;28;30;33;35;38;57;59;60;,1,0
22539999612928,19;20;22;28;30;31;35;38;39;51;52;55;,0.5,0.5
22539999621120,20;22;23;25;28;30;33;38;39;49;52;55;,0.833333,0.166667
22539999625216,19;22;23;25;30;31;33;35;38;49;51;55;,1,0
22539999633408,19;20;23;25;28;31;33;35;39;49;51;52;,1,0
22764411621120,31;38;,0,1
22764411621248,28;39;,0,1
22767632846400,30;39;,0,1
22767632846720,31;33;,0,1
22770854071872,28;38;,0,1
22770854072064,30;33;,0,1
22776222780992,23;38;,0,1
22776222781312,17;39;,0,1
22778370264640,20;39;,0,1
22778370264832,23;33;,0,1
22779444006656,17;38;,0,1
22779444006784,20;33;,1,0
22781591490304,23;30;,0,1
22781591490432,20;31;,1,0
22786960199232,23;28;,0,1
22786960199424,17;31;,0,1
22788033941056,20;30;,0,1
22788033941376,17;28;,0,1
22746158006272,17;20;23;28;30;31;33;38;39;57;60;62;,0.666667,0.333333
22767632850432,31;38;,0,1
22767632850816,24;39;,0,1
22769780334080,28;39;,0,1
22769780334336,31;32;,0,1
22770854076160,24;38;,1,0
22770854076288,28;32;,1,0
22771927817984,23;38;,1,0
22771927818112,20;39;,1,0
22776222785024,22;39;,0,1
22776222785408,23;32;,0,1
22779444010496,20;38;,0,1
22779444010752,22;32;,0,1
22780517752576,22;31;,0,1
22780517752704,23;28;,1,0
22786960203264,20;31;,0,1
22786960203520,23;24;,0,1
22788033945088,22;28;,0,1
22788033945472,20;24;,1,0
22746158010368,20;22;23;24;28;31;32;38;39;56;60;62;,0.833333,0.166667
22764411637248,30;39;,0,1
22764411637632,31;32;,1,0
22769780346368,31;33;,0,1
22769780346432,24;39;,0,1
22770854088256,30;32;,1,0
22770854088576,24;33;,1,0
22771927830080,22;39;,0,1
22771927830400,23;33;,1,0
22778370280960,17;39;,0,1
22778370281024,23;32;,0,1
22779444022784,22;33;,0,1
22779444023168,17;32;,1,0
22780517764672,23;30;,1,0
22780517764992,17;31;,1,0
22781591506432,22;31;,0,1
22781591506816,23;24;,1,0
22788033957376,17;30;,0,1
22788033957440,22;24;,0,1
22746158022656,17;22;23;24;30;31;32;33;39;56;57;62;,1,0
22764411649536,28;38;,0,1
22764411649792,30;32;,1,0
22767632875008,30;33;,0,1
22767632875072,24;38;,0,1
22769780358720,28;32;,0,1
22769780358912,24;33;,1,0
22771927842368,20;38;,0,1
22771927842560,22;33;,1,0
22776222809600,17;38;,0,1
22776222809664,22;32;,0,1
22778370293248,20;33;,0,1
22778370293504,17;32;,1,0
22780517776960,22;28;,0,1
22780517777152,17;30;,1,0
22781591518720,20;30;,0,1
22781591518976,22;24;,1,0
22786960227840,17;28;,0,1
22786960227904,20;24;,0,1
22746158034944,17;20;22;24;28;30;32;33;38;56;57;60;,1,0
22746158039040,17;20;22;28;30;31;33;38;39;49;52;55;,0,1
22746158043136,20;22;23;24;28;30;32;38;39;48;52;55;,0.666667,0.333333
22746158055424,17;22;23;24;30;31;32;33;38;48;49;55;,1,0
22746158063616,17;20;23;24;28;31;32;33;39;48;49;52;,1,0
22833131097792,30;39;,0,1
22833131097984,31;35;,1,0
22835278581312,31;38;,0,1
22835278581632,25;39;,0,1
22839573548608,30;35;,0,1
22839573548736,25;38;,0,1
22841721032384,23;38;,0,1
22841721032576,19;39;,1,0
22847089741376,23;35;,0,1
22847089741504,17;39;,0,1
22848163483200,19;38;,0,1
22848163483520,17;35;,1,0
22852458450496,23;30;,0,1
22852458450816,17;31;,1,0
22855679675968,19;31;,0,1
22855679676096,23;25;,0,1
22856753417920,17;30;,0,1
22856753418112,19;25;,1,0
22814877483008,17;19;23;25;30;31;35;38;39;57;59;62;,0.833333,0.166667
22835278585344,30;39;,0,1
22835278585728,31;32;,0,1
22838499810816,31;35;,0,1
22838499811008,24;39;,0,1
22839573552832,30;32;,1,0
22839573553024,24;35;,1,0
22840647294656,22;39;,0,1
22840647294848,23;35;,1,0
22847089745408,19;39;,0,1
22847089745600,23;32;,0,1
22848163487232,22;35;,0,1
22848163487616,19;32;,1,0
22849237229248,23;30;,1,0
22849237229440,19;31;,1,0
22852458454528,22;31;,0,1
22852458454912,23;24;,1,0
22856753421824,19;30;,0,1
22856753422016,22;24;,0,1
22814877487104,19;22;23;24;30;31;32;35;39;56;59;62;,1,0
22833131109888,31;38;,0,1
22833131110272,24;39;,1,0
22838499819008,25;39;,0,1
22838499819072,31;32;,0,1
22839573560896,24;38;,1,0
22839573561216,25;32;,1,0
22840647302720,23;38;,1,0
22840647303040,17;39;,1,0
22841721044480,22;39;,0,1
22841721044864,23;32;,1,0
22848163495424,17;38;,0,1
22848163495488,22;32;,0,1
22849237237312,22;31;,0,1
22849237237632,23;25;,1,0
22855679688192,17;31;,0,1
22855679688256,23;24;,0,1
22856753430016,22;25;,0,1
22856753430400,17;24;,1,0
22814877495296,17;22;23;24;25;31;32;38;39;56;57;62;,1,0
22833131126272,30;35;,0,1
22833131126464,24;38;,1,0
22835278609920,25;38;,0,1
22835278609984,30;32;,0,1
22838499835456,24;35;,1,0
22838499835584,25;32;,1,0
22840647319104,22;35;,1,0
22840647319232,17;38;,1,0
22841721060864,19;38;,0,1
22841721061056,22;32;,1,0
22847089769984,17;35;,0,1
22847089770048,19;32;,0,1
22849237253696,19;30;,0,1
22849237253824,22;25;,1,0
22852458479104,17;30;,0,1
22852458479168,22;24;,0,1
22855679704576,19;25;,0,1
22855679704768,17;24;,1,0
22814877511680,17;19;22;24;25;30;32;35;38;56;57;59;,1,0
22814877515776,17;19;22;25;30;31;35;38;39;49;51;55;,0.666667,0.333333
22814877519872,19;22;23;24;30;31;32;35;38;48;51;55;,0.833333,0.166667
22814877528064,17;22;23;24;25;30;32;38;39;48;49;55;,1,0
22814877540352,17;19;23;24;25;31;32;35;39;48;49;51;,1,0
22972717534784,28;39;,0,1
22972717534976,31;33;,0,1
22973791276608,31;35;,0,1
22973791276736,25;39;,0,1
22977012502208,28;33;,1,0
22977012502272,25;35;,1,0
22979159985856,20;39;,0,1
22979159985920,23;35;,1,0
22982381211200,19;39;,0,1
22982381211328,23;33;,0,1
22985602436672,20;35;,0,1
22985602436864,19;33;,1,0
22987749920448,23;28;,1,0
22987749920512,19;31;,1,0
22989897403968,20;31;,0,1
22989897404160,23;25;,1,0
22994192371264,19;28;,0,1
22994192371392,20;25;,0,1
22952316436480,19;20;23;25;28;31;33;35;39;57;59;60;,1,0
22970570063360,28;39;,0,1
22970570063616,31;32;,1,0
22973791288832,31;33;,0,1
22973791288896,24;39;,0,1
22977012514368,28;32;,1,0
22977012514560,24;33;,1,0
22978086256192,20;39;,1,0
22978086256384,23;33;,1,0
22982381223424,17;39;,0,1
22982381223488,23;32;,0,1
22985602448896,20;33;,1,0
22985602449152,17;32;,1,0
