GameState,PossibleArrows,WinProb,TieProb
24167785639936,8;14;34;38;56;58;,0,1
24169933123584,8;12;32;34;58;60;,0,1
24180670541824,12;14;34;38;42;44;,0,1
24182818025472,8;12;32;38;44;46;,0,1
24184965509120,8;14;32;34;42;46;,0,1
24155622166144,14;,0,1
24155605389184,11;,0,1
24154900742144,11;14;42;43;58;62;,0,1
24157819981312,11;,0,1
24157769650048,8;,0,1
24157048225792,8;11;43;46;56;62;,0,1
24158826614272,14;,0,1
24158893723264,8;,0,1
24158121967616,8;14;42;46;56;58;,0,1
24165638160384,11;14;32;35;56;62;,0,1
24166711902208,8;14;32;34;58;62;,0,1
24169933127680,8;11;34;35;56;58;,0,1
24180670545920,11;14;34;35;42;46;,0,1
24182818029568,8;14;32;35;43;46;,0,1
24187112996864,8;11;32;34;42;43;,0,1
24157048242176,11;14;44;46;51;52;,0,1
24158121984000,12;14;42;46;50;52;,0.5,0.5
24161343209472,11;12;42;44;50;51;,0.5,0.5
24165638176768,12;14;35;38;51;52;,0,1
24167785660416,11;14;34;38;50;51;,1,0
24169933144064,11;12;34;35;50;52;,0.5,0.5
24174228111360,11;12;35;38;44;46;,0,1
24175301853184,12;14;34;38;42;44;,0,1
24176375595008,11;14;34;35;42;46;,0,1
24154900766720,12;14;43;46;51;52;,0,1
24158121992192,8;14;44;46;48;52;,0.5,0.5
24161343217664,8;12;43;44;48;51;,0.5,0.5
24166711926784,12;14;32;38;48;52;,0.5,0.5
24167785668608,8;14;35;38;48;51;,0.5,0.5
24169933152256,8;12;32;35;51;52;,0,1
24172080635904,12;14;35;38;43;44;,0,1
24175301861376,8;12;32;38;44;46;,0,1
24176375603200,8;14;32;35;43;46;,0,1
24154900774912,11;14;42;46;50;51;,0,1
24157048258560,8;14;43;46;48;51;,0,1
24161343225856,8;11;42;43;48;50;,0,1
24165638193152,11;14;32;38;48;51;,0,1
24166711934976,8;14;34;38;48;50;,0,1
24169933160448,8;11;32;34;50;51;,0,1
24172080644096,11;14;34;38;42;43;,0,1
24174228127744,8;11;32;38;43;46;,0,1
24175301869568,8;14;32;34;42;46;,0,1
24154900783104,11;12;42;43;50;52;,0,1
24157048266752,8;11;43;44;48;52;,0,1
24158122008576,8;12;42;44;48;50;,0,1
24165638201344,11;12;32;35;48;52;,0,1
24166711943168,8;12;32;34;50;52;,0,1
24167785684992,8;11;34;35;48;50;,0,1
24172080652288,11;12;34;35;42;44;,0,1
24174228135936,8;12;32;35;43;44;,0,1
