GameState,PossibleArrows,WinProb,TieProb
94813552427008,24;26;48;49;57;58;,1,0
94816656213632,46;,0,1
94816672991104,41;,1,0
94816672991808,30;,1,0
94816656214912,26;,0,1
94815699910656,26;30;41;46;57;58;,1,0
94817746732544,46;,0,1
94817813841536,40;,1,0
94817813842432,26;,1,0
94817746733952,24;,0,1
94816773652480,24;26;40;46;58;62;,1,0
94818887583232,41;,1,0
94818803697536,40;,1,0
94818803698176,30;,1,0
94818887584320,24;,1,0
94817847394304,24;30;40;41;57;62;,1,0
94825363587072,26;30;40;46;48;50;,1,0
94826437328896,24;30;41;46;48;49;,1,0
94830732296192,24;26;40;41;49;50;,1,0
94807948846656,60;,0,1
94808116618816,50;,1,0
94807982401152,57;,1,0
94808066287232,52;,0,1
94808116620416,25;,1,0
94808066288896,26;,0,1
94807982403136,26;,1,0
94807948848896,25;,0,1
94807109984256,25;26;50;52;57;60;,1,0
94809056142848,58;,1,0
94809156806144,52;,0,1
94808989034112,60;,0,1
94809190360704,48;,1,0
94809190362112,26;,1,0
94809156807936,24;,0,1
94809056145024,24;,1,0
94808989036288,26;,0,1
94808183726080,24;26;48;52;58;60;,1,0
94812243813888,57;,1,0
94812361254400,50;,1,0
94812210259520,58;,1,0
94812378031680,48;,1,0
94812378033152,25;,1,0
94812361256064,24;,1,0
94812243816000,24;,1,0
94812210261632,25;,1,0
94811404951552,24;25;48;50;57;58;,1,0
94816672998976,44;,0,1
94816706553472,41;,0,1
94816706554432,26;,0,1
94816673000192,25;,0,1
94815699918848,25;26;41;44;58;60;,1,0
94818803705344,44;,0,1
94818854037056,40;,1,0
94818854038016,25;,1,0
94818803706624,24;,0,1
94817847402496,24;25;40;44;57;60;,1,0
94820967966208,41;,1,0
94820951189120,40;,1,0
94820951190016,26;,1,0
94820967967296,24;,1,0
94819994886144,24;26;40;41;57;58;,1,0
94825363595264,24;26;40;44;50;52;,1,0
94826437337088,24;25;41;44;48;52;,1,0
94828584820736,25;26;40;41;48;50;,1,0
94809223957632,12;,1,0
94809156848896,14;,0,1
94809056185984,14;,1,0
94809022631808,12;,0,1
94808183767040,12;14;50;52;58;62;,0.5,0.5
94812445183040,10;,1,0
94812361297024,14;,1,0
94812243856960,14;,1,0
94812227080064,10;,0,1
94811404992512,10;14;49;50;57;62;,1,0
94814525557824,12;,1,0
94814508780800,10;,1,0
94814424895040,10;,1,0
94814374563456,12;,1,0
94813552476160,10;12;49;52;57;58;,1,0
94817813891840,10;,0,1
94817746783104,12;,0,1
94816773701632,10;12;44;46;58;62;,1,0
94818887633472,12;,1,0
94818803747584,14;,0,1
94817847443456,12;14;41;44;57;62;,0.5,0.5
94820968008256,14;,1,0
94820951231360,10;,0,1
94819994927104,10;14;41;46;57;58;,1,0
94825363636224,10;14;44;46;50;52;,1,0
94826437378048,12;14;41;46;49;52;,1,0
94830732345344,10;12;41;44;49;50;,1,0
94808116665472,14;,1,0
94808150220032,10;,0,1
94807948893952,14;,0,1
94807982448512,10;,0,1
94807110029312,10;14;50;52;60;62;,0.5,0.5
