GameState,PossibleArrows,WinProb,TieProb
2147570008510000,4;6;26;28;34;38;,1,0
2147600008510000,2;6;25;26;33;38;,1,0
2147620008510000,2;4;25;28;33;34;,0.833333,0.166667
2147000008510000,2;4;6;25;26;28;33;34;38;57;60;62;,0.291667,0.708333
2147570008520000,3;6;26;30;34;35;,1,0
2147590008520000,2;6;25;30;33;34;,1,0
2147620008520000,2;3;25;26;33;35;,1,0
2147000008520000,2;3;6;25;26;30;33;34;35;57;59;62;,0.25,0.75
2147500008570000,3;4;28;30;35;38;,0.333333,0.666667
2147510008570000,4;6;26;28;34;38;,0.666667,0.333333
2147520008570000,3;6;26;30;34;35;,0.333333,0.666667
2147000008570000,3;4;6;26;28;30;34;35;38;50;51;52;,0.875,0.125
2147490008590000,2;4;28;30;34;38;,0.5,0.5
2147500008590000,4;6;25;28;33;38;,0.666667,0.333333
2147520008590000,2;6;25;30;33;34;,0.333333,0.666667
2147000008590000,2;4;6;25;28;30;33;34;38;49;50;52;,0.625,0.375
2147490008600000,2;3;26;30;35;38;,1,0
2147500008600000,3;6;25;30;33;35;,1,0
2147510008600000,2;6;25;26;33;38;,1,0
2147000008600000,2;3;6;25;26;30;33;35;38;49;50;51;,0.375,0.625
2147490008620000,3;4;26;28;34;35;,1,0
2147510008620000,2;4;25;28;33;34;,1,0
2147520008620000,2;3;25;26;33;35;,1,0
2147000008620000,2;3;4;25;26;28;33;34;35;49;51;52;,0.0833333,0.916667
2147000008000000,2;3;4;6;25;26;28;30;33;34;35;38;49;50;51;52;57;59;60;62;,0.991667,0.00833333
2149590008263800,7;44;,0,1
2149590008263900,4;46;,0,1
2149590008264400,7;38;,0,1
2149590008264600,4;39;,0,1
2149590008260000,4;7;38;39;44;46;,1,0
2149600008263500,7;46;,0,1
2149600008263800,3;47;,0,1
2149600008264600,7;35;,0,1
2149600008264700,3;38;,0,1
2149600008260000,3;7;35;38;46;47;,1,0
2149620008263500,4;47;,0,1
2149620008263900,3;44;,0,1
2149620008264400,3;39;,0,1
2149620008264700,4;35;,0,1
2149620008260000,3;4;35;39;44;47;,1,0
2149000008260000,3;4;7;35;38;39;44;46;47;59;60;62;,0,1
2149580008283800,7;43;,0,1
2149580008283900,3;46;,0,1
2149580008284300,7;38;,0,1
