GameState,PossibleArrows,WinProb,TieProb
46445784645632,1;6;21;22;49;53;,0.5,0.5
46446858387456,5;6;16;22;48;53;,1,0
46452227096576,1;5;16;21;48;49;,1,0
46437194719232,1;4;20;21;57;61;,1,0
46438268461056,4;5;16;20;56;61;,1,0
46441489686528,1;5;16;21;56;57;,1,0
46445784653824,1;5;20;21;49;52;,1,0
46446858395648,4;5;16;21;48;52;,1,0
46451153362944,1;4;16;20;48;49;,1,0
46429678534656,4;5;20;22;61;62;,1,0
46432899760128,1;5;21;22;57;62;,1,0
46435047243776,1;4;20;21;57;61;,1,0
46446858403840,4;5;21;22;44;46;,1,0
46451153371136,1;4;20;22;41;46;,1,0
46452227112960,1;5;20;21;41;44;,1,0
46428604796928,4;6;20;21;61;62;,1,0
46432899764224,5;6;16;21;56;62;,1,0
46435047247872,4;5;16;20;56;61;,1,0
46445784666112,5;6;20;21;44;46;,1,0
46451153375232,4;6;16;20;40;46;,1,0
46452227117056,4;5;16;21;40;44;,1,0
46428604809216,1;6;21;22;57;61;,1,0
46429678551040,5;6;16;22;56;61;,1,0
46435047260160,1;5;16;21;56;57;,1,0
46445784678400,1;5;21;22;41;46;,1,0
46446858420224,5;6;16;21;40;46;,1,0
46451153387520,1;6;16;22;40;41;,1,0
46428604813312,1;4;20;22;57;62;,1,0
46429678555136,4;6;16;20;56;62;,1,0
46432899780608,1;6;16;22;56;57;,1,0
46445784682496,1;6;20;22;41;44;,0.5,0.5
46446858424320,4;6;16;22;40;44;,1,0
46452227133440,1;4;16;20;40;41;,1,0
46429678567424,5;6;20;22;52;53;,1,0
46432899792896,1;6;21;22;49;53;,1,0
46435047276544,1;5;20;21;49;52;,1,0
46438268502016,5;6;20;21;44;46;,1,0
46441489727488,1;5;21;22;41;46;,1,0
46442563469312,1;6;20;22;41;44;,1,0
46428604829696,4;6;21;22;52;53;,1,0
46432899796992,5;6;16;22;48;53;,1,0
46435047280640,4;5;16;21;48;52;,1,0
46437194764288,4;5;21;22;44;46;,1,0
46441489731584,5;6;16;21;40;46;,1,0
46442563473408,4;6;16;22;40;44;,1,0
46428604846080,1;6;20;22;49;52;,1,0
46429678587904,4;6;16;22;48;52;,1,0
46435047297024,1;4;16;20;48;49;,1,0
46437194780672,1;4;20;22;41;46;,1,0
46438268522496,4;6;16;20;40;46;,1,0
46441489747968,1;6;16;22;40;41;,1,0
46428604850176,1;4;20;21;49;53;,1,0
46429678592000,4;5;16;20;48;53;,1,0
46432899817472,1;5;16;21;48;49;,1,0
46437194784768,1;5;20;21;41;44;,0.5,0.5
46438268526592,4;5;16;21;40;44;,1,0
46442563493888,1;4;16;20;40;41;,1,0
46385654923264,1;4;5;6;16;20;21;22;40;41;44;46;48;49;52;53;56;57;61;62;,1,0
46575707389952,3;6;19;20;60;62;,1,0
46577854873600,1;6;20;22;57;60;,1,0
46578928615424,1;3;19;22;57;62;,1,0
46584297324544,3;6;20;22;51;52;,1,0
46587518550016,1;6;19;22;49;51;,1,0
46589666033664,1;3;19;20;49;52;,1,0
46574633652224,3;4;19;22;60;62;,1,0
46577854877696,4;6;16;22;56;60;,1,0
46578928619520,3;6;16;19;56;62;,1,0
46583223586816,4;6;19;22;51;52;,1,0
46587518554112,3;6;16;22;48;51;,1,0
46589666037760,3;4;16;19;48;52;,1,0
46574633660416,1;4;20;22;57;62;,1,0
46575707402240,4;6;16;20;56;62;,1,0
46578928627712,1;6;16;22;56;57;,1,0
46583223595008,1;6;20;22;49;52;,1,0
46584297336832,4;6;16;22;48;52;,1,0
46589666045952,1;4;16;20;48;49;,1,0
46574633672704,1;3;19;20;57;60;,1,0
46575707414528,3;4;16;19;56;60;,1,0
46577854898176,1;4;16;20;56;57;,1,0
46583223607296,1;4;19;20;49;51;,1,0
46584297349120,3;4;16;20;48;51;,1,0
46587518574592,1;3;16;19;48;49;,1,0
46567117488128,3;4;19;22;60;62;,1,0
46569264971776,1;4;20;22;57;62;,1,0
46572486197248,1;3;19;20;57;60;,1,0
46584297357312,3;4;20;22;43;46;,1,0
46587518582784,1;3;19;22;41;46;,1,0
46589666066432,1;4;19;20;41;43;,1,0
46566043750400,3;6;19;20;60;62;,1,0
46569264975872,4;6;16;20;56;62;,1,0
46572486201344,3;4;16;19;56;60;,1,0
46583223619584,4;6;19;20;43;46;,1,0
46587518586880,3;6;16;19;40;46;,1,0
46589666070528,3;4;16;20;40;43;,1,0
46566043758592,1;6;20;22;57;60;,1,0
46567117500416,4;6;16;22;56;60;,1,0
46572486209536,1;4;16;20;56;57;,1,0
46583223627776,1;4;20;22;41;46;,1,0
46584297369600,4;6;16;20;40;46;,1,0
46587518595072,1;6;16;22;40;41;,1,0
46566043762688,1;3;19;22;57;62;,1,0
46567117504512,3;6;16;19;56;62;,1,0
46569264988160,1;6;16;22;56;57;,1,0
46583223631872,1;6;19;22;41;43;,1,0
46584297373696,3;6;16;22;40;43;,1,0
46589666082816,1;3;16;19;40;41;,1,0
46567117520896,4;6;19;22;51;52;,1,0
46569265004544,1;6;20;22;49;52;,1,0
46572486230016,1;4;19;20;49;51;,1,0
46575707455488,4;6;19;20;43;46;,1,0
46577854939136,1;4;20;22;41;46;,1,0
46578928680960,1;6;19;22;41;43;,1,0
46566043783168,3;6;20;22;51;52;,1,0
46569265008640,4;6;16;22;48;52;,1,0
46572486234112,3;4;16;20;48;51;,1,0
46574633717760,3;4;20;22;43;46;,1,0
46577854943232,4;6;16;20;40;46;,1,0
46578928685056,3;6;16;22;40;43;,1,0
46566043795456,1;6;19;22;49;51;,1,0
46567117537280,3;6;16;22;48;51;,1,0
46572486246400,1;3;16;19;48;49;,1,0
46574633730048,1;3;19;22;41;46;,1,0
46575707471872,3;6;16;19;40;46;,1,0
46577854955520,1;6;16;22;40;41;,1,0
46566043803648,1;3;19;20;49;52;,1,0
46567117545472,3;4;16;19;48;52;,1,0
46569265029120,1;4;16;20;48;49;,1,0
46574633738240,1;4;19;20;41;43;,1,0
46575707480064,3;4;16;20;40;43;,1,0
46578928705536,1;3;16;19;40;41;,1,0
46523093876736,1;3;4;6;16;19;20;22;40;41;43;46;48;49;51;52;56;57;60;62;,1,0
46644426866688,3;4;19;21;60;61;,1,0
46646574350336,1;4;20;21;57;61;,1,0
46648721833984,1;3;19;20;57;60;,1,0
46653016801280,3;4;20;21;51;53;,1,0
46656238026752,1;3;19;21;49;53;,1,0
46657311768576,1;4;19;20;49;51;,1,0
46643353128960,3;5;19;20;60;61;,1,0
46646574354432,4;5;16;20;56;61;,1,0
46648721838080,3;4;16;19;56;60;,1,0
46651943063552,4;5;19;20;51;53;,1,0
46656238030848,3;5;16;19;48;53;,1,0
46657311772672,3;4;16;20;48;51;,1,0
46643353137152,1;5;20;21;57;60;,1,0
46644426878976,4;5;16;21;56;60;,1,0
46648721846272,1;4;16;20;56;57;,1,0
46651943071744,1;4;20;21;49;53;,1,0
46653016813568,4;5;16;20;48;53;,1,0
46656238039040,1;5;16;21;48;49;,1,0
46643353141248,1;3;19;21;57;61;,1,0
46644426883072,3;5;16;19;56;61;,1,0
46646574366720,1;5;16;21;56;57;,1,0
46651943075840,1;5;19;21;49;51;,0.5,0.5
46653016817664,3;5;16;21;48;51;,1,0
46657311784960,1;3;16;19;48;49;,1,0
46635836964864,3;5;19;20;60;61;,1,0
46637984448512,1;5;20;21;57;60;,1,0
46639058190336,1;3;19;21;57;61;,1,0
46653016834048,3;5;20;21;43;44;,1,0
46656238059520,1;5;19;21;41;43;,1,0
46657311801344,1;3;19;20;41;44;,1,0
46634763227136,3;4;19;21;60;61;,1,0
46637984452608,4;5;16;21;56;60;,1,0
46639058194432,3;5;16;19;56;61;,1,0
46651943096320,4;5;19;21;43;44;,1,0
46656238063616,3;5;16;21;40;43;,1,0
46657311805440,3;4;16;19;40;44;,1,0
46634763235328,1;4;20;21;57;61;,1,0
46635836977152,4;5;16;20;56;61;,1,0
46639058202624,1;5;16;21;56;57;,1,0
46651943104512,1;5;20;21;41;44;,1,0
46653016846336,4;5;16;21;40;44;,1,0
46657311813632,1;4;16;20;40;41;,1,0
46634763243520,1;3;19;20;57;60;,1,0
46635836985344,3;4;16;19;56;60;,1,0
46637984468992,1;4;16;20;56;57;,1,0
46651943112704,1;4;19;20;41;43;,0.5,0.5
46653016854528,3;4;16;20;40;43;,1,0
46656238080000,1;3;16;19;40;41;,1,0
46635836997632,4;5;19;20;51;53;,1,0
46637984481280,1;4;20;21;49;53;,1,0
46639058223104,1;5;19;21;49;51;,1,0
46644426932224,4;5;19;21;43;44;,1,0
46646574415872,1;5;20;21;41;44;,1,0
46648721899520,1;4;19;20;41;43;,1,0
46634763259904,3;4;20;21;51;53;,1,0
46637984485376,4;5;16;20;48;53;,1,0
46639058227200,3;5;16;21;48;51;,1,0
46643353194496,3;5;20;21;43;44;,1,0
46646574419968,4;5;16;21;40;44;,1,0
46648721903616,3;4;16;20;40;43;,1,0
46634763272192,1;3;19;21;49;53;,1,0
46635837014016,3;5;16;19;48;53;,1,0
46637984497664,1;5;16;21;48;49;,1,0
46643353206784,1;5;19;21;41;43;,1,0
46644426948608,3;5;16;21;40;43;,1,0
46648721915904,1;3;16;19;40;41;,1,0
46634763276288,1;4;19;20;49;51;,1,0
46635837018112,3;4;16;20;48;51;,1,0
46639058243584,1;3;16;19;48;49;,1,0
46643353210880,1;3;19;20;41;44;,1,0
46644426952704,3;4;16;19;40;44;,1,0
46646574436352,1;4;16;20;40;41;,1,0
46591813353472,1;3;4;5;16;19;20;21;40;41;43;44;48;49;51;53;56;57;60;61;,1,0
46784013275136,4;6;21;22;60;61;,1,0
46785087016960,3;6;19;21;61;62;,1,0
46786160758784,3;4;19;22;60;62;,1,0
46793676951552,3;6;21;22;51;53;,1,0
46794750693376,4;6;19;22;51;52;,1,0
46795824435200,3;4;19;21;52;53;,1,0
46781865799680,4;6;20;21;61;62;,0,1
46785087025152,1;6;21;22;57;61;,0.5,0.5
46786160766976,1;4;20;22;57;62;,1,0
46790455734272,4;6;21;22;52;53;,0,1
46794750701568,1;6;20;22;49;52;,0.5,0.5
46795824443392,1;4;20;21;49;53;,1,0
46781865807872,3;6;19;20;60;62;,1,0
46784013291520,1;6;20;22;57;60;,1,0
46785087033344,1;3;19;22;57;62;,1,0
46790455742464,3;6;20;22;51;52;,1,0
46793676967936,1;6;19;22;49;51;,1,0
46795824451584,1;3;19;20;49;52;,1,0
46781865811968,3;4;19;21;60;61;,1,0
46784013295616,1;4;20;21;57;61;,1,0
46786160779264,1;3;19;20;57;60;,1,0
46790455746560,3;4;20;21;51;53;,1,0
46793676972032,1;3;19;21;49;53;,1,0
46794750713856,1;4;19;20;49;51;,1,0
46793677017088,3;6;19;21;37;38;,1,0
46794750758912,4;6;19;20;35;38;,1,0
46795824500736,3;4;20;21;35;37;,1,0
46790455799808,4;6;20;21;37;38;,1,0
46793677025280,1;6;21;22;33;37;,1,0
46794750767104,1;4;20;22;33;38;,1,0
46790455803904,3;6;21;22;35;37;,0.5,0.5
46794750771200,1;6;19;22;33;35;,1,0
46795824513024,1;3;19;21;33;37;,1,0
46790455808000,3;4;20;22;35;38;,0,1
46793677033472,1;3;19;22;33;38;,1,0
46795824517120,1;4;19;20;33;35;,0.5,0.5
46784013373440,4;6;20;21;37;38;,1,0
46785087115264,3;6;21;22;35;37;,1,0
46786160857088,3;4;20;22;35;38;,1,0
46781865902080,3;6;19;21;37;38;,1,0
46784013385728,1;6;21;22;33;37;,1,0
46786160869376,1;3;19;22;33;38;,1,0
46781865906176,4;6;19;20;35;38;,1,0
46784013389824,1;4;20;22;33;38;,1,0
46785087131648,1;6;19;22;33;35;,1,0
46781865910272,3;4;20;21;35;37;,0.5,0.5
46785087135744,1;3;19;21;33;37;,1,0
46786160877568,1;4;19;20;33;35;,0.5,0.5
46729252306944,1;3;4;6;19;20;21;22;33;35;37;38;49;51;52;53;57;60;61;62;,1,0
46852732747776,5;6;20;22;60;61;,1,0
46853806489600,3;5;19;22;61;62;,1,0
46854880231424,3;6;19;20;60;62;,1,0
46862396424192,5;6;19;22;51;53;,1,0
46863470166016,3;6;20;22;51;52;,1,0
46864543907840,3;5;19;20;52;53;,1,0
46849511534592,4;5;20;22;61;62;,0,1
46853806501888,5;6;16;22;56;61;,1,0
46854880243712,4;6;16;20;56;62;,1,0
46858101469184,5;6;20;22;52;53;,0,1
46863470178304,4;6;16;22;48;52;,1,0
46864543920128,4;5;16;20;48;53;,1,0
46849511542784,3;4;19;22;60;62;,1,0
46852732768256,4;6;16;22;56;60;,1,0
46853806510080,3;6;16;19;56;62;,1,0
46858101477376,4;6;19;22;51;52;,1,0
46862396444672,3;6;16;22;48;51;,1,0
46864543928320,3;4;16;19;48;52;,1,0
46849511546880,3;5;19;20;60;61;,1,0
46852732772352,4;5;16;20;56;61;,1,0
46854880256000,3;4;16;19;56;60;,1,0
46858101481472,4;5;19;20;51;53;,1,0
46862396448768,3;5;16;19;48;53;,1,0
46863470190592,3;4;16;20;48;51;,1,0
46862396489728,3;5;19;22;37;38;,1,0
46863470231552,3;4;20;22;35;38;,1,0
46864543973376,4;5;19;20;35;37;,1,0
46858101534720,4;5;20;22;37;38;,1,0
46862396502016,5;6;16;22;32;37;,1,0
46863470243840,4;6;16;20;32;38;,1,0
46858101538816,5;6;19;22;35;37;,1,0
46863470247936,3;6;16;22;32;35;,1,0
46864543989760,3;5;16;19;32;37;,1,0
46858101542912,4;6;19;20;35;38;,0.5,0.5
46862396510208,3;6;16;19;32;38;,0.5,0.5
46864543993856,3;4;16;20;32;35;,1,0
46852732846080,4;5;20;22;37;38;,1,0
46853806587904,5;6;19;22;35;37;,1,0
46854880329728,4;6;19;20;35;38;,1,0
46849511636992,3;5;19;22;37;38;,1,0
46852732862464,5;6;16;22;32;37;,1,0
46854880346112,3;6;16;19;32;38;,1,0
46849511641088,3;4;20;22;35;38;,1,0
46852732866560,4;6;16;20;32;38;,1,0
46853806608384,3;6;16;22;32;35;,1,0
46849511645184,4;5;19;20;35;37;,1,0
46853806612480,3;5;16;19;32;37;,0.5,0.5
46854880354304,3;4;16;20;32;35;,1,0
46797971783680,3;4;5;6;16;19;20;22;32;35;37;38;48;51;52;53;56;60;61;62;,1,0
46988024217600,5;6;20;21;60;62;,1,0
46991245443072,1;5;21;22;57;62;,1,0
46992319184896,1;6;20;22;57;60;,1,0
46996614152192,5;6;20;22;52;53;,1,0
46999835377664,1;6;21;22;49;53;,1,0
47001982861312,1;5;20;21;49;52;,1,0
46986950479872,4;5;21;22;60;62;,1,0
46991245447168,5;6;16;21;56;62;,1,0
46992319188992,4;6;16;22;56;60;,1,0
46995540414464,4;6;21;22;52;53;,1,0
46999835381760,5;6;16;22;48;53;,1,0
47001982865408,4;5;16;21;48;52;,1,0
46986950496256,1;4;20;22;57;62;,1,0
46988024238080,4;6;16;20;56;62;,1,0
46991245463552,1;6;16;22;56;57;,1,0
46995540430848,1;6;20;22;49;52;,1,0
46996614172672,4;6;16;22;48;52;,1,0
47001982881792,1;4;16;20;48;49;,1,0
46986950500352,1;5;20;21;57;60;,1,0
46988024242176,4;5;16;21;56;60;,1,0
46992319209472,1;4;16;20;56;57;,1,0
46995540434944,1;4;20;21;49;53;,1,0
46996614176768,4;5;16;20;48;53;,1,0
46999835402240,1;5;16;21;48;49;,1,0
46996614217728,4;5;20;22;37;38;,1,0
46999835443200,1;5;21;22;33;38;,1,0
47001982926848,1;4;20;21;33;37;,1,0
46995540480000,4;6;20;21;37;38;,1,0
46999835447296,5;6;16;21;32;38;,1,0
47001982930944,4;5;16;20;32;37;,1,0
46995540492288,1;6;21;22;33;37;,1,0
46996614234112,5;6;16;22;32;37;,1,0
47001982943232,1;5;16;21;32;33;,1,0
46995540496384,1;4;20;22;33;38;,0.5,0.5
46996614238208,4;6;16;20;32;38;,0.5,0.5
46999835463680,1;6;16;22;32;33;,0.5,0.5
46988024315904,4;6;20;21;37;38;,1,0
46991245541376,1;6;21;22;33;37;,1,0
46992319283200,1;4;20;22;33;38;,1,0
46986950578176,4;5;20;22;37;38;,1,0
46991245545472,5;6;16;22;32;37;,1,0
46992319287296,4;6;16;20;32;38;,1,0
46986950590464,1;5;21;22;33;38;,1,0
46988024332288,5;6;16;21;32;38;,1,0
46992319299584,1;6;16;22;32;33;,1,0
46986950598656,1;4;20;21;33;37;,1,0
46988024340480,4;5;16;20;32;37;,0.5,0.5
46991245565952,1;5;16;21;32;33;,1,0
46935410737152,1;4;5;6;16;20;21;22;32;33;37;38;48;49;52;53;56;57;60;62;,1,0
47056743694336,3;6;19;21;61;62;,1,0
47058891177984,1;6;21;22;57;61;,1,0
47061038661632,1;3;19;22;57;62;,1,0
47065333628928,3;6;21;22;51;53;,1,0
47069628596224,1;6;19;22;49;51;,1,0
47070702338048,1;3;19;21;49;53;,1,0
47055669956608,3;5;19;22;61;62;,1,0
47058891182080,5;6;16;22;56;61;,1,0
47061038665728,3;6;16;19;56;62;,1,0
47064259891200,5;6;19;22;51;53;,1,0
47069628600320,3;6;16;22;48;51;,1,0
47070702342144,3;5;16;19;48;53;,1,0
47055669964800,1;5;21;22;57;62;,1,0
47056743706624,5;6;16;21;56;62;,1,0
47061038673920,1;6;16;22;56;57;,1,0
47064259899392,1;6;21;22;49;53;,0.5,0.5
47065333641216,5;6;16;22;48;53;,1,0
47070702350336,1;5;16;21;48;49;,1,0
47055669977088,1;3;19;21;57;61;,1,0
47056743718912,3;5;16;19;56;61;,1,0
47058891202560,1;5;16;21;56;57;,1,0
47064259911680,1;5;19;21;49;51;,1,0
47065333653504,3;5;16;21;48;51;,1,0
47069628620800,1;3;16;19;48;49;,1,0
47065333694464,3;5;21;22;35;38;,1,0
47069628661760,1;3;19;22;33;38;,1,0
47070702403584,1;5;19;21;33;35;,1,0
47064259956736,5;6;19;21;35;38;,1,0
47069628665856,3;6;16;19;32;38;,1,0
47070702407680,3;5;16;21;32;35;,1,0
47064259964928,1;5;21;22;33;38;,1,0
47065333706752,5;6;16;21;32;38;,1,0
47069628674048,1;6;16;22;32;33;,1,0
47064259973120,1;6;19;22;33;35;,0.5,0.5
47065333714944,3;6;16;22;32;35;,0.5,0.5
47070702424064,1;3;16;19;32;33;,1,0
47056743792640,5;6;19;21;35;38;,1,0
47058891276288,1;5;21;22;33;38;,1,0
47061038759936,1;6;19;22;33;35;,1,0
47055670054912,3;5;21;22;35;38;,1,0
47058891280384,5;6;16;21;32;38;,1,0
47061038764032,3;6;16;22;32;35;,1,0
47055670071296,1;3;19;22;33;38;,1,0
47056743813120,3;6;16;19;32;38;,1,0
47058891296768,1;6;16;22;32;33;,1,0
47055670075392,1;5;19;21;33;35;,0.5,0.5
47056743817216,3;5;16;21;32;35;,1,0
47061038784512,1;3;16;19;32;33;,1,0
47004130213888,1;3;5;6;16;19;21;22;32;33;35;38;48;49;51;53;56;57;61;62;,1,0
47194182647808,3;5;19;20;60;61;,1,0
47196330131456,1;5;20;21;57;60;,1,0
47197403873280,1;3;19;21;57;61;,1,0
47202772582400,3;5;20;21;51;52;,1,0
47205993807872,1;5;19;21;49;51;,1,0
47207067549696,1;3;19;20;49;52;,1,0
47193108910080,3;4;19;21;60;61;,1,0
47196330135552,4;5;16;21;56;60;,1,0
47197403877376,3;5;16;19;56;61;,1,0
47201698844672,4;5;19;21;51;52;,1,0
47205993811968,3;5;16;21;48;51;,1,0
47207067553792,3;4;16;19;48;52;,1,0
47193108918272,1;4;20;21;57;61;,1,0
47194182660096,4;5;16;20;56;61;,1,0
47197403885568,1;5;16;21;56;57;,1,0
47201698852864,1;5;20;21;49;52;,1,0
47202772594688,4;5;16;21;48;52;,1,0
47207067561984,1;4;16;20;48;49;,1,0
47193108926464,1;3;19;20;57;60;,1,0
47194182668288,3;4;16;19;56;60;,1,0
47196330151936,1;4;16;20;56;57;,1,0
47201698861056,1;4;19;20;49;51;,1,0
47202772602880,3;4;16;20;48;51;,1,0
47205993828352,1;3;16;19;48;49;,1,0
47202772647936,3;4;20;21;35;37;,1,0
47205993873408,1;3;19;21;33;37;,1,0
47207067615232,1;4;19;20;33;35;,1,0
47201698910208,4;5;19;20;35;37;,1,0
47205993877504,3;5;16;19;32;37;,1,0
47207067619328,3;4;16;20;32;35;,1,0
47201698918400,1;4;20;21;33;37;,1,0
47202772660224,4;5;16;20;32;37;,1,0
47205993885696,1;5;16;21;32;33;,1,0
47201698922496,1;5;19;21;33;35;,1,0
47202772664320,3;5;16;21;32;35;,1,0
47207067631616,1;3;16;19;32;33;,1,0
47194182746112,4;5;19;20;35;37;,1,0
47196330229760,1;4;20;21;33;37;,1,0
47197403971584,1;5;19;21;33;35;,1,0
47193109008384,3;4;20;21;35;37;,1,0
47196330233856,4;5;16;20;32;37;,1,0
47197403975680,3;5;16;21;32;35;,1,0
47193109020672,1;3;19;21;33;37;,1,0
47194182762496,3;5;16;19;32;37;,1,0
47196330246144,1;5;16;21;32;33;,1,0
47193109024768,1;4;19;20;33;35;,1,0
47194182766592,3;4;16;20;32;35;,1,0
47197403992064,1;3;16;19;32;33;,1,0
47141569167360,1;3;4;5;16;19;20;21;32;33;35;37;48;49;51;52;56;57;60;61;,1,0
47343432765440,3;5;21;22;43;46;,1,0
47344506507264,3;4;19;22;44;46;,1,0
47345580249088,4;5;19;21;43;44;,1,0
47340211548160,4;5;21;22;44;46;,0.5,0.5
47344506515456,1;4;20;22;41;46;,1,0
47345580257280,1;5;20;21;41;44;,0.5,0.5
47340211556352,3;4;20;22;43;46;,1,0
47343432781824,1;3;19;22;41;46;,1,0
47345580265472,1;4;19;20;41;43;,1,0
47340211560448,3;5;20;21;43;44;,1,0
47343432785920,1;5;19;21;41;43;,1,0
47344506527744,1;3;19;20;41;44;,1,0
47343432798208,3;5;19;22;37;38;,1,0
47344506540032,3;4;20;22;35;38;,1,0
47345580281856,4;5;19;20;35;37;,1,0
47340211580928,4;5;20;22;37;38;,1,0
47343432806400,1;5;21;22;33;38;,1,0
47345580290048,1;4;20;21;33;37;,1,0
47340211585024,3;5;21;22;35;38;,0,1
47344506552320,1;3;19;22;33;38;,1,0
47345580294144,1;5;19;21;33;35;,0.5,0.5
47340211593216,3;4;20;21;35;37;,1,0
47343432818688,1;3;19;21;33;37;,1,0
47344506560512,1;4;19;20;33;35;,1,0
47279008120832,1;3;4;5;19;20;21;22;33;35;37;38;41;43;44;46;57;60;61;62;,1,0
47412152238080,5;6;19;21;43;46;,1,0
47413225979904,3;6;19;20;44;46;,1,0
47414299721728,3;5;20;21;43;44;,1,0
47407857283072,5;6;20;21;44;46;,0.5,0.5
47413225992192,4;6;16;20;40;46;,0.5,0.5
47414299734016,4;5;16;21;40;44;,1,0
47407857291264,4;6;19;20;43;46;,1,0
47412152258560,3;6;16;19;40;46;,1,0
47414299742208,3;4;16;20;40;43;,1,0
47407857295360,4;5;19;21;43;44;,1,0
47412152262656,3;5;16;21;40;43;,1,0
47413226004480,3;4;16;19;40;44;,1,0
47412152270848,3;6;19;21;37;38;,1,0
47413226012672,4;6;19;20;35;38;,1,0
47414299754496,3;4;20;21;35;37;,1,0
47407857315840,4;6;20;21;37;38;,1,0
47412152283136,5;6;16;21;32;38;,1,0
47414299766784,4;5;16;20;32;37;,1,0
47407857319936,5;6;19;21;35;38;,0.5,0.5
47413226029056,3;6;16;19;32;38;,0.5,0.5
47414299770880,3;5;16;21;32;35;,1,0
47407857328128,4;5;19;20;35;37;,1,0
47412152295424,3;5;16;19;32;37;,1,0
47413226037248,3;4;16;20;32;35;,1,0
47347727597568,3;4;5;6;16;19;20;21;32;35;37;38;40;43;44;46;56;60;61;62;,1,0
47546369966080,5;6;20;21;44;46;,1,0
47549591191552,1;5;21;22;41;46;,1,0
47550664933376,1;6;20;22;41;44;,1,0
47545296228352,4;5;21;22;44;46;,1,0
47549591195648,5;6;16;21;40;46;,1,0
47550664937472,4;6;16;22;40;44;,1,0
47545296244736,1;4;20;22;41;46;,1,0
47546369986560,4;6;16;20;40;46;,1,0
47549591212032,1;6;16;22;40;41;,1,0
47545296248832,1;5;20;21;41;44;,1,0
47546369990656,4;5;16;21;40;44;,1,0
47550664957952,1;4;16;20;40;41;,1,0
47546369998848,4;6;20;21;37;38;,1,0
47549591224320,1;6;21;22;33;37;,1,0
47550664966144,1;4;20;22;33;38;,1,0
47545296261120,4;5;20;22;37;38;,1,0
47549591228416,5;6;16;22;32;37;,1,0
47550664970240,4;6;16;20;32;38;,1,0
47545296273408,1;5;21;22;33;38;,0.5,0.5
47546370015232,5;6;16;21;32;38;,0.5,0.5
47550664982528,1;6;16;22;32;33;,0.5,0.5
47545296281600,1;4;20;21;33;37;,1,0
47546370023424,4;5;16;20;32;37;,1,0
47549591248896,1;5;16;21;32;33;,1,0
47485166551040,1;4;5;6;16;20;21;22;32;33;37;38;40;41;44;46;56;57;60;61;,1,0
47615089442816,3;5;21;22;43;46;,1,0
47619384410112,1;3;19;22;41;46;,1,0
47620458151936,1;5;19;21;41;43;,1,0
47614015705088,5;6;19;21;43;46;,1,0
47619384414208,3;6;16;19;40;46;,1,0
47620458156032,3;5;16;21;40;43;,1,0
47614015713280,1;5;21;22;41;46;,1,0
47615089455104,5;6;16;21;40;46;,0.5,0.5
47619384422400,1;6;16;22;40;41;,1,0
47614015721472,1;6;19;22;41;43;,1,0
47615089463296,3;6;16;22;40;43;,1,0
47620458172416,1;3;16;19;40;41;,1,0
47615089475584,3;6;21;22;35;37;,1,0
47619384442880,1;6;19;22;33;35;,1,0
47620458184704,1;3;19;21;33;37;,1,0
47614015737856,5;6;19;22;35;37;,1,0
47619384446976,3;6;16;22;32;35;,1,0
47620458188800,3;5;16;19;32;37;,1,0
47614015746048,1;6;21;22;33;37;,1,0
47615089487872,5;6;16;22;32;37;,1,0
47620458196992,1;5;16;21;32;33;,1,0
47614015758336,1;5;19;21;33;35;,1,0
47615089500160,3;5;16;21;32;35;,1,0
47619384467456,1;3;16;19;32;33;,1,0
47553886027776,1;3;5;6;16;19;21;22;32;33;35;37;40;41;43;46;56;57;61;62;,1,0
47683808919552,3;6;20;22;43;44;,1,0
47687030145024,1;6;19;22;41;43;,1,0
47689177628672,1;3;19;20;41;44;,1,0
47682735181824,4;6;19;22;43;44;,1,0
47687030149120,3;6;16;22;40;43;,1,0
47689177632768,3;4;16;19;40;44;,1,0
47682735190016,1;6;20;22;41;44;,0.5,0.5
47683808931840,4;6;16;22;40;44;,1,0
47689177640960,1;4;16;20;40;41;,1,0
47682735202304,1;4;19;20;41;43;,1,0
47683808944128,3;4;16;20;40;43;,1,0
47687030169600,1;3;16;19;40;41;,1,0
47683808952320,3;4;20;22;35;38;,1,0
47687030177792,1;3;19;22;33;38;,1,0
47689177661440,1;4;19;20;33;35;,1,0
47682735214592,4;6;19;20;35;38;,1,0
47687030181888,3;6;16;19;32;38;,1,0
47689177665536,3;4;16;20;32;35;,1,0
47682735222784,1;4;20;22;33;38;,1,0
47683808964608,4;6;16;20;32;38;,1,0
47687030190080,1;6;16;22;32;33;,1,0
47682735226880,1;6;19;22;33;35;,0.5,0.5
47683808968704,3;6;16;22;32;35;,0.5,0.5
47689177677824,1;3;16;19;32;33;,1,0
47622605504512,1;3;4;6;16;19;20;22;32;33;35;38;40;41;43;44;56;57;60;62;,1,0
47828763934720,1;4;5;6;19;20;21;22;33;35;37;38;41;43;44;46;49;51;52;53;,1,0
47897483411456,3;4;5;6;16;20;21;22;32;35;37;38;40;43;44;46;48;51;52;53;,1,0
48103641841664,1;3;5;6;16;19;21;22;32;33;37;38;40;41;43;46;48;49;51;53;,1,0
48172361318400,1;3;4;6;16;19;20;22;32;33;35;38;40;41;44;46;48;49;51;52;,1,0
48241080795136,1;3;4;5;16;19;20;21;32;33;35;37;40;41;43;44;48;49;52;53;,1,0
45317248687424,7;,1,0
