GameState,PossibleArrows,WinProb,TieProb
118194279082688,20;32;,0,1
118194279082752,16;35;,1,0
118128780828672,16;20;21;32;35;37;40;43;44;59;60;61;,0.333333,0.666667
118192131606848,12;46;,0,1
118192131606912,13;44;,1,0
118192131607296,13;38;,1,0
118192131607424,12;37;,0,1
118193205348544,13;46;,1,0
118193205348672,14;43;,1,0
118193205349056,14;37;,1,0
118193205349248,13;35;,1,0
118194279090368,14;44;,1,0
118194279090560,12;43;,0,1
118194279090880,12;38;,0,1
118194279090944,14;35;,1,0
118128780836864,12;13;14;35;37;38;43;44;46;59;60;61;,1,0
118188910397760,11;46;,0,1
118188910397824,13;43;,1,0
118188910398144,13;38;,1,0
118188910398336,11;37;,0,1
118192131622912,13;46;,0,1
118192131623232,14;40;,0,1
118192131623424,14;37;,0,1
118192131623808,13;32;,0,1
118194279106560,14;43;,0,1
118194279106944,11;40;,0,1
118194279107072,11;38;,0,1
118194279107264,14;32;,0,1
118128780853248,11;13;14;32;37;38;40;43;46;56;59;61;,0.333333,0.666667
118188910401728,12;46;,1,0
118188910401920,11;44;,0,1
118188910402304,11;38;,0,1
118188910402432,12;35;,1,0
118192131627008,14;44;,1,0
118192131627392,12;40;,0,1
118192131627520,12;38;,0,1
118192131627776,14;32;,1,0
118193205368832,11;46;,0,1
118193205369024,14;40;,0,1
118193205369344,14;35;,0,1
118193205369728,11;32;,0,1
118128780857344,11;12;14;32;35;38;40;44;46;56;59;60;,0.833333,0.166667
118188910405824,13;44;,1,0
118188910405952,12;43;,0,1
118188910406336,12;37;,0,1
118188910406400,13;35;,1,0
118193205372928,13;43;,0,1
118193205373248,11;40;,0,1
118193205373440,11;37;,0,1
118193205373632,13;32;,0,1
118194279114752,11;44;,0,1
118194279114944,12;40;,0,1
118194279115264,12;35;,0,1
118194279115520,11;32;,0,1
118128780861440,11;12;13;32;35;37;40;43;44;56;60;61;,0.333333,0.666667
118192131672832,14;21;,1,0
118192131672960,13;20;,0,1
118193205414592,13;22;,0,1
118193205414784,11;21;,0,1
118194279156416,14;20;,0,1
118194279156480,11;22;,0,1
118128780902400,11;13;14;20;21;22;43;44;46;59;60;61;,0.333333,0.666667
118188910459648,13;22;,1,0
118188910459776,12;21;,1,0
118193205426688,14;21;,0,1
118193205427072,13;16;,1,0
118194279168512,12;22;,0,1
118194279168768,14;16;,1,0
118128780914688,12;13;14;16;21;22;40;44;46;56;60;61;,1,0
118188910467776,12;22;,1,0
118188910467968,11;20;,0,1
118192131693056,14;20;,0,1
118192131693440,12;16;,0,1
118193205434880,11;22;,0,1
118193205435072,14;16;,1,0
118128780922880,11;12;14;16;20;22;40;43;46;56;59;60;,0.5,0.5
118188910471872,13;20;,1,0
118188910471936,11;21;,1,0
118192131697152,12;21;,0,1
118192131697408,13;16;,1,0
118194279180800,11;20;,0,1
118194279180992,12;16;,0,1
118128780926976,11;12;13;16;20;21;40;43;44;56;59;61;,0.666667,0.333333
118128780935168,11;12;14;20;21;22;35;37;38;59;60;61;,0,1
118128780947456,12;13;14;16;20;22;32;37;38;56;60;61;,0.833333,0.166667
118128780951552,11;13;14;16;21;22;32;35;38;56;59;61;,1,0
118128780959744,11;12;13;16;20;21;32;35;37;56;59;60;,0.5,0.5
118128781000704,11;12;13;20;21;22;35;37;38;43;44;46;,0,1
118128781012992,12;13;14;16;20;21;32;37;38;40;44;46;,0.333333,0.666667
118128781017088,11;13;14;16;21;22;32;35;37;40;43;46;,0.833333,0.166667
118128781021184,11;12;14;16;20;22;32;35;38;40;43;44;,0.833333,0.166667
118197500293120,20;21;22;37;38;39;44;46;47;52;53;55;,1,0
118197500297216,21;22;23;35;37;38;43;46;47;51;53;55;,1,0
118197500301312,20;22;23;35;38;39;43;44;46;51;52;55;,1,0
118197500305408,20;21;23;35;37;39;43;44;47;51;52;53;,1,0
118197500329984,11;13;14;37;38;39;43;46;47;51;53;55;,1,0
118197500334080,11;12;14;35;38;39;44;46;47;51;52;55;,1,0
118197500338176,11;12;13;35;37;39;43;44;47;52;53;55;,1,0
118197500342272,12;13;14;35;37;38;43;44;46;51;52;53;,1,0
118197500391424,12;13;14;21;22;23;44;46;47;52;53;55;,1,0
118197500399616,11;12;14;20;22;23;43;46;47;51;52;55;,1,0
118197500403712,11;12;13;20;21;23;43;44;47;51;53;55;,1,0
118197500407808,11;13;14;20;21;22;43;44;46;51;52;53;,1,0
118197500424192,12;13;14;20;22;23;37;38;39;52;53;55;,1,0
118197500428288,11;13;14;21;22;23;35;38;39;51;53;55;,1,0
118197500436480,11;12;13;20;21;23;35;37;39;51;52;55;,1,0
118197500440576,11;12;14;20;21;22;35;37;38;51;52;53;,1,0
118197500456960,12;13;14;20;21;23;37;38;39;44;46;47;,1,0
118197500461056,11;13;14;21;22;23;35;37;39;43;46;47;,1,0
118197500465152,11;12;14;20;22;23;35;38;39;43;44;47;,1,0
118197500473344,11;12;13;20;21;22;35;37;38;43;44;46;,1,0
118403658727424,16;21;22;37;38;39;40;46;47;48;53;55;,0.833333,0.166667
118403658731520,16;20;22;32;38;39;44;46;47;48;52;55;,0.833333,0.166667
118403658735616,16;20;21;32;37;39;40;44;47;52;53;55;,0.833333,0.166667
118403658739712,20;21;22;32;37;38;40;44;46;48;52;53;,0.833333,0.166667
118403658743808,12;13;14;37;38;39;44;46;47;52;53;55;,1,0
118403658760192,13;14;15;32;37;38;40;46;47;48;53;55;,0.833333,0.166667
118403658764288,12;14;15;32;38;39;40;44;46;48;52;55;,1,0
118403658768384,12;13;15;32;37;39;40;44;47;48;52;53;,1,0
118403658809344,13;14;15;20;21;22;44;46;47;52;53;55;,1,0
118403658829824,12;14;15;16;20;22;40;46;47;48;52;55;,0.833333,0.166667
118403658833920,12;13;15;16;20;21;40;44;47;48;53;55;,1,0
118403658838016,12;13;14;16;21;22;40;44;46;48;52;53;,1,0
118403658842112,12;14;15;20;21;22;37;38;39;52;53;55;,1,0
118403658858496,13;14;15;16;21;22;32;38;39;48;53;55;,1,0
118403658866688,12;13;15;16;20;21;32;37;39;48;52;55;,0.833333,0.166667
118403658870784,12;13;14;16;20;22;32;37;38;48;52;53;,1,0
118403658874880,12;13;15;20;21;22;37;38;39;44;46;47;,0.5,0.5
118403658891264,13;14;15;16;21;22;32;37;39;40;46;47;,1,0
118403658895360,12;14;15;16;20;22;32;38;39;40;44;47;,1,0
118403658903552,12;13;14;16;20;21;32;37;38;40;44;46;,0.833333,0.166667
118472378200064,21;22;23;32;37;38;40;46;47;48;53;55;,0.833333,0.166667
118472378208256,16;22;23;32;35;38;43;46;47;48;51;55;,0.833333,0.166667
118472378212352,16;21;23;32;35;37;40;43;47;51;53;55;,0.833333,0.166667
118472378216448,16;21;22;35;37;38;40;43;46;48;51;53;,0.666667,0.333333
118472378220544,13;14;15;35;37;38;43;46;47;51;53;55;,1,0
118472378241024,11;14;15;32;35;38;40;46;47;48;51;55;,0.833333,0.166667
118472378245120,11;13;15;32;35;37;40;43;47;48;53;55;,0.833333,0.166667
118472378249216,11;13;14;32;37;38;40;43;46;48;51;53;,0.833333,0.166667
118472378286080,11;13;14;21;22;23;43;46;47;51;53;55;,1,0
118472378298368,13;14;15;16;21;22;40;46;47;48;53;55;,1,0
118472378306560,11;14;15;16;22;23;40;43;46;48;51;55;,1,0
118472378310656,11;13;15;16;21;23;40;43;47;48;51;53;,1,0
118472378318848,11;14;15;21;22;23;35;37;38;51;53;55;,1,0
118472378331136,13;14;15;16;22;23;32;37;38;48;53;55;,1,0
118472378343424,11;13;15;16;21;23;32;35;37;48;51;55;,1,0
118472378347520,11;13;14;16;21;22;32;35;38;48;51;53;,1,0
118472378351616,11;13;15;21;22;23;35;37;38;43;46;47;,0.666667,0.333333
118472378363904,13;14;15;16;21;23;32;37;38;40;46;47;,1,0
118472378372096,11;14;15;16;22;23;32;35;38;40;43;47;,1,0
118472378380288,11;13;14;16;21;22;32;35;37;40;43;46;,1,0
118541097676800,20;22;23;32;38;39;40;44;46;48;52;55;,0.833333,0.166667
118541097680896,16;22;23;35;38;39;40;43;46;48;51;55;,0.833333,0.166667
118541097689088,16;20;23;32;35;39;40;43;44;51;52;55;,1,0
118541097693184,16;20;22;32;35;38;43;44;46;48;51;52;,0.666667,0.333333
118541097697280,12;14;15;35;38;39;43;44;46;51;52;55;,1,0
118541097713664,11;14;15;32;38;39;40;43;46;48;51;55;,0.833333,0.166667
118541097721856,11;12;15;32;35;39;40;43;44;48;52;55;,1,0
118541097725952,11;12;14;32;35;38;40;44;46;48;51;52;,1,0
118541097762816,11;14;15;20;22;23;43;44;46;51;52;55;,1,0
118541097775104,12;14;15;16;22;23;40;44;46;48;52;55;,1,0
118541097787392,11;12;15;16;20;23;40;43;44;48;51;55;,0.833333,0.166667
118541097791488,11;12;14;16;20;22;40;43;46;48;51;52;,0.833333,0.166667
118541097795584,11;12;14;20;22;23;35;38;39;51;52;55;,0.5,0.5
118541097807872,12;14;15;16;20;22;32;38;39;48;52;55;,1,0
118541097811968,11;14;15;16;22;23;32;35;38;48;51;55;,1,0
118541097820160,11;12;15;16;20;23;32;35;39;48;51;52;,1,0
118541097828352,11;12;15;20;22;23;35;38;39;43;44;46;,0.5,0.5
118541097840640,12;14;15;16;20;23;32;38;39;40;44;46;,1,0
118541097844736,11;14;15;16;22;23;32;35;39;40;43;46;,1,0
118541097857024,11;12;14;16;20;22;32;35;38;40;43;44;,1,0
118609817153536,20;21;23;32;37;39;40;44;47;48;52;53;,0.833333,0.166667
118609817157632,16;21;23;35;37;39;40;43;47;48;51;53;,0.833333,0.166667
118609817161728,16;20;23;32;35;39;43;44;47;48;51;52;,1,0
118609817169920,16;20;21;32;35;37;40;43;44;51;52;53;,1,0
118609817174016,12;13;15;35;37;39;43;44;47;51;52;53;,1,0
118609817190400,11;13;15;32;37;39;40;43;47;48;51;53;,1,0
118609817194496,11;12;15;32;35;39;40;44;47;48;51;52;,1,0
118609817202688,11;12;13;32;35;37;40;43;44;48;52;53;,0.833333,0.166667
118609817239552,11;13;15;20;21;23;43;44;47;51;52;53;,1,0
118609817251840,12;13;15;16;21;23;40;44;47;48;52;53;,1,0
118609817260032,11;12;15;16;20;23;40;43;47;48;51;52;,1,0
118609817268224,11;12;13;16;20;21;40;43;44;48;51;53;,1,0
118609817272320,11;12;15;20;21;23;35;37;39;51;52;53;,0.833333,0.166667
118609817284608,12;13;15;16;20;23;32;37;39;48;52;53;,1,0
118609817288704,11;13;15;16;21;23;32;35;39;48;51;53;,1,0
118609817300992,11;12;13;16;20;21;32;35;37;48;51;52;,0.833333,0.166667
118609817305088,11;12;13;20;21;23;35;37;39;43;44;47;,0.333333,0.666667
118609817317376,12;13;15;16;20;21;32;37;39;40;44;47;,0.833333,0.166667
118609817321472,11;13;15;16;21;23;32;35;37;40;43;47;,1,0
118609817325568,11;12;15;16;20;23;32;35;39;40;43;44;,1,0
114349209550848,11;12;13;14;15;16;20;21;22;23;32;35;37;38;39;40;43;44;46;47;48;51;52;53;55;56;59;60;61;62;,1,0
116593179542973,,0,0
116593280206263,,0,1
116592256796032,55;61;,0,1
116593145988606,,1,0
116593296983541,,1,0
116592256796096,53;62;,1,0
116592256798016,23;62;,1,0
116592256798144,22;61;,1,0
116592256798528,22;55;,1,0
116592256798592,23;53;,1,0
116598548252025,,0,0
116598581806455,,0,0
116597625505088,55;57;,0,1
116598447588861,,0,0
116598648915441,,0,0
116597625505216,49;61;,0,1
116597625506880,23;61;,0,1
116597625507264,21;57;,0,1
116597625507392,21;55;,0,1
116597625507648,23;49;,0,1
116599521330558,,1,0
116599739434353,,0,0
116598699246912,49;62;,1,0
116599588439481,,0,0
116599655548341,,1,0
116598699246976,53;57;,1,0
116598699248704,21;62;,0,1
116598699248960,22;57;,1,0
116598699249216,22;53;,0,1
116598699249536,21;49;,1,0
116601886917999,,0,1
116600846730560,47;62;,1,0
116601870140910,,0,1
116600846730688,46;61;,0,1
116600846732160,23;61;,1,0
116600846732224,21;62;,1,0
116600846733120,23;46;,1,0
116600846733184,21;47;,1,0
116606097999279,,0,1
116605141697920,47;57;,0,1
116606181885417,,0,0
116605141697984,41;62;,1,0
116605141699136,23;62;,1,0
116605141699520,22;57;,0,1
116605141700160,22;47;,0,1
116605141700480,23;41;,1,0
116608245482862,,0,0
116607289181504,46;57;,0,1
116608312591785,,0,0
116607289181568,41;61;,0,1
116607289182784,22;61;,0,1
116607289183104,21;57;,0,1
116607289183808,21;46;,0,1
116607289184064,22;41;,0,1
116609436665152,46;55;,0,1
116609436665216,47;53;,1,0
116609436666752,21;55;,1,0
116609436666816,22;53;,1,0
116609436667200,22;47;,1,0
116609436667328,21;46;,1,0
116613731632512,41;55;,0,1
116613731632576,46;49;,0,1
116613731633728,22;55;,0,1
116613731634048,23;49;,0,1
116613731634240,23;46;,0,1
116613731634624,22;41;,0,1
116614805374272,47;49;,0,1
116614805374400,41;53;,1,0
116614805375552,23;53;,1,0
116614805375936,21;49;,0,1
116614805376064,21;47;,0,1
116614805376320,23;41;,1,0
116548233379840,21;22;23;41;46;47;49;53;55;57;61;62;,0.833333,0.166667
116596400772537,,0,0
116596434326967,,0,1
116595478025600,55;57;,0,1
116596300109310,,1,0
116596518213105,,0,0
116595478025664,49;62;,1,0
116595478027328,23;62;,1,0
116595478027712,22;57;,0,1
116595478027840,22;55;,0,1
116595478028160,23;49;,1,0
116598548255868,,0,0
116598632141943,,0,1
116597625508928,55;60;,0,1
116598497924601,,0,0
116598581810676,,0,0
116597625509312,52;57;,0,1
116597625511168,23;57;,0,1
116597625511360,17;60;,0,1
116597625511488,23;52;,0,1
116597625511680,17;55;,0,1
116599571666046,,1,0
116599739438196,,1,0
116598699250752,52;62;,1,0
116599521334716,,0,0
116599705884081,,0,0
116598699251072,49;60;,0,1
116598699252800,22;60;,0,1
116598699252992,17;62;,1,0
116598699253504,22;49;,0,1
116598699253632,17;52;,1,0
116601853367727,,0,1
116600846734720,47;60;,0,1
116601886922220,,1,0
116600846734784,44;62;,1,0
116600846736128,23;62;,1,0
116600846736320,22;60;,1,0
116600846737152,22;47;,1,0
116600846737280,23;44;,1,0
116605108147311,,1,0
116604067959872,47;62;,1,0
116605024261614,,0,1
116604067960256,46;57;,0,1
116604067961728,23;57;,0,1
116604067961792,17;62;,1,0
116604067962432,23;46;,0,1
116604067962752,17;47;,1,0
116608295818350,,0,1
116607289185344,46;60;,0,1
116608245487020,,0,1
116607289185664,44;57;,0,1
116607289187072,22;57;,0,1
116607289187200,17;60;,0,1
116607289187904,22;44;,0,1
116607289188096,17;46;,0,1
116609436669312,44;55;,0,1
116609436669376,46;52;,0,1
116609436670720,22;55;,1,0
116609436670848,23;52;,1,0
116609436671232,23;46;,1,0
116609436671424,22;44;,1,0
116612657894464,46;55;,0,1
116612657894784,47;49;,0,1
116612657896320,17;55;,0,1
116612657896384,22;49;,0,1
116612657896512,22;47;,0,1
116612657896896,17;46;,0,1
116614805378112,47;52;,1,0
116614805378496,44;49;,1,0
116614805379840,23;49;,1,0
116614805380032,17;52;,1,0
116614805380160,23;44;,1,0
116614805380352,17;47;,1,0
116548233383936,17;22;23;44;46;47;49;52;55;57;60;62;,1,0
116593179551100,,0,0
116593263437175,,0,1
116592256804160,55;60;,0,1
116593129219581,,0,1
116593280214516,,0,1
116592256804288,52;61;,0,1
116592256806144,23;61;,1,0
116592256806336,21;60;,0,1
116592256806656,21;55;,0,1
116592256806720,23;52;,1,0
116596400776317,,0,1
116596501439607,,1,0
116595478029376,55;61;,1,0
116596367222265,,0,0
116596434331125,,1,0
116595478029760,53;57;,1,0
116595478031680,23;57;,1,0
116595478031808,17;61;,1,0
116595478031936,23;53;,0,1
116595478032192,17;55;,0,1
116599588447356,,0,1
116599705887861,,1,0
116598699254848,53;60;,1,0
116599571670393,,0,0
116599655556468,,0,1
116598699255104,52;57;,0,1
116598699257088,21;57;,0,1
116598699257152,17;60;,1,0
116598699257408,21;52;,0,1
116598699257600,17;53;,0,1
116605024265583,,0,1
116604067964224,47;57;,0,1
116605091374569,,0,0
116604067964352,41;61;,0,1
116604067965504,23;61;,1,0
116604067965888,21;57;,0,1
116604067966528,21;47;,0,1
116604067966784,23;41;,1,0
116606148338799,,1,0
116605141705792,47;60;,1,0
116606098007532,,1,0
116605141706176,44;57;,1,0
116605141707520,23;57;,1,0
116605141707712,17;60;,1,0
116605141708352,23;44;,0,1
116605141708544,17;47;,0,1
116608312599660,,1,0
116607289189440,44;61;,1,0
116608295822697,,0,0
116607289189696,41;60;,0,1
116607289190976,21;60;,0,1
116607289191168,17;61;,1,0
116607289192192,21;41;,0,1
116607289192256,17;44;,0,1
116609436673344,47;52;,0,1
116609436673472,44;53;,1,0
116609436674816,23;53;,1,0
116609436675008,21;52;,1,0
116609436675328,21;47;,1,0
116609436675392,23;44;,1,0
116612657898560,47;53;,1,0
116612657898816,41;55;,0,1
116612657900096,21;55;,0,1
116612657900480,17;53;,1,0
116612657900864,17;47;,1,0
116612657900992,21;41;,0,1
116613731640384,44;55;,1,0
116613731640768,41;52;,0,1
116613731641920,23;52;,1,0
116613731642112,17;55;,1,0
116613731642624,23;41;,1,0
116613731642816,17;44;,1,0
116548233388032,17;21;23;41;44;47;52;53;55;57;60;61;,0.833333,0.166667
116593129223550,,1,0
116593296995700,,0,1
116592256808256,52;62;,1,0
116593146000828,,0,0
116593263441333,,1,0
116592256808320,53;60;,1,0
116592256810240,21;62;,1,0
116592256810304,22;60;,1,0
116592256810752,22;53;,1,0
116592256810880,21;52;,1,0
116596367225982,,1,0
116596518220917,,1,0
116595478033472,53;62;,1,0
116596300117437,,0,1
116596501444017,,0,0
116595478033792,49;61;,0,1
116595478035520,22;61;,0,1
116595478035776,17;62;,1,0
116595478036288,22;49;,0,1
116595478036352,17;53;,1,0
116598497932413,,0,1
116598648927348,,0,1
116597625517120,52;61;,0,1
116598447601020,,0,0
116598632150385,,0,0
116597625517376,49;60;,0,1
116597625519168,21;60;,0,1
116597625519360,17;61;,0,1
116597625519872,21;49;,0,1
116597625519936,17;52;,0,1
116601853375854,,0,1
116600846742848,46;60;,0,1
116601870153132,,1,0
116600846742912,44;61;,1,0
116600846744320,22;61;,1,0
116600846744448,21;60;,0,1
116600846745344,21;46;,0,1
116600846745408,22;44;,1,0
116605091378286,,1,0
116604067968064,46;61;,1,0
116605108155753,,0,0
116604067968320,41;62;,1,0
116604067969600,21;62;,0,1
116604067969920,17;61;,1,0
116604067970880,17;46;,0,1
116604067970944,21;41;,1,0
116606181897324,,1,0
116605141709888,44;62;,1,0
116606148343209,,0,0
116605141710208,41;60;,0,1
116605141711424,22;60;,0,1
116605141711616,17;62;,1,0
116605141712640,22;41;,0,1
116605141712768,17;44;,1,0
116612657902912,46;49;,0,1
116612657902976,41;53;,1,0
116612657904192,22;53;,1,0
116612657904512,21;49;,0,1
116612657904704,21;46;,0,1
116612657904960,22;41;,1,0
116613731644480,46;52;,1,0
116613731644800,44;49;,1,0
116613731646208,22;49;,1,0
116613731646336,17;52;,1,0
116613731646528,22;44;,0,1
116613731646720,17;46;,0,1
116614805386304,44;53;,1,0
116614805386560,41;52;,0,1
116614805387840,21;52;,0,1
116614805388032,17;53;,1,0
116614805388544,21;41;,0,1
116614805388608,17;44;,1,0
116548233392128,17;21;22;41;44;46;49;52;53;60;61;62;,1,0
116595478043968,15;62;,1,0
116595478044096,14;61;,1,0
116595478044480,14;55;,1,0
116595478044544,15;53;,1,0
116597625527552,15;61;,1,0
116597625527744,13;60;,1,0
116597625528064,13;55;,1,0
116597625528128,15;52;,1,0
116598699269376,13;62;,1,0
116598699269440,14;60;,1,0
116598699269888,14;53;,1,0
116598699270016,13;52;,1,0
116604067978112,15;61;,1,0
116604067978176,13;62;,1,0
116604067979072,15;46;,1,0
116604067979136,13;47;,1,0
116605141719808,15;62;,1,0
116605141720000,14;60;,1,0
116605141720832,14;47;,1,0
116605141720960,15;44;,1,0
116607289203456,14;61;,1,0
116607289203584,13;60;,1,0
116607289204480,13;46;,1,0
116607289204544,14;44;,1,0
116612657912704,13;55;,1,0
116612657912768,14;53;,1,0
116612657913152,14;47;,1,0
116612657913280,13;46;,1,0
116613731654400,14;55;,1,0
116613731654528,15;52;,1,0
116613731654912,15;46;,1,0
116613731655104,14;44;,1,0
116614805396224,15;53;,1,0
116614805396416,13;52;,1,0
116614805396736,13;47;,1,0
116614805396800,15;44;,1,0
116548233400320,13;14;15;44;46;47;52;53;55;60;61;62;,1,0
116592256834816,15;62;,1,0
116592256835008,14;60;,1,0
116592256835328,14;55;,1,0
116592256835456,15;52;,1,0
116597625543744,15;60;,0,1
116597625544128,12;57;,0,1
116597625544256,12;55;,0,1
116597625544448,15;49;,0,1
116598699285568,12;62;,0,1
116598699285760,14;57;,0,1
116598699286080,14;52;,0,1
116598699286400,12;49;,1,0
116600846769024,15;60;,1,0
116600846769088,12;62;,1,0
116600846769920,15;46;,1,0
116600846770048,12;47;,1,0
116604067994176,15;62;,1,0
116604067994560,14;57;,0,1
116604067995200,14;47;,0,1
116604067995520,15;41;,1,0
116607289219648,14;60;,0,1
116607289219968,12;57;,0,1
116607289220672,12;46;,0,1
116607289220864,14;41;,0,1
116609436703616,12;55;,1,0
116609436703680,14;52;,1,0
116609436704000,14;47;,1,0
116609436704192,12;46;,1,0
116612657928768,14;55;,1,0
116612657929088,15;49;,1,0
116612657929280,15;46;,1,0
116612657929664,14;41;,1,0
116614805412416,15;52;,1,0
116614805412800,12;49;,0,1
116614805412928,12;47;,0,1
116614805413120,15;41;,1,0
116548233416704,12;14;15;41;46;47;49;52;55;57;60;62;,1,0
116592256838976,15;60;,1,0
116592256839104,12;61;,1,0
116592256839424,15;53;,1,0
116592256839488,12;55;,1,0
116595478064192,15;61;,1,0
116595478064576,13;57;,0,1
116595478064704,13;55;,0,1
116595478064960,15;49;,1,0
116598699289664,13;60;,0,1
116598699289920,12;57;,1,0
116598699290176,12;53;,0,1
116598699290368,13;49;,0,1
116600846772992,15;61;,1,0
116600846773184,13;60;,1,0
116600846774016,13;47;,1,0
116600846774080,15;44;,1,0
116605141740096,15;60;,1,0
116605141740480,12;57;,0,1
116605141741120,12;47;,0,1
116605141741312,15;41;,1,0
116607289223744,12;61;,0,1
116607289223936,13;57;,0,1
116607289224768,13;44;,0,1
116607289225024,12;41;,0,1
116609436707584,13;55;,1,0
116609436707776,12;53;,1,0
116609436708160,12;47;,1,0
116609436708288,13;44;,1,0
116612657932864,15;53;,1,0
116612657933248,13;49;,0,1
116612657933376,13;47;,0,1
116612657933632,15;41;,1,0
116613731674688,12;55;,0,1
116613731674880,15;49;,1,0
116613731675200,15;44;,1,0
116613731675584,12;41;,0,1
116548233420800,12;13;15;41;44;47;49;53;55;57;60;61;,1,0
116592256843008,14;61;,1,0
116592256843072,12;62;,1,0
116592256843584,14;52;,1,0
116592256843648,12;53;,1,0
116595478068288,13;62;,0,1
116595478068544,14;57;,1,0
116595478068800,14;53;,0,1
116595478069120,13;49;,1,0
116597625551936,12;61;,0,1
116597625552128,13;57;,0,1
116597625552448,13;52;,0,1
116597625552704,12;49;,0,1
116600846777088,13;62;,1,0
116600846777216,12;61;,1,0
116600846778176,12;46;,1,0
116600846778240,13;44;,1,0
116604068002368,14;61;,1,0
116604068002688,13;57;,0,1
116604068003392,13;46;,0,1
116604068003648,14;41;,1,0
116605141744192,12;62;,0,1
116605141744384,14;57;,1,0
116605141745216,14;44;,0,1
116605141745536,12;41;,1,0
116609436711680,14;53;,1,0
116609436711808,13;52;,1,0
116609436712192,13;46;,1,0
116609436712256,14;44;,1,0
116613731678784,14;52;,1,0
116613731679104,12;49;,0,1
116613731679296,12;46;,0,1
116613731679488,14;41;,1,0
116614805420608,12;53;,0,1
116614805420800,13;49;,1,0
116614805421120,13;44;,0,1
116614805421376,12;41;,1,0
116548233424896,12;13;14;41;44;46;49;52;53;57;61;62;,0.833333,0.166667
116604068077376,14;23;,1,0
116604068077440,15;21;,1,0
116605141819136,15;22;,1,0
116605141819264,12;23;,1,0
116607289302784,14;21;,0,1
116607289302848,12;22;,0,1
116612658011456,15;22;,1,0
116612658011584,14;21;,1,0
116613731753216,14;23;,1,0
116613731753408,12;22;,0,1
116614805495040,15;21;,1,0
116614805495104,12;23;,1,0
116548233498624,12;14;15;21;22;23;52;53;55;60;61;62;,1,0
116600846864192,15;22;,1,0
116600846864256,13;23;,1,0
116605141831232,14;23;,0,1
116605141831552,15;17;,1,0
116607289314880,13;22;,0,1
116607289315136,14;17;,1,0
116609436798272,14;23;,1,0
116609436798400,13;22;,1,0
116613731765312,15;22;,1,0
116613731765696,14;17;,1,0
116614805507136,13;23;,1,0
116614805507392,15;17;,1,0
116548233510912,13;14;15;17;22;23;49;53;55;57;61;62;,1,0
116600846872320,15;21;,1,0
116600846872384,12;23;,1,0
116604068097600,13;23;,0,1
116604068097856,15;17;,1,0
116607289323072,12;21;,0,1
116607289323264,13;17;,1,0
116609436806400,13;23;,1,0
116609436806592,12;21;,1,0
116612658031680,15;21;,1,0
116612658032064,13;17;,1,0
116613731773504,12;23;,0,1
116613731773696,15;17;,1,0
116548233519104,12;13;15;17;21;23;49;52;55;57;60;61;,1,0
116600846876416,13;22;,1,0
116600846876544,12;21;,1,0
116604068101696,14;21;,0,1
116604068102016,13;17;,1,0
116605141843520,12;22;,0,1
116605141843712,14;17;,1,0
116609436810496,14;21;,1,0
116609436810560,12;22;,1,0
116612658035776,13;22;,0,1
116612658036032,14;17;,1,0
116614805519424,12;21;,0,1
116614805519616,13;17;,1,0
116548233523200,12;13;14;17;21;22;49;52;53;57;60;62;,1,0
116595478175552,15;22;,1,0
116595478175616,13;23;,1,0
116597625659136,15;21;,0,1
116597625659200,12;23;,0,1
116598699400960,13;22;,0,1
116598699401088,12;21;,0,1
116548233531392,12;13;15;21;22;23;44;46;47;60;61;62;,1,0
116592256962368,14;23;,1,0
116592256962432,15;21;,1,0
116597625671232,13;23;,0,1
116597625671488,15;17;,1,0
116598699413056,14;21;,0,1
116598699413376,13;17;,1,0
116548233543680,13;14;15;17;21;23;41;46;47;57;61;62;,1,0
116592256966400,15;22;,1,0
116592256966528,12;23;,1,0
116595478191680,14;23;,0,1
116595478192000,15;17;,1,0
116598699417152,12;22;,0,1
116598699417344,14;17;,1,0
116548233547776,12;14;15;17;22;23;41;44;47;57;60;62;,1,0
116592256974592,14;21;,1,0
116592256974656,12;22;,1,0
116595478199872,13;22;,0,1
116595478200128,14;17;,1,0
116597625683520,12;21;,0,1
116597625683712,13;17;,1,0
116548233555968,12;13;14;17;21;22;41;44;46;57;60;61;,1,0
116548233564160,12;13;14;21;22;23;44;46;47;52;53;55;,0.666667,0.333333
116548233576448,13;14;15;17;21;22;41;46;47;49;53;55;,1,0
116548233580544,12;14;15;17;22;23;41;44;46;49;52;55;,1,0
116548233584640,12;13;15;17;21;23;41;44;47;49;52;53;,1,0
116665120228797,,0,1
116665220892087,,1,0
116664197481856,55;61;,1,0
116665086674430,,1,0
116665237669365,,1,0
116664197481920,53;62;,1,0
116664197483840,23;62;,1,0
116664197483968,22;61;,1,0
116664197484352,22;55;,1,0
116664197484416,23;53;,1,0
116667267712380,,0,0
116667351598455,,0,1
116666344965440,55;60;,0,1
116667217380861,,0,1
116667368375796,,0,1
116666344965568,52;61;,0,1
116666344967424,23;61;,1,0
116666344967616,21;60;,0,1
116666344967936,21;55;,0,1
116666344968000,23;52;,1,0
116668291122558,,1,0
116668458894708,,1,0
116667418707264,52;62;,1,0
116668307899836,,0,1
116668425340341,,1,0
116667418707328,53;60;,1,0
116667418709248,21;62;,1,0
116667418709312,22;60;,1,0
116667418709760,22;53;,1,0
116667418709888,21;52;,1,0
116673827603823,,1,0
116672787416384,47;62;,1,0
116673810826734,,1,0
