GameState,PossibleArrows,WinProb,TieProb
116813447896576,13;46;,0,1
116813447896896,14;40;,0,1
116814521637760,13;55;,1,0
116814521637824,14;53;,1,0
116814521638208,14;47;,1,0
116814521638336,13;46;,1,0
116819890346496,14;55;,1,0
116819890346880,15;48;,1,0
116819890347008,15;46;,1,0
116819890347456,14;40;,1,0
116820964088320,15;53;,1,0
116820964088768,13;48;,1,0
116820964088832,13;47;,0,1
116820964089152,15;40;,1,0
116754392092672,13;14;15;40;46;47;48;53;55;56;61;62;,1,0
116798415526912,15;62;,1,0
116798415527360,14;56;,0,1
116798415527424,14;55;,0,1
116798415527808,15;48;,1,0
116803784236096,15;56;,0,1
116803784236480,8;57;,0,1
116803784236544,15;49;,0,1
116803784236608,8;55;,0,1
116804857977856,14;57;,0,1
116804857977920,8;62;,0,1
116804857978432,14;48;,0,1
116804857978752,8;49;,1,0
116805931719232,15;62;,1,0
116805931719616,14;57;,0,1
116805931720256,14;47;,0,1
116805931720576,15;41;,1,0
116807005461376,15;56;,0,1
116807005461440,8;62;,1,0
116807005462016,15;46;,0,1
116807005462400,8;47;,1,0
116813447912000,14;56;,0,1
116813447912320,8;57;,0,1
116813447912960,14;41;,0,1
116813447913024,8;46;,0,1
116814521653824,14;55;,1,0
116814521654144,15;49;,1,0
116814521654336,15;46;,1,0
116814521654720,14;41;,1,0
116815595395968,8;55;,0,1
116815595396032,14;48;,0,1
116815595396096,14;47;,0,1
116815595396544,8;46;,0,1
116820964104768,15;48;,0,1
116820964105152,8;49;,1,0
116820964105216,15;41;,0,1
116820964105280,8;47;,0,1
116754392109056,8;14;15;41;46;47;48;49;55;56;57;62;,0.833333,0.166667
116797341789248,15;61;,1,0
116797341789632,13;57;,0,1
116797341789760,13;55;,0,1
116797341790016,15;49;,1,0
116798415531328,15;56;,1,0
116798415531456,8;61;,1,0
116798415531520,15;53;,0,1
116798415531840,8;55;,0,1
116804857982016,13;56;,0,1
116804857982272,8;57;,1,0
116804857982464,13;49;,0,1
116804857982528,8;53;,0,1
116807005465088,15;61;,1,0
116807005465536,13;56;,0,1
116807005466112,13;47;,0,1
116807005466432,15;40;,1,0
116811300432448,15;56;,0,1
116811300432832,8;57;,1,0
116811300433408,15;41;,0,1
116811300433472,8;47;,0,1
116813447916032,13;57;,0,1
116813447916096,8;61;,0,1
116813447917120,13;40;,0,1
116813447917376,8;41;,0,1
116814521657920,15;53;,1,0
116814521658304,13;49;,0,1
116814521658432,13;47;,0,1
116814521658688,15;41;,1,0
116815595399680,13;55;,0,1
116815595400128,8;53;,1,0
116815595400512,8;47;,1,0
116815595400640,13;40;,0,1
116819890366976,15;49;,0,1
116819890367040,8;55;,0,1
116819890367552,15;40;,0,1
116819890367936,8;41;,1,0
116754392113152,8;13;15;40;41;47;49;53;55;56;57;61;,0.833333,0.166667
116797341793344,13;62;,0,1
116797341793600,14;57;,1,0
116797341793856,14;53;,0,1
116797341794176,13;49;,1,0
116798415535104,14;61;,0,1
116798415535424,8;62;,1,0
116798415535936,14;48;,0,1
116798415536000,8;53;,1,0
116803784244224,13;57;,0,1
116803784244288,8;61;,0,1
116803784244800,13;48;,0,1
116803784245056,8;49;,0,1
116805931727424,14;61;,1,0
116805931727744,13;57;,0,1
116805931728448,13;46;,0,1
116805931728704,14;41;,1,0
116807005469184,13;62;,0,1
116807005469568,8;61;,1,0
116807005470528,8;46;,0,1
116807005470592,13;40;,1,0
116811300436480,14;57;,0,1
116811300436544,8;62;,0,1
116811300437568,14;40;,0,1
116811300437888,8;41;,1,0
116815595403776,14;53;,1,0
116815595404160,13;48;,0,1
116815595404288,13;46;,0,1
116815595404608,14;40;,1,0
116819890371136,14;48;,0,1
116819890371456,8;49;,1,0
116819890371584,14;41;,0,1
116819890371648,8;46;,0,1
116820964112896,13;49;,0,1
116820964112960,8;53;,0,1
116820964113472,13;40;,0,1
116820964113728,8;41;,1,0
116754392117248,8;13;14;40;41;46;48;49;53;57;61;62;,0.666667,0.333333
116807005540160,15;22;,1,0
116807005540224,13;23;,1,0
116811300507200,14;23;,0,1
116811300507520,15;17;,1,0
116813447990848,13;22;,0,1
116813447991104,14;17;,0,1
116815595474240,14;23;,1,0
116815595474368,13;22;,0,1
116819890441280,15;22;,0,1
116819890441664,14;17;,1,0
116820964183104,13;23;,0,1
116820964183360,15;17;,1,0
116754392186880,13;14;15;17;22;23;49;53;55;57;61;62;,0.833333,0.166667
116805931802432,14;23;,1,0
116805931802496,15;21;,1,0
116811300511232,15;22;,0,1
116811300511616,8;23;,1,0
116813447994880,14;21;,0,1
116813447995200,8;22;,0,1
116814521736512,15;22;,1,0
116814521736640,14;21;,1,0
116819890445312,14;23;,0,1
116819890445760,8;22;,1,0
116820964187136,15;21;,0,1
116820964187456,8;23;,1,0
116754392190976,8;14;15;21;22;23;48;53;55;56;61;62;,0.833333,0.166667
116805931822656,13;23;,0,1
116805931822912,15;17;,1,0
116807005564416,15;21;,0,1
116807005564736,8;23;,1,0
116813448015360,13;17;,0,1
116813448015424,8;21;,0,1
116814521756736,15;21;,1,0
116814521757120,13;17;,1,0
116815595498496,13;23;,0,1
116815595498944,8;21;,1,0
116819890465792,15;17;,1,0
116819890465856,8;23;,1,0
116754392211456,8;13;15;17;21;23;48;49;55;56;57;61;,1,0
116805931826752,14;21;,0,1
116805931827072,13;17;,1,0
116807005568512,13;22;,0,1
116807005568896,8;21;,1,0
116811300535808,14;17;,0,1
116811300535872,8;22;,0,1
116814521760832,13;22;,0,1
116814521761088,14;17;,1,0
116815595502592,14;21;,0,1
116815595502912,8;22;,1,0
116820964211712,13;17;,0,1
116820964211776,8;21;,0,1
116754392215552,8;13;14;17;21;22;48;49;53;56;57;62;,0.666667,0.333333
116798415638336,14;23;,0,1
116798415638400,15;21;,1,0
116803784347200,13;23;,0,1
116803784347456,15;17;,0,1
116804858089024,14;21;,0,1
116804858089344,13;17;,0,1
116754392219648,13;14;15;17;21;23;41;46;47;57;61;62;,0.666667,0.333333
116797341900608,15;22;,1,0
116797341900672,13;23;,1,0
116803784351232,15;21;,0,1
116803784351552,8;23;,0,1
116804858093056,13;22;,0,1
116804858093440,8;21;,0,1
116754392223744,8;13;15;21;22;23;40;46;47;56;61;62;,0.666667,0.333333
116797341916736,14;23;,0,1
116797341917056,15;17;,1,0
116798415658496,15;22;,0,1
116798415658880,8;23;,1,0
116804858109440,14;17;,0,1
116804858109504,8;22;,0,1
116754392240128,8;14;15;17;22;23;40;41;47;56;57;62;,1,0
116797341924928,13;22;,0,1
116797341925184,14;17;,1,0
116798415666688,14;21;,0,1
116798415667008,8;22;,1,0
116803784375808,13;17;,0,1
116803784375872,8;21;,0,1
116754392248320,8;13;14;17;21;22;40;41;46;56;57;61;,1,0
116754392252416,13;14;15;17;21;22;41;46;47;49;53;55;,0,1
116754392256512,8;13;14;21;22;23;40;46;47;48;53;55;,0,1
116754392272896,8;14;15;17;22;23;40;41;46;48;49;55;,0.833333,0.166667
116754392276992,8;13;15;17;21;23;40;41;47;48;49;53;,1,0
116938924656057,,0,0
116938958210487,,0,1
116938001909120,55;57;,0,1
116938823992830,,1,0
116939042096625,,0,0
116938001909184,49;62;,1,0
116938001910848,23;62;,1,0
116938001911232,22;57;,0,1
116938001911360,22;55;,0,1
116938001911680,23;49;,1,0
116942145881211,,0,0
116942212990071,,0,1
116941223134272,55;59;,0,1
116942078772729,,0,0
116942179436019,,0,0
116941223134656,51;57;,0,1
116941223136448,23;57;,0,1
116941223136704,17;59;,0,1
116941223136832,23;51;,0,1
116941223136960,17;55;,0,1
116943152514174,,1,0
116943337063539,,0,1
116942296876096,51;62;,1,0
116943118960059,,0,0
116943286732209,,0,0
116942296876416,49;59;,0,1
116942296878144,22;59;,0,1
116942296878272,17;62;,0,1
116942296878784,22;49;,0,1
116942296878976,17;51;,1,0
116945434215855,,0,1
116944444360064,47;59;,0,1
116945484547563,,0,1
116944444360128,43;62;,1,0
116944444361408,23;62;,1,0
116944444361664,22;59;,0,1
116944444362432,22;47;,0,1
116944444362624,23;43;,1,0
116947632030831,,1,0
116946591843392,47;62;,1,0
116947548145134,,0,1
116946591843776,46;57;,0,1
116946591845248,23;57;,0,1
116946591845312,17;62;,1,0
116946591845952,23;46;,0,1
116946591846272,17;47;,1,0
116951876666478,,0,1
116950886810688,46;59;,0,1
116951843112363,,0,0
116950886811008,43;57;,0,1
116950886812352,22;57;,0,1
116950886812544,17;59;,0,1
116950886813248,22;43;,0,1
116950886813376,17;46;,0,1
116953034294656,43;55;,0,1
116953034294720,46;51;,0,1
116953034296000,22;55;,1,0
116953034296192,23;51;,1,0
116953034296512,23;46;,1,0
116953034296768,22;43;,1,0
116955181777984,46;55;,0,1
116955181778304,47;49;,0,1
116955181779840,17;55;,0,1
116955181779904,22;49;,0,1
116955181780032,22;47;,0,1
116955181780416,17;46;,0,1
116958403003456,47;51;,1,0
116958403003840,43;49;,0,1
116958403005120,23;49;,0,1
116958403005376,17;51;,1,0
116958403005504,23;43;,0,1
116958403005632,17;47;,0,1
116891831009280,17;22;23;43;46;47;49;51;55;57;59;62;,0.833333,0.166667
116936777184696,,0,0
116936793961911,,0,0
116935854437760,55;56;,0,1
116936659744254,,0,1
116936894625264,,0,0
116935854437824,48;62;,0,1
116935854439424,23;62;,0,1
116935854439872,22;56;,0,1
116935854439936,22;55;,0,1
116935854440320,23;48;,0,1
116942145893433,,0,0
116942179447863,,0,0
116941223146496,55;57;,0,1
116942045230584,,0,0
116942162671089,,0,0
116941223146944,49;56;,0,1
116941223148608,23;56;,0,1
116941223148992,16;57;,0,1
116941223149056,23;49;,0,1
116941223149120,16;55;,0,1
116943118971966,,0,1
116943337075761,,0,0
116942296888320,49;62;,0,1
116943102195129,,0,0
116943253190064,,0,0
116942296888704,48;57;,0,1
116942296890368,22;57;,0,1
116942296890432,16;62;,0,1
116942296890944,22;48;,0,1
116942296891264,16;49;,0,1
116944326931887,,0,0
116943370630528,47;57;,0,1
116944410818025,,0,0
116943370630592,41;62;,0,1
116943370631744,23;62;,1,0
116943370632128,22;57;,0,1
116943370632768,22;47;,0,1
116943370633088,23;41;,1,0
116945484559407,,0,0
116944444371968,47;62;,0,1
116945383896558,,0,0
116944444372416,46;56;,0,1
116944444373888,23;56;,0,1
116944444373952,16;62;,0,1
116944444374528,23;46;,0,1
116944444374912,16;47;,0,1
116951843124270,,0,0
116950886822912,46;57;,0,1
116951826347433,,0,0
116950886823296,41;56;,0,1
116950886824512,22;56;,0,1
116950886824832,16;57;,0,1
116950886825472,22;41;,0,1
116950886825536,16;46;,0,1
116951960565120,41;55;,0,1
116951960565184,46;49;,0,1
116951960566336,22;55;,0,1
116951960566656,23;49;,0,1
116951960566848,23;46;,0,1
116951960567232,22;41;,0,1
116953034306560,46;55;,0,1
116953034306944,47;48;,0,1
116953034308480,16;55;,0,1
116953034308544,22;48;,0,1
116953034308608,22;47;,0,1
116953034309056,16;46;,0,1
116958403015680,47;49;,0,1
116958403016128,41;48;,0,1
116958403017280,23;48;,0,1
116958403017664,16;49;,0,1
116958403017728,23;41;,0,1
116958403017792,16;47;,0,1
116891831021568,16;22;23;41;46;47;48;49;55;56;57;62;,0.333333,0.666667
116936777196603,,0,0
116936844305463,,0,0
116935854449664,55;59;,0,1
116936710088184,,0,0
116936793974259,,0,0
116935854450112,51;56;,0,1
116935854451904,23;56;,0,1
116935854452160,16;59;,0,1
116935854452224,23;51;,0,1
116935854452416,16;55;,0,1
116938924680312,,0,0
116938941457527,,0,1
116938001933376,55;56;,0,1
116938807240185,,0,0
116938958235120,,0,0
116938001933760,48;57;,0,1
116938001935360,23;57;,0,1
116938001935808,17;56;,0,1
116938001935872,17;55;,0,1
116938001935936,23;48;,0,1
116943152538681,,0,0
116943253201971,,0,0
116942296900608,51;57;,0,1
116943102207099,,0,0
116943286756464,,0,0
116942296900672,48;59;,0,1
116942296902656,17;59;,0,1
116942296902848,16;57;,0,1
116942296903232,16;51;,0,1
116942296903360,17;48;,0,1
116944360498287,,0,1
116943370642496,47;59;,0,1
116944326944235,,0,0
116943370642880,43;57;,0,1
116943370644160,23;57;,0,1
116943370644416,17;59;,0,1
116943370645056,23;43;,0,1
116943370645184,17;47;,0,1
116947548169263,,0,0
116946591867904,47;57;,0,1
116947531392489,,0,0
116946591868352,41;56;,0,1
116946591869504,23;56;,0,1
116946591869888,16;57;,0,1
116946591870464,23;41;,0,1
116946591870528,16;47;,0,1
116951876690985,,0,0
116950886835200,41;59;,0,1
116951826359403,,0,0
116950886835264,43;56;,0,1
116950886836800,16;59;,0,1
116950886836928,17;56;,0,1
116950886837760,17;43;,0,1
116950886837952,16;41;,0,1
116951960577088,43;55;,0,1
116951960577472,41;51;,0,1
116951960578624,23;51;,0,1
116951960578752,17;55;,0,1
116951960579264,23;41;,0,1
116951960579520,17;43;,0,1
116953034318848,47;51;,0,1
116953034319296,43;48;,0,1
116953034320576,23;48;,0,1
116953034320832,16;51;,0,1
116953034320896,23;43;,0,1
116953034321088,16;47;,0,1
116955181802496,41;55;,0,1
116955181802560,47;48;,0,1
116955181804096,16;55;,0,1
116955181804480,17;48;,0,1
116955181804544,17;47;,0,1
116955181804992,16;41;,0,1
116891831033856,16;17;23;41;43;47;48;51;55;56;57;59;,0,1
116936710091838,,0,1
116936894641203,,0,0
116935854453760,51;62;,0,1
116936659760571,,0,0
116936844309936,,0,0
116935854454144,48;59;,0,1
116935854455808,22;59;,0,1
116935854456000,16;62;,0,1
116935854456512,22;48;,0,1
116935854456704,16;51;,0,1
116938807243902,,1,0
116939042124912,,0,0
116938001937472,48;62;,1,0
116938824021432,,0,0
116938941461937,,0,0
116938001937792,49;56;,0,1
116938001939456,17;62;,0,1
116938001939520,22;56;,0,1
116938001939968,22;49;,0,1
116938001940352,17;48;,1,0
116942045246523,,0,0
116942213018673,,0,0
116941223162880,49;59;,0,1
116942078801016,,0,0
116942162687091,,0,0
116941223162944,51;56;,0,1
116941223164992,16;59;,0,1
116941223165120,17;56;,0,1
116941223165440,17;51;,0,1
116941223165632,16;49;,0,1
116944410834027,,0,1
116943370646592,43;62;,1,0
116944360502697,,0,0
116943370646912,41;59;,0,1
116943370648128,22;59;,0,1
116943370648256,17;62;,0,1
116943370649280,22;41;,0,1
116943370649472,17;43;,1,0
116945434244142,,0,0
116944444388352,46;59;,0,1
116945383912875,,0,0
116944444388736,43;56;,0,1
116944444390080,22;56;,0,1
116944444390272,16;59;,0,1
116944444390912,22;43;,0,1
116944444391104,16;46;,0,1
116947632059433,,0,0
116946591872000,41;62;,0,1
116947531396206,,0,1
116946591872064,46;56;,0,1
116946591873600,16;62;,0,1
116946591873920,17;56;,0,1
116946591874560,17;46;,0,1
116946591874944,16;41;,0,1
116951960581184,46;51;,0,1
116951960581504,43;49;,0,1
116951960582848,22;49;,0,1
116951960583040,17;51;,0,1
116951960583232,22;43;,0,1
116951960583360,17;46;,0,1
116955181806592,46;49;,0,1
116955181806976,41;48;,0,1
116955181808192,22;48;,0,1
116955181808512,16;49;,0,1
116955181808640,22;41;,0,1
116955181808704,16;46;,0,1
116958403032064,41;51;,0,1
116958403032128,43;48;,0,1
116958403033664,16;51;,0,1
116958403033792,17;48;,0,1
116958403034112,17;43;,0,1
116958403034304,16;41;,0,1
116891831037952,16;17;22;41;43;46;48;49;51;56;59;62;,0.333333,0.666667
116935854460096,15;62;,1,0
116935854460352,14;59;,0,1
116935854460608,14;55;,0,1
116935854460800,15;51;,1,0
116941223169088,15;59;,0,1
116941223169472,11;57;,0,1
116941223169600,11;55;,0,1
116941223169728,15;49;,0,1
116942296910912,11;62;,0,1
116942296911040,14;57;,0,1
116942296911424,14;51;,0,1
116942296911744,11;49;,0,1
116944444394368,15;59;,1,0
116944444394432,11;62;,0,1
116944444395200,15;46;,1,0
116944444395392,11;47;,0,1
116946591877696,15;62;,1,0
116946591878080,14;57;,0,1
116946591878720,14;47;,0,1
116946591879040,15;41;,1,0
116950886844992,14;59;,0,1
116950886845312,11;57;,0,1
116950886846016,11;46;,0,1
116950886846144,14;41;,0,1
116953034328960,11;55;,0,1
116953034329024,14;51;,1,0
116953034329280,14;47;,1,0
116953034329536,11;46;,0,1
116955181812288,14;55;,0,1
116955181812608,15;49;,0,1
116955181812800,15;46;,0,1
116955181813184,14;41;,0,1
116958403037760,15;51;,0,1
116958403038144,11;49;,0,1
116958403038272,11;47;,0,1
116958403038400,15;41;,0,1
116891831042048,11;14;15;41;46;47;49;51;55;57;59;62;,0.833333,0.166667
116938001947648,15;62;,1,0
116938001948096,14;56;,0,1
116938001948160,14;55;,0,1
116938001948544,15;48;,1,0
116941223173312,15;56;,0,1
116941223173568,8;59;,0,1
116941223173632,15;51;,0,1
116941223173824,8;55;,0,1
116942296914944,14;59;,0,1
116942296915136,8;62;,0,1
116942296915648,14;48;,0,1
116942296915840,8;51;,1,0
116943370656448,15;62;,1,0
116943370656704,14;59;,1,0
116943370657472,14;47;,1,0
116943370657664,15;43;,1,0
116946591882112,15;56;,0,1
116946591882176,8;62;,1,0
116946591882752,15;46;,0,1
116946591883136,8;47;,1,0
116950886849216,14;56;,0,1
116950886849408,8;59;,0,1
116950886850048,14;43;,0,1
116950886850240,8;46;,0,1
116951960591040,14;55;,1,0
116951960591232,15;51;,1,0
116951960591552,15;46;,1,0
116951960591808,14;43;,1,0
116955181816704,8;55;,0,1
116955181816768,14;48;,0,1
116955181816832,14;47;,0,1
116955181817280,8;46;,0,1
116958403041984,15;48;,0,1
116958403042240,8;51;,1,0
116958403042304,15;43;,0,1
116958403042496,8;47;,0,1
116891831046144,8;14;15;43;46;47;48;51;55;56;59;62;,0.833333,0.166667
116935854484480,15;59;,0,1
116935854484928,11;56;,0,1
116935854484992,11;55;,0,1
116935854485184,15;48;,0,1
116938001968192,15;56;,0,1
116938001968576,8;57;,0,1
116938001968640,15;49;,0,1
116938001968704,8;55;,0,1
116942296935424,11;57;,0,1
116942296935488,8;59;,0,1
116942296936000,11;48;,0,1
116942296936128,8;49;,0,1
116943370676800,15;59;,0,1
116943370677184,11;57;,0,1
116943370677824,11;47;,0,1
116943370677952,15;41;,0,1
116944444418752,15;56;,0,1
116944444419008,8;59;,0,1
116944444419584,15;43;,0,1
116944444419776,8;47;,0,1
116950886869568,11;56;,0,1
116950886869696,8;57;,0,1
116950886870528,11;41;,0,1
116950886870592,8;43;,0,1
116951960611392,11;55;,0,1
116951960611520,15;49;,0,1
116951960611904,15;43;,0,1
116951960612288,11;41;,0,1
116953034353344,8;55;,0,1
116953034353600,11;48;,0,1
116953034353664,11;47;,0,1
116953034354112,8;43;,0,1
116955181836864,15;48;,0,1
116955181837248,8;49;,0,1
116955181837312,15;41;,0,1
116955181837376,8;47;,0,1
116891831066624,8;11;15;41;43;47;48;49;55;56;57;59;,0,1
116935854488576,11;62;,0,1
116935854488768,14;56;,0,1
116935854489088,14;51;,0,1
116935854489472,11;48;,0,1
116938001972224,14;57;,0,1
116938001972288,8;62;,0,1
116938001972800,14;48;,0,1
116938001973120,8;49;,1,0
116941223197760,11;56;,0,1
116941223197888,8;57;,0,1
116941223198208,11;49;,0,1
116941223198272,8;51;,0,1
116943370680896,11;62;,0,1
116943370681024,14;57;,0,1
116943370681920,14;43;,0,1
116943370682240,11;41;,0,1
116944444422848,8;62;,0,1
116944444423040,11;56;,0,1
116944444423680,11;46;,0,1
116944444424064,8;43;,1,0
116946591906368,14;56;,0,1
116946591906688,8;57;,0,1
116946591907328,14;41;,0,1
116946591907392,8;46;,0,1
116951960615488,14;51;,0,1
116951960615808,11;49;,0,1
116951960616000,11;46;,0,1
116951960616128,14;41;,0,1
116953034357440,14;48;,0,1
116953034357632,8;51;,0,1
116953034357760,14;43;,0,1
116953034357952,8;46;,0,1
116958403066432,11;48;,0,1
116958403066560,8;49;,0,1
116958403066880,11;41;,0,1
116958403066944,8;43;,0,1
116891831070720,8;11;14;41;43;46;48;49;51;56;57;62;,0.333333,0.666667
116943370755776,15;22;,0,1
116943370755968,11;23;,1,0
116946591981056,14;23;,0,1
116946591981440,15;16;,1,0
116950886948352,11;22;,0,1
116950886948544,14;16;,0,1
116951960689856,14;23;,0,1
116951960690112,11;22;,0,1
116955181915136,15;22;,0,1
116955181915584,14;16;,0,1
116958403140608,11;23;,0,1
116958403140800,15;16;,0,1
116891831144448,11;14;15;16;22;23;48;51;55;56;59;62;,0.5,0.5
116943370763840,14;23;,0,1
116943370764160,15;17;,1,0
116944444505600,15;22;,0,1
116944444505984,8;23;,1,0
116950886956544,14;17;,0,1
116950886956608,8;22;,0,1
116951960697920,15;22;,0,1
116951960698304,14;17;,1,0
116953034439680,14;23;,0,1
116953034440128,8;22;,1,0
116958403148800,15;17;,0,1
116958403148864,8;23;,0,1
116891831152640,8;14;15;17;22;23;48;49;55;56;57;62;,0.333333,0.666667
116944444517888,11;23;,0,1
116944444518080,15;16;,1,0
116946592001536,15;17;,0,1
116946592001600,8;23;,0,1
116950886968896,11;16;,0,1
116950886969024,8;17;,0,1
116951960710208,11;23;,0,1
116951960710336,15;17;,1,0
116953034452160,8;23;,1,0
116953034452416,11;16;,0,1
116955181935680,15;16;,0,1
116955181936064,8;17;,0,1
116891831164928,8;11;15;16;17;23;49;51;55;56;57;59;,0.666667,0.333333
116943370780224,11;22;,0,1
116943370780352,14;17;,1,0
116944444522176,8;22;,0,1
116944444522368,11;16;,0,1
116946592005696,14;16;,0,1
116946592006016,8;17;,1,0
116953034456064,11;22;,0,1
116953034456256,14;16;,1,0
116955181939712,14;17;,0,1
116955181939776,8;22;,0,1
116958403165248,11;16;,0,1
116958403165376,8;17;,0,1
116891831169024,8;11;14;16;17;22;48;49;51;57;59;62;,0.666667,0.333333
116935854591680,15;22;,0,1
116935854591872,11;23;,0,1
116938002075200,14;23;,0,1
116938002075520,15;17;,1,0
116942297042496,11;22;,0,1
116942297042624,14;17;,0,1
116891831173120,11;14;15;17;22;23;41;43;47;57;59;62;,0.333333,0.666667
116938002079232,15;22;,0,1
116938002079616,8;23;,1,0
116941223304704,11;23;,0,1
116941223304896,15;16;,0,1
116942297046720,8;22;,0,1
116942297046912,11;16;,0,1
116891831177216,8;11;15;16;22;23;43;46;47;56;59;62;,0.333333,0.666667
116935854603776,14;23;,0,1
116935854604160,15;16;,1,0
116941223312896,15;17;,0,1
116941223312960,8;23;,0,1
116942297054784,14;16;,0,1
116942297055104,8;17;,0,1
116891831185408,8;14;15;16;17;23;41;46;47;56;57;62;,0.833333,0.166667
116935854620160,11;22;,0,1
116935854620352,14;16;,0,1
116938002103808,14;17;,0,1
116938002103872,8;22;,0,1
116941223329344,11;16;,0,1
116941223329472,8;17;,0,1
116891831201792,8;11;14;16;17;22;41;43;46;56;57;59;,0.333333,0.666667
116891831205888,11;14;15;17;22;23;41;43;46;49;51;55;,0,1
116891831209984,8;11;14;16;22;23;43;46;47;48;51;55;,0,1
116891831218176,8;14;15;16;17;22;41;46;47;48;49;55;,0.333333,0.666667
116891831230464,8;11;15;16;17;23;41;43;47;48;49;51;,1,0
117005496649083,,0,0
117005563757943,,1,0
117004573902144,55;59;,1,0
117005429540349,,1,0
117005597312499,,0,1
117004573902272,51;61;,1,0
117004573904064,23;61;,1,0
117004573904320,21;59;,1,0
117004573904576,21;55;,0,1
117004573904704,23;51;,1,0
117007644132477,,1,0
117007744795767,,1,0
117006721385536,55;61;,1,0
117007610578425,,0,0
117007677687285,,1,0
117006721385920,53;57;,1,0
117006721387840,23;57;,1,0
117006721387968,17;61;,1,0
117006721388096,23;53;,1,0
117006721388352,17;55;,1,0
117011905545339,,0,1
117012006208629,,1,0
117011016352832,53;59;,1,0
117011871991161,,0,0
117011972654451,,0,1
117011016353088,51;57;,0,1
117011016355008,21;57;,0,1
117011016355136,17;59;,1,0
117011016355392,21;51;,0,1
117011016355520,17;53;,0,1
117016267621743,,1,0
117015311320384,47;57;,1,0
117016334730729,,0,0
117015311320512,41;61;,1,0
117015311321664,23;61;,1,0
117015311322048,21;57;,1,0
117015311322688,21;47;,0,1
117015311322944,23;41;,1,0
117018448659567,,1,0
117017458803776,47;59;,1,0
117018415105515,,1,0
117017458804160,43;57;,1,0
117017458805440,23;57;,1,0
117017458805696,17;59;,1,0
117017458806336,23;43;,0,1
117017458806464,17;47;,0,1
117020629697643,,1,0
117019606287424,43;61;,1,0
117020596143465,,0,0
117019606287680,41;59;,0,1
117019606288960,21;59;,0,1
117019606289088,17;61;,1,0
117019606290112,21;41;,0,1
117019606290240,17;43;,1,0
117021753771328,47;51;,1,0
117021753771456,43;53;,1,0
117021753772736,23;53;,1,0
117021753772992,21;51;,1,0
117021753773248,21;47;,1,0
117021753773376,23;43;,1,0
117023901254720,47;53;,1,0
117023901254976,41;55;,1,0
117023901256256,21;55;,0,1
117023901256640,17;53;,1,0
117023901257024,17;47;,1,0
117023901257152,21;41;,1,0
117026048738368,43;55;,1,0
117026048738752,41;51;,0,1
117026048739904,23;51;,1,0
117026048740032,17;55;,1,0
117026048740544,23;41;,1,0
117026048740800,17;43;,1,0
116960550486016,17;21;23;41;43;47;51;53;55;57;59;61;,1,0
117004422919545,,0,0
117004456473975,,0,1
117003500172608,55;57;,0,1
117004322256381,,0,1
117004523582961,,0,0
117003500172736,49;61;,0,1
117003500174400,23;61;,0,1
117003500174784,21;57;,0,1
117003500174912,21;55;,0,1
117003500175168,23;49;,0,1
117005496661053,,0,0
117005597324343,,0,1
117004573914112,55;61;,0,1
117005463107064,,0,0
117005513438709,,1,0
117004573914560,53;56;,1,0
117004573916480,23;56;,1,0
117004573916608,16;61;,0,1
117004573916672,23;53;,0,1
117004573916992,16;55;,0,1
117011905557561,,0,0
117011972666421,,1,0
117011016365056,53;57;,1,0
117011838449016,,0,0
117011955889521,,0,0
117011016365376,49;56;,0,1
117011016367168,21;56;,0,1
117011016367424,16;57;,1,0
117011016367616,21;49;,0,1
117011016367680,16;53;,0,1
117014103373167,,0,1
117013163849024,47;56;,0,1
117014187259368,,0,0
117013163849152,40;61;,0,1
117013163850240,23;61;,0,1
117013163850688,21;56;,0,1
117013163851264,21;47;,0,1
117013163851584,23;40;,0,1
117018415117359,,0,1
117017458816000,47;57;,0,1
117018398340585,,0,0
117017458816448,41;56;,0,1
117017458817600,23;56;,0,1
117017458817984,16;57;,0,1
117017458818560,23;41;,0,1
117017458818624,16;47;,0,1
117020629709865,,0,0
117019606299648,41;61;,0,1
117020562601320,,0,0
117019606299968,40;57;,0,1
117019606301184,21;57;,0,1
117019606301248,16;61;,0,1
117019606302272,21;40;,0,1
117019606302528,16;41;,0,1
117020680041792,47;49;,0,1
117020680041920,41;53;,1,0
117020680043072,23;53;,1,0
117020680043456,21;49;,0,1
117020680043584,21;47;,0,1
117020680043840,23;41;,1,0
117021753783296,47;53;,1,0
117021753783616,40;55;,0,1
117021753784832,21;55;,0,1
117021753785280,16;53;,1,0
117021753785664,16;47;,1,0
117021753785792,21;40;,0,1
117026048750592,41;55;,0,1
117026048751040,40;49;,0,1
117026048752128,23;49;,0,1
117026048752192,16;55;,0,1
117026048752704,23;40;,0,1
117026048753088,16;41;,0,1
116960550498304,16;21;23;40;41;47;49;53;55;56;57;61;,0.5,0.5
117004422927483,,0,0
117004490036343,,1,0
117003500180544,55;59;,1,0
117004355819001,,0,0
117004456482291,,0,0
117003500180928,51;57;,0,1
117003500182720,23;57;,0,1
117003500182976,17;59;,1,0
117003500183104,23;51;,0,1
117003500183232,17;55;,0,1
117007644152889,,0,0
117007677707319,,0,1
117006721405952,55;57;,0,1
117007543490040,,0,0
117007660930545,,0,0
117006721406400,49;56;,0,1
117006721408064,23;56;,0,1
117006721408448,16;57;,0,1
117006721408512,23;49;,0,1
117006721408576,16;55;,0,1
117011838456891,,0,0
117012006229041,,0,0
