GameState,PossibleArrows,WinProb,TieProb
95790662610944,3;6;8;11;32;38;,0,1
95792810094592,3;4;8;12;32;35;,0,1
95726237908992,3;4;6;7;8;11;12;15;32;35;38;39;40;44;46;47;56;59;60;62;,0.833333,0.166667
95924880277504,6;7;12;14;44;47;,0,1
95928101502976,1;6;14;15;41;47;,0.5,0.5
95930248986624,1;7;12;15;41;44;,0.5,0.5
95923806539776,4;6;14;15;44;47;,0,1
95928101507072,6;7;8;14;40;47;,0,1
95930248990720,4;7;8;15;40;44;,0,1
95923806560256,1;4;12;15;41;47;,0,1
95924880302080,4;7;8;12;40;47;,0,1
95928101527552,1;7;8;15;40;41;,0.5,0.5
95923806564352,1;6;12;14;41;44;,0,1
95924880306176,4;6;8;14;40;44;,0,1
95930249015296,1;4;8;12;40;41;,0.5,0.5
95924880310272,4;7;12;14;38;39;,0.5,0.5
95928101535744,1;7;14;15;33;38;,1,0
95930249019392,1;4;12;15;33;39;,0.5,0.5
95923806572544,4;6;12;15;38;39;,0,1
95928101539840,6;7;8;15;32;38;,0,1
95930249023488,4;7;8;12;32;39;,0.5,0.5
95923806584832,1;6;14;15;33;39;,0,1
95924880326656,6;7;8;14;32;39;,0,1
95930249035776,1;7;8;15;32;33;,0,1
95923806597120,1;4;12;14;33;38;,0,1
95924880338944,4;6;8;12;32;38;,0,1
95928101564416,1;6;8;14;32;33;,0.5,0.5
95863676862464,1;4;6;7;8;12;14;15;32;33;38;39;40;41;44;47;56;57;60;62;,0.833333,0.166667
95993599754240,3;7;11;14;46;47;,0.5,0.5
95995747237888,1;7;14;15;41;46;,1,0
95998968463360,1;3;11;15;41;47;,0.5,0.5
95992526016512,3;6;11;15;46;47;,0,1
95995747241984,6;7;8;15;40;46;,0,1
95998968467456,3;7;8;11;40;47;,0.5,0.5
95992526024704,1;6;14;15;41;47;,0,1
95993599766528,6;7;8;14;40;47;,0,1
95998968475648,1;7;8;15;40;41;,0.5,0.5
95992526041088,1;3;11;14;41;46;,0,1
95993599782912,3;6;8;11;40;46;,0.5,0.5
95995747266560,1;6;8;14;40;41;,0.5,0.5
95993599787008,6;7;11;14;35;39;,0.5,0.5
95995747270656,1;6;14;15;33;39;,0.5,0.5
95998968496128,1;7;11;15;33;35;,1,0
95992526049280,3;6;14;15;35;39;,0,1
95995747274752,6;7;8;14;32;39;,0,1
95998968500224,3;7;8;15;32;35;,0.5,0.5
95992526069760,1;3;11;15;33;39;,0,1
95993599811584,3;7;8;11;32;39;,0,1
95995747295232,1;7;8;15;32;33;,0.5,0.5
95992526073856,1;6;11;14;33;35;,0,1
95993599815680,3;6;8;14;32;35;,0,1
95998968524800,1;3;8;11;32;33;,0.5,0.5
95932396339200,1;3;6;7;8;11;14;15;32;33;35;39;40;41;46;47;56;57;59;62;,0.916667,0.0833333
96199758184448,3;6;11;12;44;46;,0.5,0.5
96201905668096,1;6;12;14;41;44;,1,0
96202979409920,1;3;11;14;41;46;,1,0
96198684446720,3;4;11;14;44;46;,0.5,0.5
96201905672192,4;6;8;14;40;44;,0.5,0.5
96202979414016,3;6;8;11;40;46;,0.5,0.5
96198684454912,1;4;12;14;41;46;,0,1
96199758196736,4;6;8;12;40;46;,0,1
96202979422208,1;6;8;14;40;41;,0.5,0.5
96198684467200,1;3;11;12;41;44;,0,1
96199758209024,3;4;8;11;40;44;,0.5,0.5
96201905692672,1;4;8;12;40;41;,1,0
96199758217216,4;6;11;12;35;38;,1,0
96201905700864,1;4;12;14;33;38;,1,0
96202979442688,1;6;11;14;33;35;,1,0
96198684479488,3;4;12;14;35;38;,0.5,0.5
96201905704960,4;6;8;12;32;38;,1,0
96202979446784,3;6;8;14;32;35;,1,0
96198684491776,1;3;11;14;33;38;,0,1
96199758233600,3;6;8;11;32;38;,0,1
96201905717248,1;6;8;14;32;33;,0.5,0.5
96198684499968,1;4;11;12;33;35;,0,1
96199758241792,3;4;8;12;32;35;,0,1
96202979467264,1;3;8;11;32;33;,1,0
96138554769408,1;3;4;6;8;11;12;14;32;33;35;38;40;41;44;46;56;57;59;60;,0.958333,0.0416667
96207274246144,1;3;4;6;11;12;14;15;33;35;38;39;41;44;46;47;49;51;52;55;,0.541667,0.458333
96275993722880,3;4;6;7;8;11;12;14;32;35;38;39;40;44;46;47;48;51;52;55;,0.791667,0.208333
96413432676352,1;4;6;7;8;12;14;15;32;33;38;39;40;41;44;46;48;49;52;55;,0.666667,0.333333
96482152153088,1;3;6;7;8;11;14;15;32;33;35;38;40;41;46;47;48;49;51;55;,0.791667,0.208333
96619591106560,1;3;4;7;8;11;12;15;32;33;35;39;40;41;44;47;48;49;51;52;,0.916667,0.0833333
94611694587904,6;7;11;15;59;62;,0.5,0.5
94612768329728,2;7;14;15;58;62;,1,0
94617063297024,2;6;11;14;58;59;,1,0
94620284522496,6;7;11;14;51;55;,1,0
94621358264320,2;6;14;15;50;55;,1,0
94624579489792,2;7;11;15;50;51;,1,0
94610620854272,6;7;10;15;58;62;,0,1
94611694596096,1;7;14;15;57;62;,0,1
94617063305216,1;6;10;14;57;58;,0.5,0.5
94619210788864,6;7;10;14;50;55;,0,1
94620284530688,1;6;14;15;49;55;,0,1
94624579497984,1;7;10;15;49;50;,0.5,0.5
94610620866560,2;7;11;15;58;59;,0.5,0.5
94612768350208,1;7;10;15;57;58;,0.5,0.5
94617063317504,1;2;10;11;57;59;,1,0
94619210801152,2;7;10;11;51;55;,0.5,0.5
94620284542976,1;7;11;15;49;51;,0.5,0.5
94621358284800,1;2;10;15;49;55;,0.5,0.5
94610620870656,2;6;10;11;59;62;,0.5,0.5
94611694612480,1;6;11;14;57;59;,0.5,0.5
94612768354304,1;2;10;14;57;62;,0.5,0.5
94619210805248,2;6;11;14;50;51;,0.5,0.5
94621358288896,1;6;10;14;49;50;,0.5,0.5
94624579514368,1;2;10;11;49;51;,1,0
94604178427904,6;7;10;15;58;62;,1,0
94607399653376,2;7;11;15;58;59;,1,0
94608473395200,2;6;10;11;59;62;,1,0
94620284555264,6;7;11;15;43;46;,1,0
94621358297088,2;6;10;15;46;47;,1,0
94624579522560,2;7;10;11;43;47;,1,0
94602030948352,6;7;11;15;59;62;,0.5,0.5
94604178432000,1;7;14;15;57;62;,1,0
94608473399296,1;6;11;14;57;59;,1,0
94619210817536,6;7;11;14;43;47;,1,0
94621358301184,1;6;14;15;41;47;,1,0
94624579526656,1;7;11;15;41;43;,1,0
94602030952448,2;7;14;15;58;62;,0,1
94607399661568,1;7;10;15;57;58;,1,0
94608473403392,1;2;10;14;57;62;,1,0
94619210821632,2;7;10;14;46;47;,1,0
94620284563456,1;7;14;15;41;46;,1,0
94624579530752,1;2;10;15;41;47;,1,0
94602030968832,2;6;11;14;58;59;,0.5,0.5
94604178452480,1;6;10;14;57;58;,0.5,0.5
94607399677952,1;2;10;11;57;59;,1,0
94619210838016,2;6;10;11;43;46;,0,1
94620284579840,1;6;11;14;41;43;,0.5,0.5
94621358321664,1;2;10;14;41;46;,0.5,0.5
94604178460672,6;7;10;14;50;55;,1,0
94607399686144,2;7;10;11;51;55;,1,0
94608473427968,2;6;11;14;50;51;,1,0
94611694653440,6;7;11;14;43;47;,1,0
94612768395264,2;7;10;14;46;47;,1,0
94617063362560,2;6;10;11;43;46;,1,0
94602030981120,6;7;11;14;51;55;,1,0
94604178464768,1;6;14;15;49;55;,1,0
94607399690240,1;7;11;15;49;51;,1,0
94610620915712,6;7;11;15;43;46;,1,0
94612768399360,1;7;14;15;41;46;,1,0
94617063366656,1;6;11;14;41;43;,1,0
94602030985216,2;6;14;15;50;55;,1,0
94607399694336,1;2;10;15;49;55;,1,0
94608473436160,1;6;10;14;49;50;,1,0
94610620919808,2;6;10;15;46;47;,1,0
94611694661632,1;6;14;15;41;47;,1,0
94617063370752,1;2;10;14;41;46;,1,0
94602030997504,2;7;11;15;50;51;,0,1
94604178481152,1;7;10;15;49;50;,0.5,0.5
94608473448448,1;2;10;11;49;51;,1,0
94610620932096,2;7;10;11;43;47;,0,1
94611694673920,1;7;11;15;41;43;,0,1
94612768415744,1;2;10;15;41;47;,0,1
94558007328768,1;2;6;7;10;11;14;15;41;43;46;47;49;50;51;55;57;58;59;62;,0.958333,0.0416667
94680414060544,3;7;14;15;59;62;,1,0
94681487802368,6;7;10;15;58;62;,1,0
94685782769664,3;6;10;14;58;59;,1,0
94689003995136,3;6;14;15;51;55;,1,0
94690077736960,6;7;10;14;50;55;,1,0
94693298962432,3;7;10;15;50;51;,1,0
94678266589184,2;7;14;15;58;62;,0,1
94680414072832,6;7;8;15;56;62;,0,1
94685782781952,2;6;8;14;56;58;,1,0
94686856523776,2;6;14;15;50;55;,0,1
94689004007424,6;7;8;14;48;55;,0,1
94693298974720,2;7;8;15;48;50;,0.5,0.5
94678266601472,3;7;10;15;58;59;,0.5,0.5
94681487826944,2;7;8;15;56;58;,0.5,0.5
94685782794240,2;3;8;10;56;59;,1,0
94686856536064,2;3;10;15;51;55;,0,1
94689004019712,3;7;8;15;48;51;,0.5,0.5
94690077761536,2;7;8;10;48;55;,0.5,0.5
94678266605568,2;3;10;14;59;62;,0.5,0.5
94680414089216,3;6;8;14;56;59;,1,0
94681487831040,2;6;8;10;56;62;,0.5,0.5
94686856540160,3;6;10;14;50;51;,0.5,0.5
94690077765632,2;6;8;14;48;50;,0.5,0.5
94693298991104,2;3;8;10;48;51;,1,0
94672897900544,2;7;14;15;58;62;,1,0
94676119126016,3;7;10;15;58;59;,1,0
94677192867840,2;3;10;14;59;62;,1,0
94689004027904,3;7;14;15;43;46;,1,0
94690077769728,2;7;10;14;46;47;,1,0
94693298995200,2;3;10;15;43;47;,1,0
94669676683264,3;7;14;15;59;62;,0.5,0.5
94672897908736,6;7;8;15;56;62;,1,0
94677192876032,3;6;8;14;56;59;,1,0
94686856552448,3;6;14;15;43;47;,0.5,0.5
94690077777920,6;7;8;14;40;47;,1,0
94693299003392,3;7;8;15;40;43;,1,0
94669676687360,6;7;10;15;58;62;,0,1
94676119138304,2;7;8;15;56;58;,1,0
94677192880128,2;6;8;10;56;62;,1,0
94686856556544,2;6;10;15;46;47;,0.5,0.5
94689004040192,6;7;8;15;40;46;,0,1
94693299007488,2;7;8;10;40;47;,0.5,0.5
94669676703744,3;6;10;14;58;59;,0.5,0.5
94672897929216,2;6;8;14;56;58;,1,0
94676119154688,2;3;8;10;56;59;,1,0
94686856572928,2;3;10;14;43;46;,0,1
94689004056576,3;6;8;14;40;43;,0.5,0.5
94690077798400,2;6;8;10;40;46;,0.5,0.5
94672897933312,2;6;14;15;50;55;,1,0
94676119158784,2;3;10;15;51;55;,1,0
94677192900608,3;6;10;14;50;51;,1,0
94680414126080,3;6;14;15;43;47;,1,0
94681487867904,2;6;10;15;46;47;,1,0
94685782835200,2;3;10;14;43;46;,1,0
94669676716032,3;6;14;15;51;55;,1,0
94672897941504,6;7;8;14;48;55;,1,0
94676119166976,3;7;8;15;48;51;,1,0
94678266650624,3;7;14;15;43;46;,1,0
94681487876096,6;7;8;15;40;46;,1,0
94685782843392,3;6;8;14;40;43;,1,0
94669676720128,6;7;10;14;50;55;,1,0
94676119171072,2;7;8;10;48;55;,1,0
94677192912896,2;6;8;14;48;50;,1,0
94678266654720,2;7;10;14;46;47;,1,0
94680414138368,6;7;8;14;40;47;,1,0
94685782847488,2;6;8;10;40;46;,1,0
94669676732416,3;7;10;15;50;51;,0,1
94672897957888,2;7;8;15;48;50;,0.5,0.5
94677192925184,2;3;8;10;48;51;,1,0
94678266667008,2;3;10;15;43;47;,0,1
94680414150656,3;7;8;15;40;43;,0,1
94681487892480,2;7;8;10;40;47;,0.5,0.5
94626726805504,2;3;6;7;8;10;14;15;40;43;46;47;48;50;51;55;56;58;59;62;,1,0
94748059795456,6;7;11;15;59;62;,1,0
94750207279104,1;7;14;15;57;62;,1,0
94754502246400,1;6;11;14;57;59;,1,0
94756649730048,6;7;11;14;51;55;,1,0
94758797213696,1;6;14;15;49;55;,1,0
94762018439168,1;7;11;15;49;51;,1,0
94746986057728,3;7;14;15;59;62;,0.5,0.5
94750207283200,6;7;8;15;56;62;,1,0
94754502250496,3;6;8;14;56;59;,1,0
94755575992320,3;6;14;15;51;55;,0.5,0.5
94758797217792,6;7;8;14;48;55;,1,0
94762018443264,3;7;8;15;48;51;,1,0
94746986078208,1;7;11;15;57;59;,0.5,0.5
94748059820032,3;7;8;15;56;59;,0.5,0.5
94754502270976,1;3;8;11;56;57;,1,0
94755576012800,1;3;11;15;49;55;,0.5,0.5
94756649754624,3;7;8;11;48;55;,0.5,0.5
94758797238272,1;7;8;15;48;49;,0.5,0.5
94746986082304,1;3;11;14;57;62;,0.5,0.5
94748059824128,3;6;8;11;56;62;,0.5,0.5
94750207307776,1;6;8;14;56;57;,1,0
94755576016896,1;6;11;14;49;51;,0.5,0.5
94756649758720,3;6;8;14;48;51;,0.5,0.5
94762018467840,1;3;8;11;48;49;,1,0
94739469893632,3;7;14;15;59;62;,1,0
94744838602752,1;7;11;15;57;59;,1,0
94745912344576,1;3;11;14;57;62;,1,0
94756649762816,3;7;11;14;46;47;,1,0
94758797246464,1;7;14;15;41;46;,1,0
94762018471936,1;3;11;15;41;47;,1,0
94738396155904,6;7;11;15;59;62;,1,0
94744838606848,3;7;8;15;56;59;,1,0
94745912348672,3;6;8;11;56;62;,1,0
94755576025088,3;6;11;15;46;47;,1,0
94758797250560,6;7;8;15;40;46;,1,0
94762018476032,3;7;8;11;40;47;,1,0
94738396164096,1;7;14;15;57;62;,0.5,0.5
94739469905920,6;7;8;15;56;62;,1,0
94745912356864,1;6;8;14;56;57;,1,0
94755576033280,1;6;14;15;41;47;,0.5,0.5
94756649775104,6;7;8;14;40;47;,0,1
94762018484224,1;7;8;15;40;41;,0.5,0.5
94738396180480,1;6;11;14;57;59;,0.5,0.5
94739469922304,3;6;8;14;56;59;,1,0
94744838631424,1;3;8;11;56;57;,1,0
94755576049664,1;3;11;14;41;46;,0,1
94756649791488,3;6;8;11;40;46;,0.5,0.5
94758797275136,1;6;8;14;40;41;,0.5,0.5
94739469926400,3;6;14;15;51;55;,1,0
94744838635520,1;3;11;15;49;55;,1,0
94745912377344,1;6;11;14;49;51;,1,0
94748059860992,3;6;11;15;46;47;,1,0
94750207344640,1;6;14;15;41;47;,1,0
94754502311936,1;3;11;14;41;46;,1,0
94738396188672,6;7;11;14;51;55;,1,0
94744838639616,3;7;8;11;48;55;,1,0
94745912381440,3;6;8;14;48;51;,1,0
94746986123264,3;7;11;14;46;47;,1,0
94750207348736,6;7;8;14;40;47;,1,0
94754502316032,3;6;8;11;40;46;,1,0
94738396196864,1;6;14;15;49;55;,1,0
94739469938688,6;7;8;14;48;55;,1,0
94744838647808,1;7;8;15;48;49;,1,0
94746986131456,1;7;14;15;41;46;,1,0
94748059873280,6;7;8;15;40;46;,1,0
94754502324224,1;6;8;14;40;41;,1,0
94738396209152,1;7;11;15;49;51;,0.5,0.5
94739469950976,3;7;8;15;48;51;,0.5,0.5
94745912401920,1;3;8;11;48;49;,1,0
94746986143744,1;3;11;15;41;47;,0,1
94748059885568,3;7;8;11;40;47;,0.5,0.5
94750207369216,1;7;8;15;40;41;,0.5,0.5
94695446282240,1;3;6;7;8;11;14;15;40;41;46;47;48;49;51;55;56;57;59;62;,1,0
95022937702400,3;7;10;15;58;59;,1,0
95024011444224,1;7;11;15;57;59;,1,0
95029380153344,1;3;10;11;57;58;,1,0
95031527636992,3;7;10;11;50;55;,1,0
95032601378816,1;3;11;15;49;55;,1,0
95033675120640,1;7;10;15;49;50;,1,0
95021863964672,2;7;11;15;58;59;,1,0
95024011448320,3;7;8;15;56;59;,1,0
95029380157440,2;3;8;11;56;58;,1,0
95030453899264,2;3;11;15;50;55;,1,0
95032601382912,3;7;8;11;48;55;,1,0
95033675124736,2;7;8;15;48;50;,1,0
95021863972864,1;7;10;15;57;58;,0.5,0.5
95022937714688,2;7;8;15;56;58;,0.5,0.5
95029380165632,1;2;8;10;56;57;,1,0
95030453907456,1;2;10;15;49;55;,0.5,0.5
95031527649280,2;7;8;10;48;55;,0.5,0.5
95032601391104,1;7;8;15;48;49;,0.5,0.5
95021863989248,1;2;10;11;57;59;,1,0
95022937731072,2;3;8;10;56;59;,1,0
95024011472896,1;3;8;11;56;57;,1,0
95030453923840,1;3;10;11;49;50;,1,0
95031527665664,2;3;8;11;48;50;,1,0
95033675149312,1;2;8;10;48;49;,1,0
95014347800576,2;7;11;15;58;59;,1,0
95016495284224,1;7;10;15;57;58;,1,0
95020790251520,1;2;10;11;57;59;,1,0
95031527669760,2;7;10;11;43;47;,1,0
95032601411584,1;7;11;15;41;43;,1,0
95033675153408,1;2;10;15;41;47;,1,0
95013274062848,3;7;10;15;58;59;,1,0
95016495288320,2;7;8;15;56;58;,1,0
95020790255616,2;3;8;10;56;59;,1,0
95030453932032,2;3;10;15;43;47;,1,0
95032601415680,3;7;8;15;40;43;,1,0
95033675157504,2;7;8;10;40;47;,1,0
95013274066944,1;7;11;15;57;59;,1,0
95014347808768,3;7;8;15;56;59;,1,0
95020790259712,1;3;8;11;56;57;,1,0
95030453936128,1;3;11;15;41;47;,1,0
95031527677952,3;7;8;11;40;47;,1,0
95033675161600,1;7;8;15;40;41;,1,0
95013274087424,1;3;10;11;57;58;,1,0
95014347829248,2;3;8;11;56;58;,1,0
95016495312896,1;2;8;10;56;57;,1,0
95030453956608,1;2;10;11;41;43;,1,0
95031527698432,2;3;8;10;40;43;,1,0
95032601440256,1;3;8;11;40;41;,1,0
95014347833344,2;3;11;15;50;55;,1,0
95016495316992,1;2;10;15;49;55;,1,0
95020790284288,1;3;10;11;49;50;,1,0
95022937767936,2;3;10;15;43;47;,1,0
95024011509760,1;3;11;15;41;47;,1,0
95029380218880,1;2;10;11;41;43;,1,0
95013274095616,3;7;10;11;50;55;,1,0
95016495321088,2;7;8;10;48;55;,1,0
95020790288384,2;3;8;11;48;50;,1,0
95021864030208,2;7;10;11;43;47;,1,0
95024011513856,3;7;8;11;40;47;,1,0
95029380222976,2;3;8;10;40;43;,1,0
95013274099712,1;3;11;15;49;55;,1,0
95014347841536,3;7;8;11;48;55;,1,0
95016495325184,1;7;8;15;48;49;,1,0
95021864034304,1;7;11;15;41;43;,1,0
95022937776128,3;7;8;15;40;43;,1,0
95029380227072,1;3;8;11;40;41;,1,0
95013274103808,1;7;10;15;49;50;,1,0
95014347845632,2;7;8;15;48;50;,1,0
95020790296576,1;2;8;10;48;49;,1,0
95021864038400,1;2;10;15;41;47;,1,0
95022937780224,2;7;8;10;40;47;,1,0
95024011522048,1;7;8;15;40;41;,1,0
94970324189184,1;2;3;7;8;10;11;15;40;41;43;47;48;49;50;55;56;57;58;59;,1,0
95091657179136,3;6;10;11;58;62;,1,0
95092730920960,1;3;11;14;57;62;,1,0
95093804662784,1;6;10;14;57;58;,1,0
95100247113728,3;6;10;14;50;51;,1,0
95101320855552,1;6;11;14;49;51;,1,0
95105615822848,1;3;10;11;49;50;,1,0
95090583441408,2;3;11;14;58;62;,0.5,0.5
95092730925056,3;6;8;11;56;62;,1,0
95093804666880,2;6;8;14;56;58;,1,0
95099173376000,2;6;11;14;50;51;,0.5,0.5
95101320859648,3;6;8;14;48;51;,1,0
95105615826944,2;3;8;11;48;50;,1,0
95090583449600,1;2;10;14;57;62;,0.5,0.5
95091657191424,2;6;8;10;56;62;,0.5,0.5
95092730933248,1;6;8;14;56;57;,0.5,0.5
95099173384192,1;6;10;14;49;50;,0.5,0.5
95100247126016,2;6;8;14;48;50;,0.5,0.5
95105615835136,1;2;8;10;48;49;,1,0
95090583461888,1;3;10;11;57;58;,1,0
95091657203712,2;3;8;11;56;58;,1,0
95093804687360,1;2;8;10;56;57;,1,0
95099173396480,1;2;10;11;49;51;,1,0
95100247138304,2;3;8;10;48;51;,1,0
95101320880128,1;3;8;11;48;49;,1,0
95083067277312,2;3;11;14;58;62;,1,0
95085214760960,1;2;10;14;57;62;,1,0
95088435986432,1;3;10;11;57;58;,1,0
95100247146496,2;3;10;14;43;46;,1,0
95101320888320,1;3;11;14;41;46;,1,0
95105615855616,1;2;10;11;41;43;,1,0
95081993539584,3;6;10;11;58;62;,1,0
95085214765056,2;6;8;10;56;62;,1,0
95088435990528,2;3;8;11;56;58;,1,0
95099173408768,2;6;10;11;43;46;,1,0
95101320892416,3;6;8;11;40;46;,1,0
95105615859712,2;3;8;10;40;43;,1,0
95081993543680,1;3;11;14;57;62;,1,0
95083067285504,3;6;8;11;56;62;,1,0
95085214769152,1;6;8;14;56;57;,1,0
95099173412864,1;6;11;14;41;43;,0.5,0.5
95100247154688,3;6;8;14;40;43;,0.5,0.5
95105615863808,1;3;8;11;40;41;,1,0
95081993547776,1;6;10;14;57;58;,0.5,0.5
95083067289600,2;6;8;14;56;58;,1,0
95088435998720,1;2;8;10;56;57;,1,0
95099173416960,1;2;10;14;41;46;,0.5,0.5
95100247158784,2;6;8;10;40;46;,0.5,0.5
95101320900608,1;6;8;14;40;41;,0.5,0.5
95083067310080,2;6;11;14;50;51;,1,0
95085214793728,1;6;10;14;49;50;,1,0
95088436019200,1;2;10;11;49;51;,1,0
95091657244672,2;6;10;11;43;46;,1,0
95092730986496,1;6;11;14;41;43;,1,0
95093804728320,1;2;10;14;41;46;,1,0
95081993572352,3;6;10;14;50;51;,1,0
95085214797824,2;6;8;14;48;50;,1,0
95088436023296,2;3;8;10;48;51;,1,0
95090583506944,2;3;10;14;43;46;,1,0
95092730990592,3;6;8;14;40;43;,1,0
95093804732416,2;6;8;10;40;46;,1,0
95081993576448,1;6;11;14;49;51;,1,0
95083067318272,3;6;8;14;48;51;,1,0
95088436027392,1;3;8;11;48;49;,1,0
95090583511040,1;3;11;14;41;46;,1,0
95091657252864,3;6;8;11;40;46;,1,0
95093804736512,1;6;8;14;40;41;,1,0
95081993592832,1;3;10;11;49;50;,0.5,0.5
95083067334656,2;3;8;11;48;50;,1,0
95085214818304,1;2;8;10;48;49;,1,0
95090583527424,1;2;10;11;41;43;,0,1
95091657269248,2;3;8;10;40;43;,0.5,0.5
95092731011072,1;3;8;11;40;41;,0.5,0.5
95039043665920,1;2;3;6;8;10;11;14;40;41;43;46;48;49;50;51;56;57;58;62;,1,0
95161450369024,3;7;14;15;59;62;,0,1
95162524110848,6;7;10;15;58;62;,0,1
95166819078144,3;6;10;14;58;59;,1,0
95170040303616,3;6;14;15;51;55;,0.5,0.5
95171114045440,6;7;10;14;50;55;,1,0
95174335270912,3;7;10;15;50;51;,0.5,0.5
95160376631296,6;7;11;15;59;62;,0,1
95162524114944,1;7;14;15;57;62;,0,1
95166819082240,1;6;11;14;57;59;,0.5,0.5
95168966565888,6;7;11;14;51;55;,0,1
95171114049536,1;6;14;15;49;55;,0,1
95174335275008,1;7;11;15;49;51;,0.5,0.5
95160376647680,3;7;10;15;58;59;,0.5,0.5
95161450389504,1;7;11;15;57;59;,0.5,0.5
95166819098624,1;3;10;11;57;58;,1,0
95168966582272,3;7;10;11;50;55;,0.5,0.5
95170040324096,1;3;11;15;49;55;,0.5,0.5
95171114065920,1;7;10;15;49;50;,0.5,0.5
95160376651776,3;6;10;11;58;62;,0.5,0.5
95161450393600,1;3;11;14;57;62;,0.5,0.5
95162524135424,1;6;10;14;57;58;,0.5,0.5
95168966586368,3;6;10;14;50;51;,0.5,0.5
95170040328192,1;6;11;14;49;51;,0.5,0.5
95174335295488,1;3;10;11;49;50;,1,0
95170040369152,3;6;11;15;38;39;,1,0
95171114110976,6;7;10;15;34;38;,1,0
95174335336448,3;7;10;11;34;39;,1,0
95168966631424,3;7;11;14;38;39;,1,0
95171114115072,1;7;14;15;33;38;,1,0
95174335340544,1;3;11;15;33;39;,1,0
95168966635520,6;7;10;14;34;39;,0.5,0.5
95170040377344,1;6;14;15;33;39;,0.5,0.5
95174335344640,1;7;10;15;33;34;,0.5,0.5
95168966651904,3;6;10;11;34;38;,0,1
95170040393728,1;3;11;14;33;38;,0,1
95171114135552,1;6;10;14;33;34;,0.5,0.5
95161450467328,3;7;11;14;38;39;,1,0
95162524209152,6;7;10;14;34;39;,1,0
95166819176448,3;6;10;11;34;38;,1,0
95160376729600,3;6;11;15;38;39;,1,0
95162524213248,1;6;14;15;33;39;,1,0
95166819180544,1;3;11;14;33;38;,1,0
95160376733696,6;7;10;15;34;38;,1,0
95161450475520,1;7;14;15;33;38;,1,0
95166819184640,1;6;10;14;33;34;,1,0
95160376745984,3;7;10;11;34;39;,0,1
95161450487808,1;3;11;15;33;39;,0,1
95162524229632,1;7;10;15;33;34;,0,1
95107763142656,1;3;6;7;10;11;14;15;33;34;38;39;49;50;51;55;57;58;59;62;,0.916667,0.0833333
95230169841664,6;7;11;15;59;62;,0.5,0.5
95231243583488,2;7;14;15;58;62;,1,0
95235538550784,2;6;11;14;58;59;,1,0
95238759776256,6;7;11;14;51;55;,1,0
95239833518080,2;6;14;15;50;55;,1,0
95243054743552,2;7;11;15;50;51;,1,0
95228022366208,3;7;14;15;59;62;,0,1
95231243591680,6;7;8;15;56;62;,0,1
95235538558976,3;6;8;14;56;59;,1,0
95236612300800,3;6;14;15;51;55;,0,1
95239833526272,6;7;8;14;48;55;,0,1
95243054751744,3;7;8;15;48;51;,0.5,0.5
95228022382592,2;7;11;15;58;59;,0.5,0.5
95230169866240,3;7;8;15;56;59;,0.5,0.5
95235538575360,2;3;8;11;56;58;,1,0
95236612317184,2;3;11;15;50;55;,0,1
95238759800832,3;7;8;11;48;55;,0.5,0.5
95239833542656,2;7;8;15;48;50;,0.5,0.5
95228022386688,2;3;11;14;58;62;,0.5,0.5
95230169870336,3;6;8;11;56;62;,0.5,0.5
95231243612160,2;6;8;14;56;58;,1,0
95236612321280,2;6;11;14;50;51;,0.5,0.5
95238759804928,3;6;8;14;48;51;,0.5,0.5
95243054772224,2;3;8;11;48;50;,1,0
95238759841792,3;7;11;14;38;39;,1,0
95239833583616,2;7;14;15;34;38;,1,0
95243054809088,2;3;11;15;34;39;,1,0
95236612366336,3;6;11;15;38;39;,0.5,0.5
95239833591808,6;7;8;15;32;38;,0.5,0.5
95243054817280,3;7;8;11;32;39;,1,0
95236612370432,2;6;14;15;34;39;,0,1
95238759854080,6;7;8;14;32;39;,0,1
95243054821376,2;7;8;15;32;34;,0.5,0.5
95236612386816,2;3;11;14;34;38;,0,1
95238759870464,3;6;8;11;32;38;,0.5,0.5
95239833612288,2;6;8;14;32;34;,0.5,0.5
95230169939968,3;6;11;15;38;39;,1,0
95231243681792,2;6;14;15;34;39;,1,0
95235538649088,2;3;11;14;34;38;,1,0
95228022464512,3;7;11;14;38;39;,1,0
95231243689984,6;7;8;14;32;39;,1,0
95235538657280,3;6;8;11;32;38;,1,0
95228022468608,2;7;14;15;34;38;,1,0
95230169952256,6;7;8;15;32;38;,0.5,0.5
95235538661376,2;6;8;14;32;34;,1,0
95228022480896,2;3;11;15;34;39;,0,1
95230169964544,3;7;8;11;32;39;,0,1
95231243706368,2;7;8;15;32;34;,0,1
95176482619392,2;3;6;7;8;11;14;15;32;34;38;39;48;50;51;55;56;58;59;62;,1,0
95366535053312,6;7;10;15;58;62;,1,0
95367608795136,1;7;14;15;57;62;,1,0
95372977504256,1;6;10;14;57;58;,1,0
95375124987904,6;7;10;14;50;55;,1,0
95376198729728,1;6;14;15;49;55;,1,0
95380493697024,1;7;10;15;49;50;,1,0
95365461315584,2;7;14;15;58;62;,0,1
95367608799232,6;7;8;15;56;62;,1,0
95372977508352,2;6;8;14;56;58;,1,0
95374051250176,2;6;14;15;50;55;,0.5,0.5
95376198733824,6;7;8;14;48;55;,0.5,0.5
95380493701120,2;7;8;15;48;50;,0.5,0.5
95365461336064,1;7;10;15;57;58;,0.5,0.5
