GameState,PossibleArrows,WinProb,TieProb
94748053388800,31;46;,0,1
94748053389184,24;47;,1,0
94755452139054,,0,0
94754495837696,46;57;,0,1
94755435362217,,0,0
94754495838080,41;56;,0,1
94754495838784,30;56;,0,1
94754495839104,24;57;,0,1
94754495839744,30;41;,0,1
94754495839808,24;46;,0,1
94755569579904,41;55;,1,0
94755569579968,46;49;,1,0
94755569580608,30;55;,0,1
94755569580928,31;49;,1,0
94755569581120,31;46;,0,1
94755569581504,30;41;,1,0
94756643321344,46;55;,0,1
94756643321728,47;48;,1,0
94756643322752,24;55;,1,0
94756643322816,30;48;,1,0
94756643322880,30;47;,0,1
94756643323328,24;46;,1,0
94762012030464,47;49;,0,1
94762012030912,41;48;,0,1
94762012031552,31;48;,0,1
94762012031936,24;49;,0,1
94762012032000,31;41;,0,1
94762012032064,24;47;,0,1
94695440035840,24;30;31;41;46;47;48;49;55;56;57;62;,0.833333,0.166667
94740386211387,,0,0
94740453320247,,0,1
94739463464448,55;59;,0,1
94740319102968,,0,0
94740402989043,,0,1
94739463464896,51;56;,0,1
94739463466176,31;56;,0,1
94739463466432,24;59;,0,1
94739463466496,31;51;,0,1
94739463466688,24;55;,0,1
94742533695096,,0,0
94742550472311,,1,0
94741610948160,55;56;,1,0
94742416254969,,0,0
94742567249904,,0,0
94741610948544,48;57;,0,1
94741610949632,31;57;,0,1
94741610950080,25;56;,1,0
94741610950144,25;55;,0,1
94741610950208,31;48;,0,1
94746761553465,,0,0
94746862216755,,0,0
94745905915392,51;57;,0,1
94746711221883,,0,0
94746895771248,,0,0
94745905915456,48;59;,0,1
94745905916928,25;59;,0,1
94745905917120,24;57;,0,1
94745905917504,24;51;,0,1
94745905917632,25;48;,0,1
94747969513071,,1,0
94746979657280,47;59;,1,0
94747935959019,,1,0
94746979657664,43;57;,1,0
94746979658432,31;57;,1,0
94746979658688,25;59;,1,0
94746979659328,31;43;,0,1
94746979659456,25;47;,0,1
94751157184047,,0,1
94750200882688,47;57;,0,1
94751140407273,,0,0
94750200883136,41;56;,0,1
94750200883776,31;56;,0,1
94750200884160,24;57;,0,1
94750200884736,31;41;,0,1
94750200884800,24;47;,0,1
94755485705769,,0,0
94754495849984,41;59;,0,1
94755435374187,,0,1
94754495850048,43;56;,0,1
94754495851072,24;59;,0,1
94754495851200,25;56;,0,1
94754495852032,25;43;,0,1
94754495852224,24;41;,0,1
94755569591872,43;55;,1,0
94755569592256,41;51;,0,1
94755569592896,31;51;,0,1
94755569593024,25;55;,1,0
94755569593536,31;41;,0,1
94755569593792,25;43;,1,0
94756643333632,47;51;,0,1
94756643334080,43;48;,1,0
94756643334848,31;48;,1,0
94756643335104,24;51;,0,1
94756643335168,31;43;,0,1
94756643335360,24;47;,0,1
94758790817280,41;55;,0,1
94758790817344,47;48;,1,0
94758790818368,24;55;,0,1
94758790818752,25;48;,1,0
94758790818816,25;47;,0,1
94758790819264,24;41;,0,1
94695440048128,24;25;31;41;43;47;48;51;55;56;57;59;,0.666667,0.333333
94740319106622,,1,0
94740503655987,,0,0
94739463468544,51;62;,1,0
94740268775355,,0,0
94740453324720,,0,0
94739463468928,48;59;,0,1
94739463470080,30;59;,0,1
94739463470272,24;62;,1,0
94739463470784,30;48;,0,1
94739463470976,24;51;,1,0
94742416258686,,1,0
94742651139696,,0,0
94741610952256,48;62;,1,0
94742433036216,,0,0
94742550476721,,0,0
94741610952576,49;56;,0,1
94741610953728,25;62;,0,1
94741610953792,30;56;,0,1
94741610954240,30;49;,0,1
94741610954624,25;48;,1,0
94745654261307,,0,0
94745822033457,,0,0
94744832177664,49;59;,0,1
94745687815800,,0,0
94745771701875,,0,0
94744832177728,51;56;,0,1
94744832179264,24;59;,0,1
94744832179392,25;56;,0,1
94744832179712,25;51;,0,1
94744832179904,24;49;,0,1
94748019848811,,1,0
94746979661376,43;62;,1,0
94747969517481,,0,0
94746979661696,41;59;,0,1
94746979662400,30;59;,0,1
94746979662528,25;62;,1,0
94746979663552,30;41;,0,1
94746979663744,25;43;,1,0
94749043258926,,0,1
94748053403136,46;59;,0,1
94748992927659,,1,0
94748053403520,43;56;,1,0
94748053404352,30;56;,1,0
94748053404544,24;59;,0,1
94748053405184,30;43;,0,1
94748053405376,24;46;,0,1
94751241074217,,0,0
94750200886784,41;62;,1,0
94751140410990,,1,0
94750200886848,46;56;,1,0
94750200887872,24;62;,0,1
94750200888192,25;56;,1,0
94750200888832,25;46;,0,1
94750200889216,24;41;,1,0
94755569595968,46;51;,1,0
94755569596288,43;49;,1,0
94755569597120,30;49;,1,0
94755569597312,25;51;,1,0
94755569597504,30;43;,0,1
94755569597632,25;46;,0,1
94758790821376,46;49;,0,1
94758790821760,41;48;,0,1
94758790822464,30;48;,0,1
94758790822784,24;49;,0,1
94758790822912,30;41;,0,1
94758790822976,24;46;,0,1
94762012046848,41;51;,0,1
94762012046912,43;48;,1,0
94762012047936,24;51;,0,1
94762012048064,25;48;,1,0
94762012048384,25;43;,0,1
94762012048576,24;41;,0,1
94695440052224,24;25;30;41;43;46;48;49;51;56;59;62;,0.666667,0.333333
94739463507136,15;62;,1,0
94739463507392,14;59;,1,0
94739463507648,14;55;,1,0
94739463507840,15;51;,1,0
94744832216128,15;59;,0,1
94744832216512,11;57;,0,1
94744832216640,11;55;,0,1
94744832216768,15;49;,0,1
94745905957952,11;62;,0,1
94745905958080,14;57;,0,1
94745905958464,14;51;,0,1
94745905958784,11;49;,1,0
94748053441408,15;59;,1,0
94748053441472,11;62;,1,0
94748053442240,15;46;,1,0
94748053442432,11;47;,1,0
94750200924736,15;62;,1,0
94750200925120,14;57;,0,1
94750200925760,14;47;,0,1
94750200926080,15;41;,1,0
94754495892032,14;59;,0,1
94754495892352,11;57;,0,1
94754495893056,11;46;,0,1
94754495893184,14;41;,0,1
94756643376000,11;55;,0,1
94756643376064,14;51;,1,0
94756643376320,14;47;,1,0
94756643376576,11;46;,0,1
94758790859328,14;55;,1,0
94758790859648,15;49;,1,0
94758790859840,15;46;,1,0
