GameState,PossibleArrows,WinProb,TieProb
224025494540288,11;14;15;16;19;23;32;35;38;40;46;47;,1,0
224025494544384,11;13;15;16;21;23;32;35;37;40;43;47;,1,0
224025494548480,11;13;14;16;19;21;32;37;38;40;43;46;,0.833333,0.166667
224025494552576,11;13;14;19;21;23;29;30;31;43;46;47;,1,0
224025494564864,13;14;15;16;21;23;24;29;30;40;46;47;,1,0
224025494573056,11;14;15;16;19;23;24;30;31;40;43;46;,1,0
224025494577152,11;13;15;16;19;21;24;29;31;40;43;47;,1,0
224025494585344,11;14;15;19;21;23;29;30;31;35;37;38;,1,0
224025494597632,13;14;15;16;21;23;24;30;31;32;37;38;,1,0
224025494609920,11;13;15;16;19;23;24;29;31;32;35;37;,1,0
224025494614016,11;13;14;16;19;21;24;29;30;32;35;38;,1,0
224094213943296,16;20;23;28;30;31;32;38;39;40;44;46;,0.833333,0.166667
224094213947392,16;19;23;24;30;31;35;38;39;40;43;46;,1,0
224094213955584,19;20;23;24;28;31;32;35;39;40;43;44;,1,0
224094213959680,16;19;20;24;28;30;32;35;38;43;44;46;,0.833333,0.166667
224094213963776,11;12;15;28;30;31;35;38;39;43;44;46;,1,0
224094213976064,12;14;15;24;28;31;32;38;39;40;44;46;,1,0
224094213980160,11;14;15;24;30;31;32;35;39;40;43;46;,1,0
224094213992448,11;12;14;24;28;30;32;35;38;40;43;44;,1,0
224094213996544,12;14;15;19;20;23;35;38;39;43;44;46;,1,0
224094214012928,11;14;15;16;19;23;32;38;39;40;43;46;,1,0
224094214021120,11;12;15;16;20;23;32;35;39;40;43;44;,1,0
224094214025216,11;12;14;16;19;20;32;35;38;40;44;46;,1,0
224094214029312,11;14;15;19;20;23;28;30;31;43;44;46;,1,0
224094214041600,12;14;15;16;20;23;24;30;31;40;44;46;,1,0
224094214053888,11;12;15;16;19;23;24;28;31;40;43;44;,1,0
224094214057984,11;12;14;16;19;20;24;28;30;40;43;46;,0.833333,0.166667
224094214062080,11;12;14;19;20;23;28;30;31;35;38;39;,0.833333,0.166667
224094214074368,12;14;15;16;20;23;24;28;30;32;38;39;,1,0
224094214078464,11;14;15;16;19;23;24;30;31;32;35;38;,1,0
224094214086656,11;12;15;16;19;20;24;28;31;32;35;39;,1,0
224162933420032,16;20;21;28;29;31;32;37;39;40;44;47;,0.833333,0.166667
224162933424128,16;19;21;24;29;31;35;37;39;40;43;47;,1,0
224162933428224,16;19;20;24;28;31;32;35;39;43;44;47;,0.833333,0.166667
224162933436416,19;20;21;24;28;29;32;35;37;40;43;44;,0.833333,0.166667
224162933440512,11;12;13;28;29;31;35;37;39;43;44;47;,1,0
224162933452800,12;13;15;24;28;29;32;37;39;40;44;47;,0.833333,0.166667
224162933456896,11;13;15;24;29;31;32;35;37;40;43;47;,1,0
224162933460992,11;12;15;24;28;31;32;35;39;40;43;44;,1,0
224162933473280,12;13;15;19;20;21;35;37;39;43;44;47;,1,0
224162933489664,11;13;15;16;19;21;32;37;39;40;43;47;,0.833333,0.166667
224162933493760,11;12;15;16;19;20;32;35;39;40;44;47;,1,0
224162933501952,11;12;13;16;20;21;32;35;37;40;43;44;,0.833333,0.166667
224162933506048,11;13;15;19;20;21;28;29;31;43;44;47;,1,0
224162933518336,12;13;15;16;20;21;24;29;31;40;44;47;,1,0
224162933526528,11;12;15;16;19;20;24;28;31;40;43;47;,0.833333,0.166667
224162933534720,11;12;13;16;19;21;24;28;29;40;43;44;,1,0
224162933538816,11;12;15;19;20;21;28;29;31;35;37;39;,0.5,0.5
224162933551104,12;13;15;16;20;21;24;28;31;32;37;39;,1,0
224162933555200,11;13;15;16;19;21;24;29;31;32;35;39;,1,0
224162933567488,11;12;13;16;19;20;24;28;29;32;35;37;,0.833333,0.166667
219902325817344,11;12;13;14;15;16;19;20;21;23;24;28;29;30;31;32;35;37;38;39;40;43;44;46;47;56;59;60;61;62;,1,0
223750617088000,17;21;23;25;29;30;37;38;39;41;46;47;,1,0
223750617092096,17;20;23;25;28;30;33;38;39;44;46;47;,1,0
223750617096192,20;21;23;25;28;29;33;37;39;41;44;47;,0.833333,0.166667
223750617100288,17;20;21;28;29;30;33;37;38;41;44;46;,0.833333,0.166667
223750617108480,12;13;15;28;29;30;37;38;39;44;46;47;,1,0
223750617120768,13;14;15;25;29;30;33;37;39;41;46;47;,1,0
223750617124864,12;14;15;25;28;30;33;38;39;41;44;47;,1,0
223750617133056,12;13;14;25;28;29;33;37;38;41;44;46;,0.833333,0.166667
223750617141248,12;13;14;20;21;23;37;38;39;44;46;47;,1,0
223750617153536,13;14;15;17;21;23;33;37;38;41;46;47;,1,0
223750617157632,12;14;15;17;20;23;33;38;39;41;44;46;,1,0
223750617161728,12;13;15;17;20;21;33;37;39;41;44;47;,1,0
223750617174016,13;14;15;20;21;23;28;29;30;44;46;47;,1,0
223750617190400,12;14;15;17;20;23;25;28;30;41;46;47;,1,0
223750617194496,12;13;15;17;21;23;25;28;29;41;44;47;,1,0
223750617198592,12;13;14;17;20;21;25;29;30;41;44;46;,1,0
223750617206784,12;14;15;20;21;23;28;29;30;37;38;39;,1,0
223750617219072,13;14;15;17;21;23;25;29;30;33;38;39;,1,0
223750617227264,12;13;15;17;20;23;25;28;29;33;37;39;,1,0
223750617231360,12;13;14;17;20;21;25;28;30;33;37;38;,1,0
223819336548352,20;21;23;28;29;30;37;38;39;44;46;47;,1,0
223819336564736,16;21;23;29;30;31;32;37;38;40;46;47;,1,0
223819336568832,16;20;23;28;30;31;32;38;39;40;44;46;,0.833333,0.166667
223819336572928,16;20;21;28;29;31;32;37;39;40;44;47;,0.833333,0.166667
223819336581120,12;13;14;28;29;31;37;38;39;44;46;47;,1,0
223819336597504,8;13;14;29;30;31;32;37;39;40;46;47;,1,0
223819336601600,8;12;14;28;30;31;32;38;39;40;44;47;,1,0
223819336609792,8;12;13;28;29;30;32;37;38;40;44;46;,0.833333,0.166667
223819336630272,8;13;14;16;21;23;37;38;39;40;46;47;,1,0
223819336634368,8;12;14;16;20;23;32;38;39;44;46;47;,1,0
223819336638464,8;12;13;20;21;23;32;37;39;40;44;47;,1,0
223819336642560,12;13;14;16;20;21;32;37;38;40;44;46;,0.833333,0.166667
223819336646656,12;13;14;20;21;23;29;30;31;44;46;47;,1,0
223819336667136,8;12;14;16;20;23;28;30;31;40;46;47;,1,0
223819336671232,8;12;13;16;21;23;28;29;31;40;44;47;,1,0
223819336675328,8;13;14;16;20;21;28;29;30;40;44;46;,1,0
223819336679424,12;13;14;20;21;23;28;30;31;37;38;39;,0.833333,0.166667
223819336695808,8;13;14;16;21;23;29;30;31;32;38;39;,1,0
223819336704000,8;12;13;16;20;23;28;29;31;32;37;39;,1,0
223819336708096,8;12;14;16;20;21;28;29;30;32;37;38;,1,0
224025494978560,17;21;23;29;30;31;33;37;38;41;46;47;,1,0
224025494999040,16;17;23;25;30;31;32;33;38;40;46;47;,0.833333,0.166667
224025495003136,16;21;23;25;29;31;32;33;37;40;41;47;,0.833333,0.166667
224025495007232,16;17;21;25;29;30;32;37;38;40;41;46;,0.666667,0.333333
224025495011328,13;14;15;25;29;31;33;37;38;41;46;47;,1,0
224025495015424,8;13;15;29;30;31;32;37;38;40;46;47;,1,0
224025495031808,8;14;15;25;30;31;32;33;38;40;41;47;,1,0
224025495040000,8;13;14;25;29;30;32;33;37;40;41;46;,0.833333,0.166667
224025495048192,13;14;15;16;21;23;32;37;38;40;46;47;,1,0
224025495064576,8;14;15;16;17;23;32;33;38;41;46;47;,1,0
224025495068672,8;13;15;17;21;23;32;33;37;40;41;47;,1,0
224025495072768,8;13;14;16;17;21;33;37;38;40;41;46;,0.833333,0.166667
224025495076864,13;14;15;17;21;23;25;29;30;41;46;47;,1,0
224025495080960,8;13;14;16;21;23;29;30;31;40;46;47;,1,0
224025495097344,8;14;15;16;17;23;25;30;31;40;41;46;,1,0
224025495101440,8;13;15;16;17;21;25;29;31;40;41;47;,1,0
224025495109632,13;14;15;17;21;23;25;30;31;33;37;38;,1,0
224025495113728,8;14;15;16;21;23;29;30;31;32;37;38;,1,0
224025495134208,8;13;15;16;17;23;25;29;31;32;33;37;,1,0
224025495138304,8;13;14;16;17;21;25;29;30;32;33;38;,1,0
224094214455296,17;20;23;28;30;31;33;38;39;41;44;46;,1,0
224094214471680,16;17;23;25;30;31;32;38;39;40;41;46;,0.833333,0.166667
224094214479872,16;20;23;25;28;31;32;33;39;40;41;44;,0.833333,0.166667
224094214483968,16;17;20;25;28;30;32;33;38;40;44;46;,0.833333,0.166667
224094214488064,12;14;15;25;28;31;33;38;39;41;44;46;,1,0
224094214492160,8;12;15;28;30;31;32;38;39;40;44;46;,1,0
224094214504448,8;14;15;25;30;31;32;33;39;40;41;46;,1,0
224094214516736,8;12;14;25;28;30;32;33;38;40;41;44;,0.833333,0.166667
224094214524928,12;14;15;16;20;23;32;38;39;40;44;46;,1,0
224094214537216,8;14;15;16;17;23;33;38;39;40;41;46;,1,0
224094214545408,8;12;15;17;20;23;32;33;39;40;41;44;,1,0
224094214549504,8;12;14;16;17;20;32;33;38;41;44;46;,1,0
224094214553600,12;14;15;17;20;23;25;30;31;41;44;46;,1,0
224094214557696,8;14;15;16;20;23;28;30;31;40;44;46;,1,0
224094214578176,8;12;15;16;17;23;25;28;31;40;41;44;,1,0
224094214582272,8;12;14;16;17;20;25;28;30;40;41;46;,0.833333,0.166667
224094214586368,12;14;15;17;20;23;25;28;30;33;38;39;,1,0
224094214590464,8;12;14;16;20;23;28;30;31;32;38;39;,1,0
224094214602752,8;14;15;16;17;23;25;30;31;32;33;38;,1,0
224094214610944,8;12;15;16;17;20;25;28;31;32;33;39;,1,0
224162933932032,17;20;21;28;29;31;33;37;39;41;44;47;,1,0
224162933948416,16;17;21;25;29;31;32;37;39;40;41;47;,0.833333,0.166667
224162933952512,16;17;20;25;28;31;32;33;39;40;44;47;,0.833333,0.166667
224162933960704,16;20;21;25;28;29;32;33;37;40;41;44;,0.5,0.5
224162933964800,12;13;15;25;28;29;33;37;39;41;44;47;,1,0
224162933968896,8;12;13;28;29;31;32;37;39;40;44;47;,1,0
224162933981184,8;13;15;25;29;31;32;33;37;40;41;47;,1,0
224162933985280,8;12;15;25;28;31;32;33;39;40;41;44;,1,0
224162934001664,12;13;15;16;20;21;32;37;39;40;44;47;,1,0
224162934013952,8;13;15;16;17;21;33;37;39;40;41;47;,1,0
224162934018048,8;12;15;16;17;20;32;33;39;41;44;47;,1,0
224162934026240,8;12;13;17;20;21;32;33;37;40;41;44;,1,0
224162934030336,12;13;15;17;20;21;25;29;31;41;44;47;,0.833333,0.166667
224162934034432,8;13;15;16;20;21;28;29;31;40;44;47;,1,0
224162934050816,8;12;15;16;17;20;25;28;31;40;41;47;,1,0
224162934059008,8;12;13;16;17;21;25;28;29;40;41;44;,0.833333,0.166667
224162934063104,12;13;15;17;20;21;25;28;31;33;37;39;,1,0
224162934067200,8;12;15;16;20;21;28;29;31;32;37;39;,0.833333,0.166667
224162934079488,8;13;15;16;17;21;25;29;31;32;33;39;,1,0
224162934091776,8;12;13;16;17;20;25;28;29;32;33;37;,0.833333,0.166667
219902326341632,8;12;13;14;15;16;17;20;21;23;25;28;29;30;31;32;33;37;38;39;40;41;44;46;47;56;57;60;61;62;,0.983333,0.0166667
223750617346048,17;21;23;29;30;31;33;37;38;41;46;47;,1,0
223750617354240,17;19;23;25;30;31;33;35;38;43;46;47;,1,0
223750617358336,19;21;23;25;29;31;33;35;37;41;43;47;,1,0
223750617362432,17;19;21;25;29;30;35;37;38;41;43;46;,1,0
223750617370624,11;13;15;29;30;31;35;37;38;43;46;47;,1,0
223750617378816,13;14;15;25;29;31;33;37;38;41;46;47;,1,0
223750617387008,11;14;15;25;30;31;33;35;38;41;43;47;,1,0
223750617395200,11;13;14;25;29;30;33;35;37;41;43;46;,1,0
223750617403392,13;14;15;19;21;23;35;37;38;43;46;47;,1,0
223750617419776,11;14;15;17;19;23;33;35;38;41;46;47;,1,0
223750617423872,11;13;15;17;21;23;33;35;37;41;43;47;,1,0
223750617427968,11;13;14;17;19;21;33;37;38;41;43;46;,0.833333,0.166667
223750617436160,11;13;14;19;21;23;29;30;31;43;46;47;,1,0
223750617444352,13;14;15;17;21;23;25;29;30;41;46;47;,1,0
223750617452544,11;14;15;17;19;23;25;30;31;41;43;46;,1,0
223750617456640,11;13;15;17;19;21;25;29;31;41;43;47;,1,0
223750617468928,11;14;15;19;21;23;29;30;31;35;37;38;,1,0
223750617477120,13;14;15;17;21;23;25;30;31;33;37;38;,1,0
223750617489408,11;13;15;17;19;23;25;29;31;33;35;37;,1,0
223750617493504,11;13;14;17;19;21;25;29;30;33;35;38;,1,0
223819336810496,19;21;23;29;30;31;35;37;38;43;46;47;,1,0
223819336822784,16;21;23;24;29;30;37;38;39;40;46;47;,0.833333,0.166667
223819336830976,16;19;23;24;30;31;35;38;39;40;43;46;,1,0
223819336835072,16;19;21;24;29;31;35;37;39;40;43;47;,1,0
223819336843264,11;13;14;29;30;31;35;37;39;43;46;47;,1,0
223819336855552,8;13;14;24;29;31;37;38;39;40;46;47;,1,0
223819336863744,8;11;14;24;30;31;35;38;39;40;43;47;,1,0
223819336871936,8;11;13;24;29;30;35;37;38;40;43;46;,1,0
223819336876032,11;13;14;19;21;23;37;38;39;43;46;47;,1,0
223819336896512,8;11;14;16;19;23;35;38;39;40;46;47;,1,0
223819336900608,8;11;13;16;21;23;35;37;39;40;43;47;,1,0
223819336904704,8;13;14;16;19;21;35;37;38;40;43;46;,1,0
223819336921088,8;13;14;16;21;23;29;30;31;40;46;47;,1,0
223819336929280,8;11;14;16;19;23;24;30;31;43;46;47;,1,0
223819336933376,8;11;13;19;21;23;24;29;31;40;43;47;,1,0
223819336937472,11;13;14;16;19;21;24;29;30;40;43;46;,0.833333,0.166667
223819336941568,11;13;14;19;21;23;29;30;31;35;38;39;,0.833333,0.166667
223819336953856,8;13;14;16;21;23;24;30;31;37;38;39;,1,0
223819336966144,8;11;13;16;19;23;24;29;31;35;37;39;,1,0
223819336970240,8;11;14;16;19;21;24;29;30;35;37;38;,1,0
223956775763968,17;21;23;25;29;30;37;38;39;41;46;47;,1,0
223956775784448,16;17;23;24;25;30;33;38;39;40;46;47;,0.833333,0.166667
223956775788544,16;21;23;24;25;29;33;37;39;40;41;47;,0.833333,0.166667
223956775792640,16;17;21;24;29;30;33;37;38;40;41;46;,0.5,0.5
223956775796736,13;14;15;25;29;30;33;37;39;41;46;47;,1,0
223956775800832,8;13;15;24;29;30;37;38;39;40;46;47;,1,0
223956775817216,8;14;15;24;25;30;33;38;39;40;41;47;,1,0
223956775825408,8;13;14;24;25;29;33;37;38;40;41;46;,0.833333,0.166667
223956775829504,13;14;15;17;21;23;33;37;38;41;46;47;,1,0
223956775833600,8;13;14;16;21;23;37;38;39;40;46;47;,1,0
223956775849984,8;14;15;16;17;23;33;38;39;40;41;46;,1,0
223956775854080,8;13;15;16;17;21;33;37;39;40;41;47;,1,0
223956775866368,13;14;15;16;21;23;24;29;30;40;46;47;,1,0
223956775882752,8;14;15;16;17;23;24;25;30;41;46;47;,1,0
223956775886848,8;13;15;17;21;23;24;25;29;40;41;47;,1,0
223956775890944,8;13;14;16;17;21;25;29;30;40;41;46;,1,0
223956775895040,13;14;15;17;21;23;25;29;30;33;38;39;,1,0
223956775899136,8;14;15;16;21;23;24;29;30;37;38;39;,1,0
223956775919616,8;13;15;16;17;23;24;25;29;33;37;39;,1,0
223956775923712,8;13;14;16;17;21;24;25;30;33;37;38;,1,0
224094214717440,17;19;23;25;30;31;35;38;39;41;43;46;,1,0
224094214729728,16;17;23;24;30;31;33;38;39;40;41;46;,0.833333,0.166667
224094214742016,16;19;23;24;25;31;33;35;39;40;41;43;,1,0
224094214746112,16;17;19;24;25;30;33;35;38;40;43;46;,0.666667,0.333333
224094214750208,11;14;15;25;30;31;33;35;39;41;43;46;,1,0
224094214754304,8;11;15;24;30;31;35;38;39;40;43;46;,1,0
224094214762496,8;14;15;24;25;31;33;38;39;40;41;46;,1,0
224094214778880,8;11;14;24;25;30;33;35;38;40;41;43;,1,0
224094214782976,11;14;15;17;19;23;33;38;39;41;43;46;,1,0
224094214787072,8;14;15;16;19;23;35;38;39;40;43;46;,1,0
224094214807552,8;11;15;16;17;23;33;35;39;40;41;43;,1,0
224094214811648,8;11;14;16;17;19;33;35;38;40;41;46;,0.833333,0.166667
224094214819840,11;14;15;16;19;23;24;30;31;40;43;46;,1,0
224094214828032,8;14;15;16;17;23;25;30;31;40;41;46;,1,0
224094214840320,8;11;15;17;19;23;24;25;31;40;41;43;,1,0
224094214844416,8;11;14;16;17;19;24;25;30;41;43;46;,1,0
224094214848512,11;14;15;17;19;23;25;30;31;33;35;38;,1,0
224094214852608,8;11;14;16;19;23;24;30;31;35;38;39;,1,0
224094214860800,8;14;15;16;17;23;24;25;30;33;38;39;,1,0
224094214873088,8;11;15;16;17;19;24;25;31;33;35;39;,1,0
224162934194176,17;19;21;25;29;31;35;37;39;41;43;47;,1,0
224162934206464,16;17;21;24;29;31;33;37;39;40;41;47;,0.833333,0.166667
224162934214656,16;17;19;24;25;31;33;35;39;40;43;47;,0.833333,0.166667
224162934222848,16;19;21;24;25;29;33;35;37;40;41;43;,0.5,0.5
224162934226944,11;13;15;25;29;31;33;35;37;41;43;47;,1,0
224162934231040,8;11;13;24;29;31;35;37;39;40;43;47;,1,0
224162934239232,8;13;15;24;25;29;33;37;39;40;41;47;,1,0
224162934247424,8;11;15;24;25;31;33;35;39;40;41;43;,1,0
224162934259712,11;13;15;17;19;21;33;37;39;41;43;47;,0.833333,0.166667
224162934263808,8;13;15;16;19;21;35;37;39;40;43;47;,1,0
224162934280192,8;11;15;16;17;19;33;35;39;40;41;47;,1,0
224162934288384,8;11;13;16;17;21;33;35;37;40;41;43;,0.833333,0.166667
224162934296576,11;13;15;16;19;21;24;29;31;40;43;47;,0.833333,0.166667
224162934304768,8;13;15;16;17;21;25;29;31;40;41;47;,1,0
224162934312960,8;11;15;16;17;19;24;25;31;41;43;47;,1,0
224162934321152,8;11;13;17;19;21;24;25;29;40;41;43;,1,0
224162934325248,11;13;15;17;19;21;25;29;31;33;35;39;,0.833333,0.166667
224162934329344,8;11;15;16;19;21;24;29;31;35;37;39;,0.833333,0.166667
224162934337536,8;13;15;16;17;21;24;25;31;33;37;39;,1,0
224162934353920,8;11;13;16;17;19;24;25;29;33;35;37;,1,0
219902326603776,8;11;13;14;15;16;17;19;21;23;24;25;29;30;31;33;35;37;38;39;40;41;43;46;47;56;57;59;61;62;,0.991667,0.00833333
223750617608192,17;20;23;28;30;31;33;38;39;41;44;46;,1,0
223750617612288,17;19;23;25;30;31;35;38;39;41;43;46;,1,0
223750617620480,19;20;23;25;28;31;33;35;39;41;43;44;,1,0
223750617624576,17;19;20;25;28;30;33;35;38;43;44;46;,0.833333,0.166667
223750617632768,11;12;15;28;30;31;35;38;39;43;44;46;,1,0
223750617640960,12;14;15;25;28;31;33;38;39;41;44;46;,1,0
223750617645056,11;14;15;25;30;31;33;35;39;41;43;46;,1,0
223750617657344,11;12;14;25;28;30;33;35;38;41;43;44;,1,0
223750617665536,12;14;15;19;20;23;35;38;39;43;44;46;,1,0
223750617677824,11;14;15;17;19;23;33;38;39;41;43;46;,1,0
223750617686016,11;12;15;17;20;23;33;35;39;41;43;44;,1,0
223750617690112,11;12;14;17;19;20;33;35;38;41;44;46;,1,0
223750617698304,11;14;15;19;20;23;28;30;31;43;44;46;,1,0
223750617706496,12;14;15;17;20;23;25;30;31;41;44;46;,1,0
223750617718784,11;12;15;17;19;23;25;28;31;41;43;44;,1,0
223750617722880,11;12;14;17;19;20;25;28;30;41;43;46;,0.833333,0.166667
223750617731072,11;12;14;19;20;23;28;30;31;35;38;39;,1,0
223750617739264,12;14;15;17;20;23;25;28;30;33;38;39;,1,0
223750617743360,11;14;15;17;19;23;25;30;31;33;35;38;,1,0
223750617751552,11;12;15;17;19;20;25;28;31;33;35;39;,1,0
223819337072640,19;20;23;28;30;31;35;38;39;43;44;46;,1,0
223819337084928,16;20;23;24;28;30;32;38;39;44;46;47;,0.833333,0.166667
223819337089024,16;19;23;24;30;31;32;35;38;43;46;47;,1,0
223819337097216,16;19;20;24;28;31;32;35;39;43;44;47;,0.833333,0.166667
223819337105408,11;12;14;28;30;31;35;38;39;43;44;47;,1,0
223819337117696,8;12;14;24;28;31;32;38;39;44;46;47;,1,0
223819337121792,8;11;14;24;30;31;32;35;39;43;46;47;,1,0
223819337134080,8;11;12;24;28;30;32;35;38;43;44;46;,0.833333,0.166667
223819337138176,11;12;14;19;20;23;35;38;39;44;46;47;,1,0
223819337154560,8;11;14;16;19;23;32;38;39;43;46;47;,1,0
223819337162752,8;11;12;16;20;23;32;35;39;43;44;47;,1,0
223819337166848,8;12;14;16;19;20;32;35;38;43;44;46;,1,0
223819337170944,11;12;14;19;20;23;28;30;31;43;46;47;,0.833333,0.166667
223819337183232,8;12;14;16;20;23;24;30;31;44;46;47;,1,0
223819337195520,8;11;12;16;19;23;24;28;31;43;44;47;,1,0
223819337199616,8;11;14;16;19;20;24;28;30;43;44;46;,1,0
223819337216000,8;12;14;16;20;23;28;30;31;32;38;39;,1,0
223819337220096,8;11;14;16;19;23;24;30;31;35;38;39;,1,0
223819337228288,8;11;12;19;20;23;24;28;31;32;35;39;,1,0
223819337232384,11;12;14;16;19;20;24;28;30;32;35;38;,0.833333,0.166667
223956776026112,17;20;23;25;28;30;33;38;39;44;46;47;,1,0
223956776042496,16;17;23;24;25;30;32;38;39;41;46;47;,1,0
223956776050688,16;20;23;24;25;28;32;33;39;41;44;47;,1,0
223956776054784,16;17;20;24;28;30;32;33;38;41;44;46;,0.5,0.5
223956776058880,12;14;15;25;28;30;33;38;39;41;44;47;,1,0
223956776062976,8;12;15;24;28;30;32;38;39;44;46;47;,1,0
223956776075264,8;14;15;24;25;30;32;33;39;41;46;47;,1,0
223956776087552,8;12;14;24;25;28;32;33;38;41;44;46;,1,0
223956776091648,12;14;15;17;20;23;33;38;39;41;44;46;,1,0
223956776095744,8;12;14;16;20;23;32;38;39;44;46;47;,1,0
223956776108032,8;14;15;16;17;23;32;33;38;41;46;47;,1,0
223956776116224,8;12;15;16;17;20;32;33;39;41;44;47;,1,0
223956776124416,12;14;15;17;20;23;25;28;30;41;46;47;,1,0
223956776128512,8;14;15;16;20;23;24;28;30;44;46;47;,1,0
223956776148992,8;12;15;16;17;23;24;25;28;41;44;47;,1,0
223956776153088,8;12;14;16;17;20;24;25;30;41;44;46;,1,0
223956776161280,12;14;15;16;20;23;24;28;30;32;38;39;,1,0
223956776173568,8;14;15;16;17;23;24;25;30;33;38;39;,1,0
223956776181760,8;12;15;17;20;23;24;25;28;32;33;39;,1,0
223956776185856,8;12;14;16;17;20;25;28;30;32;33;38;,1,0
224025495502848,17;19;23;25;30;31;33;35;38;43;46;47;,1,0
224025495515136,16;17;23;24;30;31;32;33;38;41;46;47;,1,0
224025495527424,16;19;23;24;25;31;32;33;35;41;43;47;,1,0
224025495531520,16;17;19;24;25;30;32;35;38;41;43;46;,0.666667,0.333333
224025495535616,11;14;15;25;30;31;33;35;38;41;43;47;,1,0
224025495539712,8;11;15;24;30;31;32;35;38;43;46;47;,1,0
224025495547904,8;14;15;24;25;31;32;33;38;41;46;47;,1,0
224025495564288,8;11;14;24;25;30;32;33;35;41;43;46;,1,0
224025495568384,11;14;15;17;19;23;33;35;38;41;46;47;,1,0
224025495572480,8;14;15;16;19;23;32;35;38;43;46;47;,1,0
224025495592960,8;11;15;16;17;23;32;33;35;41;43;47;,1,0
224025495597056,8;11;14;16;17;19;32;33;38;41;43;46;,1,0
224025495601152,11;14;15;17;19;23;25;30;31;41;43;46;,1,0
224025495605248,8;11;14;16;19;23;24;30;31;43;46;47;,1,0
224025495613440,8;14;15;16;17;23;24;25;30;41;46;47;,1,0
224025495625728,8;11;15;16;17;19;24;25;31;41;43;47;,1,0
224025495638016,11;14;15;16;19;23;24;30;31;32;35;38;,1,0
224025495646208,8;14;15;16;17;23;25;30;31;32;33;38;,1,0
224025495658496,8;11;15;17;19;23;24;25;31;32;33;35;,1,0
224025495662592,8;11;14;16;17;19;24;25;30;33;35;38;,1,0
224162934456320,17;19;20;25;28;31;33;35;39;43;44;47;,1,0
224162934468608,16;17;20;24;28;31;32;33;39;41;44;47;,0.833333,0.166667
224162934472704,16;17;19;24;25;31;32;35;39;41;43;47;,1,0
224162934484992,16;19;20;24;25;28;32;33;35;41;43;44;,0.666667,0.333333
224162934489088,11;12;15;25;28;31;33;35;39;41;43;44;,1,0
224162934493184,8;11;12;24;28;31;32;35;39;43;44;47;,1,0
224162934501376,8;12;15;24;25;28;32;33;39;41;44;47;,1,0
224162934505472,8;11;15;24;25;31;32;33;35;41;43;47;,1,0
224162934521856,11;12;15;17;19;20;33;35;39;41;44;47;,1,0
224162934525952,8;12;15;16;19;20;32;35;39;43;44;47;,1,0
224162934538240,8;11;15;16;17;19;32;33;39;41;43;47;,1,0
224162934550528,8;11;12;16;17;20;32;33;35;41;43;44;,1,0
224162934554624,11;12;15;17;19;20;25;28;31;41;43;47;,0.833333,0.166667
224162934558720,8;11;15;16;19;20;24;28;31;43;44;47;,1,0
224162934566912,8;12;15;16;17;20;24;25;31;41;44;47;,1,0
224162934583296,8;11;12;16;17;19;24;25;28;41;43;44;,0.833333,0.166667
224162934591488,11;12;15;16;19;20;24;28;31;32;35;39;,0.833333,0.166667
224162934599680,8;12;15;16;17;20;25;28;31;32;33;39;,1,0
224162934603776,8;11;15;16;17;19;24;25;31;33;35;39;,1,0
224162934616064,8;11;12;17;19;20;24;25;28;32;33;35;,1,0
219902326865920,8;11;12;14;15;16;17;19;20;23;24;25;28;30;31;32;33;35;38;39;41;43;44;46;47;56;57;59;60;62;,0.983333,0.0166667
223750617870336,17;20;21;28;29;31;33;37;39;41;44;47;,0.833333,0.166667
223750617874432,17;19;21;25;29;31;35;37;39;41;43;47;,1,0
223750617878528,17;19;20;25;28;31;33;35;39;43;44;47;,1,0
223750617886720,19;20;21;25;28;29;33;35;37;41;43;44;,0.833333,0.166667
223750617894912,11;12;13;28;29;31;35;37;39;43;44;47;,1,0
223750617903104,12;13;15;25;28;29;33;37;39;41;44;47;,1,0
223750617907200,11;13;15;25;29;31;33;35;37;41;43;47;,1,0
223750617911296,11;12;15;25;28;31;33;35;39;41;43;44;,1,0
223750617927680,12;13;15;19;20;21;35;37;39;43;44;47;,1,0
223750617939968,11;13;15;17;19;21;33;37;39;41;43;47;,1,0
223750617944064,11;12;15;17;19;20;33;35;39;41;44;47;,1,0
223750617952256,11;12;13;17;20;21;33;35;37;41;43;44;,1,0
223750617960448,11;13;15;19;20;21;28;29;31;43;44;47;,1,0
223750617968640,12;13;15;17;20;21;25;29;31;41;44;47;,1,0
223750617976832,11;12;15;17;19;20;25;28;31;41;43;47;,1,0
223750617985024,11;12;13;17;19;21;25;28;29;41;43;44;,1,0
223750617993216,11;12;15;19;20;21;28;29;31;35;37;39;,1,0
223750618001408,12;13;15;17;20;21;25;28;31;33;37;39;,1,0
223750618005504,11;13;15;17;19;21;25;29;31;33;35;39;,1,0
223750618017792,11;12;13;17;19;20;25;28;29;33;35;37;,0.833333,0.166667
223819337334784,19;20;21;28;29;31;35;37;39;43;44;47;,1,0
223819337347072,20;21;23;24;28;29;32;37;39;40;44;47;,0.833333,0.166667
223819337351168,19;21;23;24;29;31;32;35;37;40;43;47;,1,0
223819337355264,19;20;23;24;28;31;32;35;39;40;43;44;,1,0
223819337379840,8;12;13;28;29;31;32;37;39;40;44;47;,1,0
223819337383936,8;11;13;24;29;31;35;37;39;40;43;47;,1,0
