GameState,PossibleArrows,WinProb,TieProb
63883344817984,19;31;,1,0
63886566043136,21;31;,0,1
63886566043456,23;24;,1,0
63890861010432,19;29;,0,1
63890861010624,21;24;,0,1
63840395141120,19;21;23;24;29;31;40;43;47;56;59;61;,1,0
63883344821888,21;31;,1,0
63883344822080,23;26;,1,0
63885492305408,23;29;,0,1
63885492305728,16;31;,1,0
63890861014528,21;26;,0,1
63890861014656,16;29;,0,1
63840395145216,16;21;23;26;29;31;40;42;47;56;58;61;,1,0
63885492313600,19;31;,1,0
63885492313792,23;24;,1,0
63886566055424,23;26;,1,0
63886566055552,16;31;,1,0
63890861022848,19;24;,1,0
63890861022912,16;26;,1,0
63840395153408,16;19;23;24;26;31;42;43;47;56;58;59;,1,0
63883344838272,19;29;,0,1
63883344838336,21;26;,1,0
63885492321984,16;29;,1,0
63885492322112,19;24;,1,0
63886566063744,21;24;,0,1
63886566063936,16;26;,1,0
63840395161600,16;19;21;24;26;29;40;42;43;58;59;61;,1,0
63840395165696,19;21;23;26;29;31;42;43;47;50;51;53;,0.5,0.5
63840395173888,16;19;21;24;29;31;40;43;47;51;53;55;,0.833333,0.166667
63840395177984,16;21;23;24;26;29;40;42;47;50;53;55;,1,0
63840395186176,16;19;23;24;26;31;40;42;43;50;51;55;,1,0
63952986904443,,1,0
63953054013303,,1,0
63952064157504,55;59;,1,0
63952919795709,,1,0
63953087567859,,1,0
63952064157632,51;61;,1,0
63952064158912,31;61;,1,0
63952064159168,29;59;,1,0
63952064159424,29;55;,1,0
63952064159552,31;51;,1,0
63956208129597,,1,0
63956308792887,,1,0
63955285382656,55;61;,1,0
63956174575608,,0,0
63956224907253,,1,0
63955285383104,53;56;,1,0
63955285384512,31;56;,1,0
63955285384640,24;61;,1,0
63955285384704,31;53;,1,0
63955285385024,24;55;,1,0
63960469542459,,1,0
63960570205749,,1,0
63959580349952,53;59;,1,0
63960435988344,,0,0
63960519874419,,1,0
63959580350272,51;56;,1,0
63959580351680,29;56;,1,0
63959580351808,24;59;,1,0
63959580352000,29;51;,0,1
63959580352192,24;53;,1,0
63964814841711,,1,0
63963875317568,47;56;,1,0
63964898727912,,1,0
63963875317696,40;61;,1,0
63963875318272,31;61;,1,0
63963875318720,29;56;,1,0
63963875319296,29;47;,0,1
63963875319616,31;40;,1,0
63967012656687,,1,0
63966022800896,47;59;,1,0
63966962325483,,1,0
63966022801344,43;56;,1,0
63966022802112,31;56;,1,0
63966022802368,24;59;,1,0
63966022802944,31;43;,1,0
63966022803136,24;47;,1,0
63969193694763,,1,0
63968170284544,43;61;,1,0
63969160140648,,0,1
63968170284864,40;59;,1,0
63968170285568,29;59;,0,1
63968170285760,24;61;,1,0
63968170286784,29;40;,1,0
63968170286912,24;43;,1,0
63969244026688,47;51;,1,0
63969244026816,43;53;,1,0
63969244027584,31;53;,1,0
63969244027840,29;51;,1,0
63969244028096,29;47;,1,0
63969244028224,31;43;,1,0
63972465251840,47;53;,1,0
63972465252160,40;55;,1,0
63972465252864,29;55;,1,0
63972465253312,24;53;,1,0
63972465253696,24;47;,1,0
63972465253824,29;40;,1,0
63974612735488,43;55;,1,0
63974612735936,40;51;,1,0
63974612736512,31;51;,1,0
63974612736704,24;55;,1,0
63974612737216,31;40;,1,0
63974612737472,24;43;,1,0
63909114482688,24;29;31;40;43;47;51;53;55;56;59;61;,1,0
63952986912381,,1,0
63953087575671,,1,0
63952064165440,55;61;,1,0
63952953358329,,0,0
63953020467189,,1,0
63952064165824,53;57;,1,0
63952064167232,31;57;,1,0
63952064167360,25;61;,1,0
63952064167488,31;53;,1,0
63952064167744,25;55;,1,0
63954060654456,,0,0
63954077431671,,1,0
63953137907520,55;56;,1,0
63953943214077,,1,0
63954161317872,,0,0
63953137907648,48;61;,1,0
63953137908736,31;61;,1,0
63953137909184,29;56;,1,0
63953137909248,29;55;,0,1
63953137909568,31;48;,1,0
63960469550712,,0,0
63960519882357,,1,0
63959580358208,53;56;,1,0
63960385664889,,0,0
63960536659824,,0,0
63959580358464,48;57;,0,1
63959580359680,29;57;,0,1
63959580360000,25;56;,1,0
63959580360192,25;53;,0,1
63959580360256,29;48;,0,1
63961610401647,,1,0
63960654100288,47;57;,1,0
63961677510633,,1,0
63960654100416,41;61;,1,0
63960654101056,31;61;,1,0
63960654101440,29;57;,1,0
63960654102080,29;47;,0,1
63960654102336,31;41;,1,0
63966962333295,,1,0
63966022809152,47;56;,1,0
63966979110888,,0,1
63966022809536,40;57;,0,1
63966022810112,31;57;,0,1
63966022810560,25;56;,1,0
63966022811136,25;47;,0,1
63966022811200,31;40;,0,1
63969193703016,,0,0
63968170292800,40;61;,1,0
63969109817193,,0,1
63968170293056,41;56;,0,1
63968170293760,25;61;,0,1
63968170293824,29;56;,0,1
63968170294784,29;41;,0,1
63968170295104,25;40;,1,0
63969244034624,47;53;,1,0
63969244034880,41;55;,1,0
63969244035648,29;55;,1,0
63969244036032,25;53;,1,0
63969244036416,25;47;,1,0
