GameState,PossibleArrows,WinProb,TieProb
183953453037504,5;34;,1,0
183953453037696,5;31;,1,0
183953453038016,2;29;,0,1
183955600520704,5;39;,1,0
183955600521024,7;32;,1,0
183955600521216,7;29;,1,0
183955600521664,5;24;,1,0
183958821746176,7;34;,1,0
183958821746624,2;32;,0,1
183958821746688,2;31;,0,1
183958821746816,7;24;,1,0
183893323493376,2;5;7;24;29;31;32;34;39;56;58;61;,1,0
183953453045376,3;39;,1,0
183953453045696,2;35;,1,0
183953453045952,2;31;,1,0
183953453046208,3;26;,1,0
183955600528896,7;35;,1,0
183955600529344,3;32;,0,1
183955600529408,3;31;,0,1
183955600529600,7;24;,1,0
183956674270720,2;39;,0,1
183956674270848,7;32;,1,0
183956674271232,7;26;,1,0
183956674271680,2;24;,0,1
183893323501568,2;3;7;24;26;31;32;35;39;56;58;59;,1,0
183953453053568,5;35;,1,0
183953453053760,3;34;,1,0
183953453054080,3;29;,1,0
183953453054144,5;26;,1,0
183956674278912,5;34;,1,0
183956674279232,2;32;,0,1
183956674279424,2;29;,0,1
183956674279552,5;24;,1,0
183958821762560,2;35;,0,1
183958821762688,3;32;,1,0
183958821763072,3;26;,0,1
183958821763264,2;24;,1,0
183893323509760,2;3;5;24;26;29;32;34;35;56;59;61;,0.833333,0.166667
183955600541888,7;21;,1,0
183955600542144,5;19;,1,0
183956674283648,5;23;,1,0
183956674283968,2;21;,0,1
183958821767296,7;19;,1,0
183958821767360,2;23;,1,0
183893323513856,2;5;7;19;21;23;34;35;39;58;59;61;,1,0
183953453066432,5;23;,1,0
183953453066688,3;21;,1,0
183956674291712,7;21;,1,0
183956674292160,5;16;,1,0
183958821775360,3;23;,1,0
183958821775552,7;16;,1,0
183893323522048,3;5;7;16;21;23;32;35;39;56;59;61;,1,0
183953453078656,3;23;,1,0
183953453078976,2;19;,0,1
183955600562176,7;19;,1,0
183955600562624,3;16;,1,0
183956674304000,2;23;,1,0
183956674304128,7;16;,1,0
183893323534336,2;3;7;16;19;23;32;34;39;56;58;59;,1,0
183953453086848,5;19;,1,0
183953453086912,2;21;,1,0
183955600570368,3;21;,0,1
183955600570560,5;16;,1,0
183958821795840,2;19;,0,1
183958821795968,3;16;,1,0
183893323542528,2;3;5;16;19;21;32;34;35;56;58;61;,0.833333,0.166667
183893323546624,2;3;7;19;21;23;26;29;31;58;59;61;,0.833333,0.166667
183893323554816,3;5;7;16;19;23;24;29;31;56;59;61;,1,0
183893323558912,2;5;7;16;21;23;24;26;31;56;58;61;,1,0
183893323575296,2;3;5;16;19;21;24;26;29;56;58;59;,0.833333,0.166667
183893323644928,2;3;5;19;21;23;26;29;31;34;35;39;,0.333333,0.666667
183893323653120,3;5;7;16;19;21;24;29;31;32;35;39;,0.833333,0.166667
183893323657216,2;5;7;16;21;23;24;26;29;32;34;39;,1,0
183893323665408,2;3;7;16;19;23;24;26;31;32;34;35;,1,0
184161758938880,3;37;,0,1
184161758938944,4;35;,1,0
184161758939328,4;29;,1,0
184161758939456,3;28;,0,1
184162832680576,4;37;,1,0
184162832680704,5;34;,1,0
184162832681088,5;28;,1,0
184162832681280,4;26;,1,0
184163906422400,5;35;,1,0
184163906422592,3;34;,0,1
184163906422912,3;29;,0,1
184163906422976,5;26;,1,0
184099481911296,3;4;5;26;28;29;34;35;37;58;59;60;,0.833333,0.166667
184159611467520,2;37;,0,1
184159611467584,4;34;,1,0
184159611467904,4;29;,1,0
184159611468096,2;28;,0,1
184161758950912,4;37;,0,1
184161758951168,5;32;,0,1
184161758951424,5;28;,0,1
184161758951744,4;24;,0,1
184163906434560,5;34;,1,0
184163906434880,2;32;,0,1
184163906435072,2;29;,0,1
184163906435200,5;24;,1,0
184099481923584,2;4;5;24;28;29;32;34;37;56;58;60;,0.5,0.5
184159611471488,3;37;,1,0
184159611471680,2;35;,0,1
184159611472064,2;29;,0,1
184159611472192,3;26;,1,0
184161758955008,5;35;,1,0
184161758955328,3;32;,0,1
184161758955520,3;29;,0,1
184161758955712,5;24;,1,0
184162832696832,2;37;,0,1
184162832696960,5;32;,1,0
184162832697344,5;26;,1,0
184162832697664,2;24;,0,1
184099481927680,2;3;5;24;26;29;32;35;37;56;58;59;,0.833333,0.166667
184159611475584,4;35;,1,0
184159611475712,3;34;,0,1
184159611476096,3;28;,0,1
184159611476160,4;26;,1,0
184162832700928,4;34;,0,1
184162832701184,2;32;,0,1
184162832701440,2;28;,0,1
184162832701568,4;24;,0,1
184163906442752,2;35;,0,1
184163906442880,3;32;,0,1
184163906443264,3;26;,0,1
184163906443456,2;24;,0,1
